年月日,open_y,high_y,low_y,close_y,open_y_2day,high_y_2day,low_y_2day,close_y_2day,open_y_5day,high_y_5day,low_y_5day,close_y_5day
2023-08-18,1.6597510373443984,3.319502074688797,-1.6597510373443984,0.4149377593360996,4.979253112033195,5.394190871369295,1.6597510373443984,2.489626556016597,-7.468879668049793,-4.149377593360995,-8.29875518672199,-7.883817427385892
2023-08-21,4.545454545454546,4.958677685950414,1.2396694214876034,2.066115702479339,2.479338842975207,5.371900826446281,0.4132231404958678,5.371900826446281,-8.264462809917356,-7.43801652892562,-12.8099173553719,-9.50413223140496
2023-08-22,0.4048582995951417,3.238866396761133,-1.6194331983805668,3.238866396761133,9.31174089068826,9.7165991902834,-2.0242914979757085,-0.8097165991902834,-9.31174089068826,-8.502024291497975,-12.955465587044534,-11.336032388663968
2023-08-23,5.88235294117647,6.2745098039215685,-5.098039215686274,-3.92156862745098,-12.549019607843135,-9.411764705882351,-13.333333333333334,-12.941176470588236,-10.980392156862743,-10.196078431372548,-12.941176470588236,-12.15686274509804
2023-08-24,-8.979591836734693,-5.714285714285714,-9.79591836734694,-9.387755102040815,-9.387755102040815,-8.571428571428571,-13.877551020408164,-10.612244897959185,-11.020408163265309,-4.489795918367347,-12.653061224489797,-4.489795918367347
2023-08-25,0.0,0.9009009009009008,-4.954954954954955,-1.351351351351351,0.9009009009009008,1.8018018018018016,-3.153153153153153,-1.351351351351351,5.405405405405405,5.855855855855856,-1.8018018018018016,-1.8018018018018016
2023-08-28,2.28310502283105,3.1963470319634704,-1.82648401826484,0.0,3.65296803652968,4.5662100456621,1.36986301369863,2.28310502283105,1.36986301369863,3.65296803652968,0.0,2.73972602739726
2023-08-29,3.65296803652968,4.5662100456621,1.36986301369863,2.28310502283105,-0.45662100456621,6.849315068493151,-2.28310502283105,6.849315068493151,1.82648401826484,3.65296803652968,0.45662100456621,2.73972602739726
2023-08-30,-2.6785714285714284,4.464285714285714,-4.464285714285714,4.464285714285714,4.464285714285714,4.910714285714286,-2.6785714285714284,-2.6785714285714284,0.4464285714285714,2.232142857142857,0.4464285714285714,1.3392857142857142
2023-08-31,0.0,0.4273504273504274,-6.837606837606838,-6.837606837606838,-5.128205128205128,-2.9914529914529915,-6.41025641025641,-3.8461538461538463,-4.273504273504273,-3.418803418803419,-5.982905982905983,-5.982905982905983
2023-09-01,1.834862385321101,4.128440366972478,0.4587155963302752,3.211009174311927,2.293577981651376,4.128440366972478,0.9174311926605504,3.211009174311927,-0.4587155963302752,2.293577981651376,-0.4587155963302752,0.0
2023-09-04,-0.8888888888888888,0.8888888888888888,-2.2222222222222223,0.0,0.0,1.7777777777777777,0.0,0.8888888888888888,-2.666666666666667,-2.2222222222222223,-11.199998643663196,-8.88888888888889
2023-09-05,0.0,1.7777777777777777,0.0,0.8888888888888888,-0.4444444444444444,0.4444444444444444,-2.2222222222222223,-2.2222222222222223,-9.77777777777778,-8.0,-10.666666666666668,-9.333333333333334
2023-09-06,-1.3215859030837005,-0.4405286343612335,-3.0837004405286343,-3.0837004405286343,-4.405286343612335,-1.762114537444934,-4.405286343612335,-3.9647577092511015,-9.251101321585905,-9.251101321585905,-11.894273127753303,-10.13215859030837
2023-09-07,-1.3636363636363635,1.3636363636363635,-1.3636363636363635,-0.9090909090909092,-0.4545454545454545,0.0,-9.18181679465554,-6.8181818181818175,-5.0,-2.272727272727273,-5.454545454545454,-3.636363636363636
2023-09-08,0.4587155963302752,0.9174311926605504,-8.348622453322104,-5.963302752293578,-6.8807339449541285,-5.045871559633028,-7.79816513761468,-6.422018348623854,-1.376146788990826,-1.376146788990826,-4.587155963302752,-4.128440366972478
2023-09-11,-0.975609756097561,0.975609756097561,-1.951219512195122,-0.4878048780487805,0.4878048780487805,0.4878048780487805,-2.4390243902439024,-0.4878048780487805,0.4878048780487805,0.975609756097561,-2.4390243902439024,-1.4634146341463417
