年月日,open,high,low,close,adj close,volume,MA3,MA5,MA5volume,MA20,MA10,adj close-MA5 distance,adj close-MA10 distance,adj close-MA20 distance,adj close-MA3 distance,MA20-MA10 distance,MA20-MA5 distance,MA10-MA5 distance,MA10-MA3 distance,MA20-MA3 distance,MA5-MA3 distance,Total Shares,Number of Shareholders,NoS Change,Shares per Shareholders,SpS Change,>400 Shares Held,>400 Holding Percentage,FHHP Change,>400 NoS,400-600 NoS,600-800 NoS,800-1000 NoS,>1000 NoS,>1000 Holding Percentage,OTHP Change,Closing Price,Price Change Percentage
2023-08-18,70.5,71.0,68.4000015258789,68.5,68.5,1170122.0,69.5,69.21999969482422,752258.2,71.425,70.43000030517578,-0.7199996948242244,-1.9300003051757808,-2.924999999999997,-1.0,0.994999694824216,2.2050003051757727,1.2100006103515568,0.9300003051757812,1.9249999999999967,-0.2800003051757755,71448.0,24164.0,-115.0,2.96,0.02,33537.0,46.94,0.009999999999998,7.0,2.0,2.0,1.0,2.0,42.37,0.0,68.5,-0.0058055152394775
2023-08-21,69.30000305175781,69.4000015258789,68.5,68.5,68.5,486228.0,69.10000101725261,69.23999938964843,723136.6,71.1150001525879,69.84000015258789,-0.7399993896484318,-1.3400001525878906,-2.6150001525878963,-0.6000010172526089,1.2750000000000057,1.8750007629394645,0.6000007629394588,0.7399991353352817,2.0149991353352874,0.1399983723958229,71448.0,24164.0,-115.0,2.96,0.02,33537.0,46.94,0.009999999999998,7.0,2.0,2.0,1.0,2.0,42.37,0.0,68.5,-0.0058055152394775
2023-08-22,69.5,69.5,68.0,68.0999984741211,68.0999984741211,605307.0,68.36666615804036,69.01999969482422,741110.8,70.92000007629395,69.25,-0.9200012207031278,-1.1500015258789062,-2.820001602172852,-0.2666676839192661,1.670000076293945,1.900000381469724,0.2300003051757784,0.8833338419596402,2.553333918253585,0.6533335367838617,71448.0,24164.0,-115.0,2.96,0.02,33537.0,46.94,0.009999999999998,7.0,2.0,2.0,1.0,2.0,42.37,0.0,68.5,-0.0058055152394775
2023-08-23,68.30000305175781,69.0,68.0999984741211,68.4000015258789,68.4000015258789,382017.0,68.33333333333333,68.76000061035157,649627.4,70.60500030517578,68.89000015258789,-0.3599990844726619,-0.4899986267089815,-2.204998779296872,0.0666681925455776,1.7150001525878906,1.8449996948242104,0.1299995422363196,0.5566668192545592,2.27166697184245,0.4266672770182396,71448.0,24164.0,-115.0,2.96,0.02,33537.0,46.94,0.009999999999998,7.0,2.0,2.0,1.0,2.0,42.37,0.0,68.5,-0.0058055152394775
2023-08-24,69.0,69.80000305175781,68.0999984741211,68.30000305175781,68.30000305175781,802555.0,68.26666768391927,68.36000061035156,689245.8,70.34500045776367,68.83000030517579,-0.05999755859375,-0.5299972534179744,-2.044997406005862,0.0333353678385464,1.5150001525878878,1.984999847412112,0.4699996948242244,0.5633326212565208,2.0783327738444086,0.0933329264322964,71448.0,24164.0,-115.0,2.96,0.02,33537.0,46.94,0.009999999999998,7.0,2.0,2.0,1.0,2.0,42.37,0.0,68.5,-0.0058055152394775
2023-08-25,68.30000305175781,69.19999694824219,67.80000305175781,68.30000305175781,68.30000305175781,428481.0,68.33333587646484,68.32000122070312,540917.6,70.07000045776367,68.77000045776367,-0.0199981689453068,-0.4699974060058594,-1.7699974060058563,-0.0333328247070312,1.2999999999999972,1.7499992370605495,0.4499992370605525,0.4366645812988281,1.7366645812988253,-0.0133346557617244,71448.0,24097.0,-67.0,2.97,0.0100000000000002,33537.0,46.94,0.0,7.0,2.0,2.0,1.0,2.0,42.37,0.0,68.3,-0.0029197080291971
2023-08-28,68.5999984741211,68.5999984741211,66.0999984741211,66.0999984741211,66.0999984741211,1032649.0,67.56666819254558,67.84000091552734,650201.8,69.70500030517579,68.5400001525879,-1.7400024414062472,-2.4400016784668,-3.605001831054693,-1.466669718424484,1.1650001525878937,1.864999389648446,0.6999992370605526,0.9733319600423158,2.1383321126302093,0.2733327229817632,71448.0,24097.0,-67.0,2.97,0.0100000000000002,33537.0,46.94,0.0,7.0,2.0,2.0,1.0,2.0,42.37,0.0,68.3,-0.0029197080291971
2023-08-29,67.0,67.5999984741211,65.5,67.0999984741211,67.0999984741211,810931.0,67.16666666666667,67.64000091552734,691326.6,69.46000022888184,68.33000030517579,-0.5400024414062443,-1.2300018310546932,-2.360001754760745,-0.0666681925455776,1.1299999237060518,1.8199993133545007,0.6899993896484489,1.1633336385091155,2.293333562215168,0.4733342488606666,71448.0,24097.0,-67.0,2.97,0.0100000000000002,33537.0,46.94,0.0,7.0,2.0,2.0,1.0,2.0,42.37,0.0,68.3,-0.0029197080291971
2023-08-30,67.5999984741211,72.0,67.5999984741211,71.5,71.5,2636537.0,68.23333231608073,68.26000061035157,1142230.6,69.46500015258789,68.51000061035157,3.239999389648432,2.989999389648432,2.0349998474121094,3.266667683919266,0.9549995422363224,1.2049995422363224,0.25,0.2766682942708343,1.2316678365071567,0.0266682942708342,71448.0,24097.0,-67.0,2.97,0.0100000000000002,33537.0,46.94,0.0,7.0,2.0,2.0,1.0,2.0,42.37,0.0,68.3,-0.0029197080291971
2023-08-31,71.5,74.0,70.19999694824219,73.4000015258789,73.4000015258789,3682669.0,70.66666666666667,69.28000030517578,1718253.4,69.67500038146973,68.82000045776367,4.120001220703131,4.580001068115237,3.725001144409177,2.733334859212235,0.8549999237060604,0.3950000762939538,-0.4599998474121065,-1.8466662089030024,-0.991666285196942,-1.3866663614908958,71448.0,24097.0,-67.0,2.97,0.0100000000000002,33537.0,46.94,0.0,7.0,2.0,2.0,1.0,2.0,42.37,0.0,68.3,-0.0029197080291971
