年月日,open,high,low,close,adj close,volume,MA3,MA5,MA5volume,MA20,MA10,volume_chage,adj close-MA5 distance,adj close-MA10 distance,adj close-MA20 distance,adj close-MA3 distance,MA20-MA10 distance,MA20-MA5 distance,MA10-MA5 distance,MA10-MA3 distance,MA20-MA3 distance,MA5-MA3 distance,Total Shares,Number of Shareholders,NoS Change,Shares per Shareholders,SpS Change,>400 Shares Held,>400 Holding Percentage,FHHP Change,>400 NoS,400-600 NoS,600-800 NoS,800-1000 NoS,>1000 NoS,>1000 Holding Percentage,OTHP Change,Closing Price,Price Change Percentage
2023-08-18,126.5,127.5,124.5,125.0,125.0,1912206.0,125.83333333333331,125.6,2438827.8,129.236971282959,126.3,-0.2159323425786764,-0.5999999999999943,-1.2999999999999972,-4.23697128295899,-0.8333333333333286,2.936971282958993,3.636971282958996,0.7000000000000028,0.4666666666666685,3.403637949625661,-0.2333333333333342,419765.0,48008.0,-379.0,8.74,0.0600000000000005,288971.0,68.84,0.2199999999999988,54.0,13.0,14.0,8.0,19.0,63.39,0.0600000000000022,125.0,0.0080645161290322
2023-08-21,125.5,126.5,121.5,121.5,121.5,3322536.0,124.5,124.8,2478891.4,128.65704193115235,125.55,0.3403314078220611,-3.299999999999997,-4.049999999999997,-7.157041931152349,-3.0,3.1070419311523523,3.857041931152352,0.75,1.0499999999999972,4.157041931152349,0.2999999999999971,419765.0,48008.0,-379.0,8.74,0.0600000000000005,288971.0,68.84,0.2199999999999988,54.0,13.0,14.0,8.0,19.0,63.39,0.0600000000000022,125.0,0.0080645161290322
2023-08-22,123.0,123.0,120.0,120.0,120.0,3189666.0,122.16666666666669,123.8,2617721.6,128.0021125793457,124.55,0.2184893916908505,-3.799999999999997,-4.549999999999997,-8.002112579345692,-2.1666666666666714,3.4521125793456946,4.202112579345695,0.75,2.3833333333333258,5.83544591267902,1.6333333333333258,419765.0,48008.0,-379.0,8.74,0.0600000000000005,288971.0,68.84,0.2199999999999988,54.0,13.0,14.0,8.0,19.0,63.39,0.0600000000000022,125.0,0.0080645161290322
2023-08-23,120.0,122.0,117.0,121.5,121.5,4013826.0,121.0,123.0,3066866.8,127.46971817016602,123.95,0.308770892821299,-1.5,-2.450000000000003,-5.9697181701660185,0.5,3.519718170166016,4.4697181701660185,0.9500000000000028,2.950000000000003,6.4697181701660185,2.0,419765.0,48008.0,-379.0,8.74,0.0600000000000005,288971.0,68.84,0.2199999999999988,54.0,13.0,14.0,8.0,19.0,63.39,0.0600000000000022,125.0,0.0080645161290322
2023-08-24,122.5,122.5,119.0,120.5,120.5,2961503.0,120.66666666666669,121.7,3079947.4,127.00616226196288,123.55,-0.0384566307853179,-1.2000000000000028,-3.049999999999997,-6.506162261962885,-0.1666666666666714,3.456162261962888,5.306162261962882,1.8499999999999943,2.8833333333333258,6.3394955952962135,1.0333333333333314,419765.0,48008.0,-379.0,8.74,0.0600000000000005,288971.0,68.84,0.2199999999999988,54.0,13.0,14.0,8.0,19.0,63.39,0.0600000000000022,125.0,0.0080645161290322
2023-08-25,118.5,121.0,118.5,120.5,120.5,2206785.0,120.83333333333331,120.8,3138863.2,126.4,123.2,-0.2969476974976164,-0.2999999999999971,-2.700000000000003,-5.900000000000006,-0.3333333333333286,3.200000000000003,5.6000000000000085,2.4000000000000057,2.3666666666666742,5.566666666666677,-0.0333333333333314,419765.0,48009.0,1.0,8.74,0.0,288272.0,68.67,-0.1700000000000017,54.0,15.0,14.0,7.0,18.0,63.18,-0.2100000000000008,120.5,-0.036
2023-08-28,120.0,121.0,119.0,120.0,120.0,1805235.0,120.33333333333331,120.5,2835403.0,125.65,122.65,-0.3633233088911876,-0.5,-2.6500000000000057,-5.650000000000006,-0.3333333333333286,3.0,5.150000000000006,2.1500000000000057,2.316666666666677,5.316666666666677,0.1666666666666714,419765.0,48009.0,1.0,8.74,0.0,288272.0,68.67,-0.1700000000000017,54.0,15.0,14.0,7.0,18.0,63.18,-0.2100000000000008,120.5,-0.036
2023-08-29,121.0,121.0,117.5,120.0,120.0,3240039.0,120.16666666666669,120.5,2845477.6,124.65,122.15,0.1386626273213325,-0.5,-2.1500000000000057,-4.650000000000006,-0.1666666666666714,2.5,4.150000000000006,1.6500000000000057,1.9833333333333345,4.483333333333334,0.3333333333333286,419765.0,48009.0,1.0,8.74,0.0,288272.0,68.67,-0.1700000000000017,54.0,15.0,14.0,7.0,18.0,63.18,-0.2100000000000008,120.5,-0.036
2023-08-30,121.0,123.5,121.0,123.0,123.0,2404454.0,121.0,120.8,2523603.2,124.15,121.9,-0.047213920159873,2.200000000000003,1.0999999999999943,-1.1500000000000057,2.0,2.25,3.3500000000000085,1.1000000000000083,0.9000000000000057,3.1500000000000057,-0.2000000000000028,419765.0,48009.0,1.0,8.74,0.0,288272.0,68.67,-0.1700000000000017,54.0,15.0,14.0,7.0,18.0,63.18,-0.2100000000000008,120.5,-0.036
2023-08-31,123.5,124.5,122.0,123.5,123.5,1889032.0,122.16666666666669,121.4,2309109.0,124.0,121.55,-0.1819216849442793,2.0999999999999943,1.9500000000000028,-0.5,1.3333333333333286,2.450000000000003,2.5999999999999943,0.1499999999999914,-0.6166666666666742,1.8333333333333288,-0.7666666666666657,419765.0,48009.0,1.0,8.74,0.0,288272.0,68.67,-0.1700000000000017,54.0,15.0,14.0,7.0,18.0,63.18,-0.2100000000000008,120.5,-0.036
