年月日,open_y,high_y,low_y,close_y,open_y_2day,5,6,7,8,9,10,11
2023-08-11,0.30580297,0.24098727,-0.70572805,-0.37680516,-0.46129906,-0.023148406,-0.77191144,-0.45457774,-0.40402573,-0.6296086,-2.116688,-0.950811
2023-08-14,0.076428026,0.5073132,-0.97945803,0.2562107,-0.22441138,0.47870755,-0.7133366,-0.33350962,-0.022352507,0.6586746,-1.2959869,-1.2008421
2023-08-15,0.023665106,0.7507022,-0.40033346,0.40082353,0.3180407,1.456808,0.3804775,0.060435627,0.46114838,0.8444428,-1.320326,-1.2532153
2023-08-16,0.21731943,0.82629496,-0.5583389,0.4693479,0.31464738,0.72386754,-0.60319674,0.08778551,0.16811606,1.1412079,-0.61486816,-0.925318
2023-08-17,0.89560837,0.9625765,-1.125646,-0.35121816,-0.13316236,0.718654,-1.5959033,0.20893447,0.4035232,0.8887233,0.35306856,-0.5762089
2023-08-18,0.36592647,1.2477903,-1.4214944,-0.7423297,-0.52876115,0.8708686,-0.835803,0.5670455,0.41518843,0.8113025,-0.10996665,0.90224564
2023-08-21,0.5114339,1.5020119,-0.06641902,-0.6248397,0.35403413,0.8170255,0.0065999855,-0.33648556,1.9517685,1.450936,-0.28839874,0.6483039
2023-08-22,0.2923821,0.60489017,-0.68605876,-0.23123908,0.5720842,1.3548722,-0.45890743,-0.1857491,1.7057811,1.2768185,-0.29348814,-0.5308904
2023-08-23,0.016006686,0.31561422,-0.6060128,-0.5826707,0.28048462,1.711667,-0.48592663,-0.4496892,1.9088554,1.9826511,0.068635166,0.46355018
2023-08-24,0.06918146,0.6505084,-0.90803903,-0.6552743,0.47359198,1.3785213,-0.64660853,-0.5469708,1.8337342,1.8476788,0.06756432,-0.011431273
2023-08-25,0.19692992,1.7233855,-0.36476022,0.2130999,-0.0046078903,1.0250082,0.41483396,0.44637635,0.9882141,1.1785922,0.25383663,0.19443692
2023-08-28,0.20873117,0.81393754,-0.3006374,0.24133195,0.2656308,0.533731,0.19263026,0.41871837,1.2546873,1.5923595,0.009687517,0.6379811
2023-08-29,-0.04595767,0.9440258,-0.39383993,0.30147007,0.4136302,0.6483448,0.64150006,0.63394475,0.9043598,1.242564,-0.25656244,0.22168568
2023-08-30,0.24873239,1.7063739,-0.2774471,0.3305301,0.65657556,1.0833772,0.5985438,0.6148916,1.2002634,1.4796356,0.56917095,0.23084109
2023-08-31,0.41795814,2.0730789,-0.4119371,0.46870285,0.7780471,1.1745781,-0.26466745,0.030939018,1.7563666,2.3582397,1.2061173,1.15878
2023-09-01,0.14662616,0.81447923,-0.449156,0.3542944,0.27372557,0.708296,-0.53561443,-0.28979465,0.28128177,1.665869,0.8697052,1.6726319
2023-09-04,0.3767447,1.1701148,-0.43140885,0.83065873,0.8378011,0.94192564,-0.40030852,0.047228917,0.29420975,1.9325155,0.6302723,1.8742452
2023-09-05,0.11227602,1.3221198,-0.67304873,0.27343914,0.33034864,1.2830316,0.00078877807,0.5374191,0.25285652,1.3136864,0.5018775,1.292159
