年月日,open_y,high_y,low_y,close_y,open_y_2day,5,6,7,8,9,10,11
2023-08-18,-0.1500261,1.369175,-1.9855059,0.6871219,0.5439384,3.7802198,-2.3038135,1.6881207,-0.4131615,1.0527097,-2.1172307,-1.0747691
2023-08-21,0.56410563,2.2608042,-2.016583,0.86563706,1.6956391,3.181135,-2.224277,1.9593762,0.32085916,3.1229866,-1.2706832,0.30223155
2023-08-22,0.24681692,2.0025458,-2.2267733,0.6245456,0.24174722,2.003703,-1.5381521,1.0480597,0.2987685,2.9318094,-1.8842735,-0.064206
2023-08-23,0.47815046,1.9653946,-2.2260194,0.48258135,0.7343244,2.2008955,-1.8839092,0.14531979,0.6626055,2.9859571,-1.7725345,0.7173269
2023-08-24,0.5788551,1.7020092,-3.5706034,0.46500745,-0.16693527,1.5422412,-2.7587166,-0.45667383,0.30827338,2.360405,-1.3345987,0.69075495
2023-08-25,0.37351382,1.2581359,-1.8761538,-1.0837713,-1.1094446,-0.36749816,-3.1293871,-1.378524,0.26426136,0.06215779,-3.4595213,-2.2803912
2023-08-28,0.47073567,1.1227605,-2.233985,-2.1494696,-1.6830359,-0.064101316,-3.2982662,-1.4928005,-1.7266972,0.058397133,-2.8686988,-1.4385602
2023-08-29,0.51666516,1.7517953,-1.6700119,-0.32939076,-0.44873926,0.8682424,-2.345366,-0.75894684,-0.5532293,0.9576934,-1.4175725,-0.04843695
2023-08-30,0.6647309,1.3407222,-1.9772651,-0.6165372,-1.3778404,0.29361075,-3.150829,-1.7959486,-1.3393196,-0.036350533,-2.8355582,-1.6726022
2023-08-31,-0.52897066,0.72394663,-2.2566376,-1.6661419,-2.5866516,-0.3722409,-9.028474,-4.0773644,-2.2170105,-1.9732059,-3.6236186,-2.3390126
2023-09-01,-0.049294773,1.0797509,-2.7129169,0.3461443,-1.0131555,0.8050371,-2.470543,-1.7439666,0.1157594,2.702432,-1.4157922,2.8017635
2023-09-04,0.10812568,0.71117085,-3.917395,-0.22872928,-1.4916092,0.7871102,-3.0893795,-2.1371734,0.5534036,4.0537047,-0.93981797,3.0960991
2023-09-05,-0.01813712,0.15175363,-3.9427762,-0.89351946,-2.654709,-0.16993359,-3.8058116,-1.4983404,0.09912766,3.2596004,-1.1757789,2.9640286
2023-09-06,-0.2122864,0.6087135,-3.7085497,-0.755428,-1.8828459,0.022095837,-3.210618,-1.5633465,-0.7998022,2.9105005,-1.6528398,2.3425689
2023-09-07,-0.018311292,0.9939237,-3.9693856,0.9351833,-1.0188468,1.0308676,-2.8427203,-0.8074367,0.4500212,4.3510547,-0.23206295,2.5412323
