年月日,open_y,high_y,low_y,close_y,open_y_2day,5,6,7,8,9,10,11
2023-08-18,0.59005725,1.2866143,-0.6573499,-0.39092112,1.0513166,0.16663687,-2.1294727,-1.0456592,-0.91670597,-0.07892806,-3.323968,-1.3561187
2023-08-21,-0.08436666,1.1664015,-0.997976,-0.35507095,1.3101876,1.2306179,-1.0807819,-0.16221458,2.499724,1.036964,0.6970593,1.3817807
2023-08-22,0.7595625,0.93331796,-0.8429875,-0.15066835,1.0098488,1.107801,-0.72996116,-0.096304774,1.1098439,1.0727923,0.9185512,2.2730243
2023-08-23,-0.66350913,0.33643442,-2.2081916,-0.49635127,0.7253269,2.2446802,-0.92896163,0.91569024,1.493736,0.7743882,1.3922994,1.7660726
2023-08-24,0.48883158,0.6056969,-0.8482555,-0.14928535,0.3522588,0.7447824,-1.1585588,1.0616139,1.3084996,1.1500127,-1.7531724,0.80608356
2023-08-25,0.25657845,0.42005607,-0.66232526,-0.1770502,0.47037795,1.2356772,-1.4502015,1.4057041,1.6601212,3.2258558,0.5313589,0.7111046
2023-08-28,0.16715069,0.24922535,-1.1066955,-0.5582575,0.20719194,-0.010858557,-1.5362563,-0.37675476,-1.2715828,0.76779586,-2.2658525,-0.84273875
2023-08-29,0.10494928,0.53657866,-0.54450965,-0.54114634,0.5100064,-0.023093488,-1.3793179,-1.2417034,-1.6050614,-0.09483366,-2.3411787,-1.5671327
2023-08-30,0.1175783,0.54157054,-0.33385214,-0.48271376,-0.1474733,0.26176363,-1.3944465,-0.9452705,-0.8492016,-0.20384493,-2.4861124,-1.5989273
2023-08-31,0.114376515,0.56710607,-0.6160146,-0.15076083,-0.20621239,0.742208,-1.0973145,-0.14436187,-0.26612714,0.6410003,-1.4468305,0.70353
2023-09-01,0.36265746,1.4803278,-0.82938856,-0.45772758,0.6156791,0.27591085,-1.4336855,-0.8588477,0.4491623,0.4595069,-0.6588347,0.60559
2023-09-04,-0.18497103,0.58989364,-1.5218071,-1.0071361,-0.51895624,0.6505484,-1.6357346,-0.97080743,2.0776753,1.7272824,1.4441168,3.6157997
2023-09-05,0.2567686,0.7377794,-0.74466324,-0.32421166,-0.2722018,1.6031606,-1.1209378,-0.3154221,1.2581451,2.2961743,1.3268728,1.9504424
2023-09-06,1.0014048,0.8624481,0.223498,0.06892761,0.68347394,1.5193754,-1.1328598,-0.598268,1.1991049,2.4119396,0.1986276,3.4064486
2023-09-07,0.9346527,1.1491785,-0.6910488,1.9381783,1.4703178,3.6361763,-0.007417171,1.8253977,-0.8930292,0.20071486,-0.9614881,1.4555174
