資料日期,集保總張數,總股東人數,平均張數/人,>400張大股東持有張數,>400張大股東持有百分比,>400張大股東人數,400~600張人數,600~800張人數,800~1000張人數,>1000張人數,>1000張大股東持有百分比,收盤價
20240223,"88,398","20,384",4.34,"45,009",50.92,38,13,6,3,16,36.34,307.00
20240216,"88,398","20,225",4.37,"45,446",51.41,38,12,7,4,15,35.55,318.50
20240205,"88,398","20,358",4.34,"45,318",51.27,38,12,7,4,15,35.35,304.50
20240202,"88,398","20,387",4.34,"45,212",51.15,38,12,7,4,15,35.38,308.50
20240126,"88,398","20,335",4.35,"45,329",51.28,38,11,9,3,15,35.41,311.00
20240119,"88,398","20,689",4.27,"44,728",50.60,37,10,9,3,15,35.45,309.00
20240112,"88,398","20,827",4.24,"44,269",50.08,36,9,9,3,15,35.39,305.50
20240105,"88,398","20,969",4.22,"43,447",49.15,35,9,8,4,14,33.97,291.50
20231229,"88,398","20,796",4.25,"43,379",49.07,35,9,8,4,14,34.00,312.00
20231222,"88,398","20,981",4.21,"43,167",48.83,35,9,9,3,14,33.95,315.00
20231215,"88,398","20,880",4.23,"43,579",49.30,36,10,8,4,14,33.94,308.00
20231208,"88,398","20,831",4.24,"44,260",50.07,36,10,9,2,15,35.62,320.00
20231201,"88,398","20,933",4.22,"44,034",49.81,36,11,7,4,14,34.22,307.50
20231124,"88,398","20,841",4.24,"44,092",49.88,36,11,6,4,15,35.28,314.00
20231117,"88,398","20,655",4.28,"44,642",50.50,37,11,7,4,15,35.45,310.50
20231110,"88,398","20,779",4.25,"43,577",49.30,34,8,7,4,15,35.82,304.00
20231103,"88,398","21,042",4.20,"43,575",49.29,34,8,7,5,14,34.77,307.00
20231027,"88,398","21,198",4.17,"43,378",49.07,33,6,8,5,14,34.81,281.00
20231020,"88,398","21,308",4.15,"42,495",48.07,32,6,6,6,14,34.38,276.00
20231013,"88,398","21,354",4.14,"42,714",48.32,33,7,7,5,14,34.10,292.00
20231006,"88,398","21,386",4.13,"43,895",49.66,34,6,8,6,14,34.17,303.00
20230928,"88,398","21,564",4.10,"43,957",49.73,34,6,8,6,14,34.21,296.50
20230922,"88,398","22,420",3.94,"43,962",49.73,34,5,9,5,15,35.36,302.00
20230915,"86,667","21,031",4.12,"42,783",49.37,34,8,10,2,14,34.57,309.00
20230908,"86,667","21,607",4.01,"41,746",48.17,33,9,9,1,14,34.41,274.00
20230901,"86,667","20,986",4.13,"42,124",48.60,34,10,9,1,14,34.28,268.50
20230825,"86,667","20,676",4.19,"41,848",48.29,34,10,9,1,14,33.99,245.00
20230818,"86,667","20,271",4.28,"43,246",49.90,37,12,10,1,14,33.96,264.00
20230811,"86,667","20,254",4.28,"43,000",49.62,36,10,11,1,14,34.17,261.00
20230804,"86,667","20,055",4.32,"41,525",47.91,33,8,9,1,15,35.04,287.50
20230728,"86,667","19,455",4.45,"42,651",49.21,35,10,9,1,15,35.23,315.50
20230721,"86,667","19,351",4.48,"42,637",49.20,35,10,8,3,14,33.82,302.50
20230714,"86,667","19,487",4.45,"41,957",48.41,35,11,8,2,14,33.44,329.50
20230707,"86,667","18,493",4.69,"42,340",48.85,36,12,8,2,14,33.39,310.50
20230630,"86,667","18,863",4.59,"41,926",48.38,35,11,8,2,14,33.44,324.00
20230621,"86,667","18,599",4.66,"42,136",48.62,35,11,8,2,14,33.64,354.50
20230616,"86,667","18,785",4.61,"41,604",48.00,34,10,8,2,14,33.53,333.00
20230609,"86,667","18,822",4.60,"41,419",47.79,34,11,7,2,14,33.55,319.50
20230602,"86,667","18,690",4.64,"41,669",48.08,34,11,6,3,14,33.56,329.50
20230526,"86,667","18,518",4.68,"41,763",48.19,34,11,6,3,14,33.78,333.50
20230519,"86,667","18,418",4.71,"42,402",48.93,35,11,7,3,14,33.98,307.50
20230512,"86,667","18,297",4.74,"42,447",48.98,35,12,6,3,14,34.08,290.50
20230505,"86,667","18,310",4.73,"41,549",47.94,33,9,7,3,14,34.25,288.50
20230428,"86,667","18,411",4.71,"41,535",47.93,32,7,8,3,14,34.63,299.00
20230421,"86,667","18,482",4.69,"42,150",48.63,33,9,7,3,14,35.13,286.00
20230414,"86,667","18,499",4.68,"42,806",49.39,34,10,7,3,14,35.33,315.00
20230407,"86,667","18,484",4.69,"44,077",50.86,35,11,7,3,14,36.28,308.00
20230331,"86,667","17,916",4.84,"44,294",51.11,35,11,9,1,14,36.48,314.00
20230324,"86,667","18,150",4.78,"42,108",48.59,31,9,7,1,14,36.66,301.50
20230317,"86,667","17,097",5.07,"43,369",50.04,31,8,8,1,14,37.86,255.50
20230310,"86,667","17,074",5.08,"43,940",50.70,31,8,7,2,14,38.39,241.00
20230303,"86,667","17,104",5.07,"44,194",50.99,31,8,7,2,14,38.77,223.50
20230224,"86,667","16,980",5.10,"44,408",51.24,31,9,6,2,14,39.10,224.50
20230217,"86,667","16,933",5.12,"44,362",51.19,31,9,6,2,14,39.08,198.00
20230210,"86,667","16,860",5.14,"44,317",51.14,31,9,6,2,14,39.07,196.50
20230203,"86,667","16,864",5.14,"43,983",50.75,31,8,7,3,13,37.38,202.00
20230117,"86,658","16,859",5.14,"44,270",51.09,31,7,7,4,13,37.43,187.00
20230113,"86,658","16,865",5.14,"44,225",51.03,31,7,7,4,13,37.39,186.50
20230106,"86,553","16,860",5.13,"44,134",50.99,31,8,6,4,13,37.40,184.00
20221230,"86,553","16,922",5.11,"44,125",50.98,31,8,6,4,13,37.38,185.50
20221223,"86,551","16,925",5.11,"44,228",51.10,31,8,6,3,14,38.57,181.50
20221216,"86,551","16,947",5.11,"44,352",51.24,31,8,5,4,14,38.67,186.00
20221209,"86,549","16,948",5.11,"44,453",51.36,31,8,5,4,14,38.79,188.50
20221202,"86,549","17,038",5.08,"43,908",50.73,30,8,4,3,15,39.80,196.50
