資料日期,集保總張數,總股東人數,平均張數/人,>400張大股東持有張數,>400張大股東持有百分比,>400張大股東人數,400~600張人數,600~800張人數,800~1000張人數,>1000張人數,>1000張大股東持有百分比,收盤價
20240223,"37,821","9,235",4.10,"15,698",41.51,16,8,1,4,3,20.56,2660.00
20240216,"37,821","5,906",6.40,"15,488",40.95,16,8,2,3,3,20.42,3060.00
20240205,"37,821","6,048",6.25,"15,427",40.79,16,8,2,3,3,20.42,3035.00
20240202,"37,821","5,820",6.50,"15,344",40.57,16,9,1,3,3,20.44,3060.00
20240126,"37,821","5,377",7.03,"14,649",38.73,14,7,1,2,4,23.11,2905.00
20240119,"37,821","5,951",6.36,"14,449",38.20,14,7,2,1,4,23.03,3030.00
20240112,"37,821","5,293",7.15,"14,634",38.69,14,7,2,1,4,23.03,3025.00
20240105,"37,821","5,821",6.50,"14,663",38.77,14,6,2,2,4,23.02,3000.00
20231229,"37,821","5,261",7.19,"14,729",38.94,14,6,3,1,4,23.26,3120.00
20231222,"37,821","5,461",6.93,"14,759",39.02,14,6,3,1,4,23.29,3090.00
20231215,"37,821","5,396",7.01,"14,744",38.99,14,7,2,1,4,23.29,3100.00
20231208,"37,821","6,039",6.26,"14,964",39.57,14,6,1,3,4,23.11,2925.00
20231201,"37,821","5,920",6.39,"14,981",39.61,14,6,1,3,4,23.14,2885.00
20231124,"37,821","6,330",5.97,"14,822",39.19,14,7,1,2,4,23.23,2820.00
20231117,"37,821","6,311",5.99,"14,929",39.47,14,7,1,2,4,23.53,2910.00
20231110,"37,821","6,620",5.71,"14,618",38.65,13,6,1,2,4,23.75,2810.00
20231103,"37,821","7,093",5.33,"14,412",38.11,13,7,0,2,4,23.74,2625.00
20231027,"37,821","6,924",5.46,"14,353",37.95,13,7,0,2,4,23.71,2730.00
20231020,"37,821","6,282",6.02,"14,654",38.75,14,8,0,2,4,23.71,2860.00
20231013,"37,821","6,325",5.98,"14,119",37.33,13,7,1,1,4,23.71,2875.00
20231006,"37,821","6,461",5.85,"14,198",37.54,13,7,1,1,4,23.65,2840.00
20230928,"37,821","7,154",5.29,"14,152",37.42,13,6,2,1,4,23.35,2765.00
20230922,"37,821","7,142",5.30,"14,020",37.07,13,5,3,1,4,22.98,2560.00
20230915,"37,821","6,879",5.50,"14,132",37.37,13,5,2,2,4,22.64,2815.00
20230908,"37,821","7,476",5.06,"14,140",37.39,13,5,2,3,3,20.32,2535.00
20230901,"37,821","7,399",5.11,"14,896",39.39,14,5,3,3,3,20.79,2550.00
20230825,"37,821","7,826",4.83,"14,439",38.18,13,4,3,3,3,20.79,2385.00
20230818,"37,821","8,239",4.59,"13,931",36.83,11,2,3,2,4,24.29,2325.00
20230811,"37,821","8,251",4.58,"14,039",37.12,11,3,2,2,4,24.47,2170.00
20230804,"37,821","8,032",4.71,"13,713",36.26,11,3,2,2,4,23.63,2195.00
20230728,"37,821","7,778",4.86,"13,909",36.78,12,4,2,2,4,23.06,2490.00
20230721,"37,821","7,804",4.85,"14,022",37.07,13,5,2,3,3,19.72,2500.00
20230714,"37,821","8,070",4.69,"14,079",37.23,14,6,2,3,3,19.32,2440.00
20230707,"37,821","5,988",6.32,"14,520",38.39,15,7,3,2,3,19.82,2795.00
20230630,"37,821","6,261",6.04,"14,225",37.61,14,5,4,2,3,19.80,2850.00
20230621,"37,821","6,176",6.12,"13,984",36.97,13,4,4,2,3,19.76,2830.00
20230616,"37,821","6,700",5.64,"13,996",37.01,13,4,4,1,4,22.57,2805.00
20230609,"37,821","6,524",5.80,"13,588",35.93,13,5,4,1,3,19.52,2530.00
20230602,"37,821","5,265",7.18,"14,388",38.04,15,6,5,1,3,19.52,2865.00
20230526,"37,821","5,367",7.05,"14,210",37.57,14,5,5,1,3,19.73,3035.00
20230519,"37,821","4,839",7.82,"14,479",38.28,14,5,5,1,3,19.76,2910.00
20230512,"37,821","5,120",7.39,"14,342",37.92,14,5,5,1,3,19.71,2715.00
20230505,"37,821","4,472",8.46,"14,302",37.82,14,6,2,3,3,19.52,2765.00
20230428,"37,821","4,863",7.78,"13,895",36.74,13,5,2,4,2,16.64,2615.00
20230421,"37,821","4,741",7.98,"13,884",36.71,13,5,2,3,3,19.37,2610.00
20230414,"37,821","4,336",8.72,"13,953",36.89,13,5,2,3,3,19.69,2755.00
20230407,"37,821","4,646",8.14,"13,751",36.36,14,7,2,3,2,16.64,2750.00
20230331,"37,821","4,263",8.87,"13,910",36.78,15,9,2,2,2,16.64,2635.00
20230324,"37,821","3,987",9.49,"13,764",36.39,15,8,3,2,2,16.64,2900.00
20230317,"37,821","4,492",8.42,"13,756",36.37,15,9,2,2,2,16.64,2720.00
20230310,"37,821","4,694",8.06,"13,325",35.23,14,8,1,3,2,16.64,2690.00
20230303,"37,821","3,856",9.81,"13,234",34.99,14,8,2,2,2,16.64,2720.00
20230224,"37,821","3,726",10.15,"13,853",36.63,15,9,1,3,2,16.64,2795.00
20230217,"37,821","4,053",9.33,"12,919",34.16,13,7,1,3,2,16.64,2280.00
20230210,"37,823","4,024",9.40,"13,496",35.68,14,8,1,3,2,16.64,2225.00
20230203,"37,821","3,672",10.30,"13,956",36.90,14,6,1,6,1,13.89,2500.00
20230117,"37,821","4,253",8.89,"14,209",37.57,14,6,2,4,2,17.09,1960.00
20230113,"37,821","4,289",8.82,"14,716",38.91,15,7,2,4,2,17.09,1935.00
20230106,"37,821","4,553",8.31,"14,658",38.76,15,8,1,4,2,17.27,1830.00
20221230,"37,881","4,451",8.51,"14,518",38.32,15,8,1,4,2,17.24,1685.00
20221223,"37,881","4,359",8.69,"14,479",38.22,15,8,1,4,2,17.16,1830.00
20221216,"37,881","4,156",9.11,"14,442",38.13,15,8,2,3,2,17.16,2010.00
