資料日期,集保總張數,總股東人數,平均張數/人,>400張大股東持有張數,>400張大股東持有百分比,>400張大股東人數,400~600張人數,600~800張人數,800~1000張人數,>1000張人數,>1000張大股東持有百分比,收盤價
20240223,"78,830","5,994",13.15,"45,853",58.17,16,2,2,1,11,54.14,141.00
20240216,"78,594","5,960",13.19,"46,028",58.56,16,2,2,1,11,54.51,145.50
20240205,"78,569","5,982",13.13,"45,807",58.30,16,2,2,1,11,54.33,137.00
20240202,"78,534","5,991",13.11,"46,327",58.99,17,2,3,1,11,54.22,137.00
20240126,"78,435","6,026",13.02,"46,355",59.10,16,1,2,2,11,54.74,142.00
20240119,"78,421","6,118",12.82,"46,182",58.89,16,1,3,1,11,54.62,127.50
20240112,"78,400","6,217",12.61,"46,326",59.09,16,1,3,1,11,54.76,130.00
20240105,"78,359","6,288",12.46,"46,282",59.07,16,1,3,1,11,54.76,121.50
20231229,"78,322","6,316",12.40,"46,381",59.22,17,2,3,1,11,54.42,122.50
20231222,"78,322","6,337",12.36,"46,232",59.03,16,1,3,1,11,54.80,120.50
20231215,"78,322","6,388",12.26,"46,176",58.96,16,1,3,1,11,54.73,123.50
20231208,"78,309","6,445",12.15,"46,399",59.25,17,2,3,1,11,54.53,123.50
20231201,"78,309","6,483",12.08,"46,653",59.58,17,2,3,1,11,54.80,124.50
20231124,"78,309","6,549",11.96,"46,534",59.42,17,2,3,1,11,54.63,124.50
20231117,"78,253","6,454",12.12,"46,551",59.49,17,2,3,1,11,54.69,119.50
20231110,"78,253","6,440",12.15,"46,904",59.94,18,3,3,1,11,54.45,114.50
20231103,"78,238","6,416",12.19,"46,903",59.95,18,2,3,1,12,55.17,113.50
20231027,"78,238","6,418",12.19,"46,899",59.94,18,3,2,1,12,55.15,113.00
20231020,"78,225","6,417",12.19,"46,855",59.90,18,3,2,2,11,53.97,114.00
20231013,"78,219","6,398",12.23,"46,825",59.86,18,3,3,1,11,54.28,116.00
20231006,"78,219","6,401",12.22,"46,496",59.44,17,3,2,1,11,54.63,114.50
20230928,"78,205","6,406",12.21,"46,701",59.72,18,3,2,2,11,53.74,115.00
20230922,"78,203","6,389",12.24,"46,828",59.88,18,2,3,1,12,54.93,114.50
20230915,"78,192","6,348",12.32,"46,883",59.96,18,2,3,1,12,54.91,118.00
20230908,"78,190","6,381",12.25,"46,787",59.84,18,2,3,2,11,53.79,120.00
20230901,"78,044","6,319",12.35,"46,744",59.89,18,3,3,1,11,54.17,128.50
20230825,"77,808","6,305",12.34,"46,694",60.01,18,2,3,1,12,55.08,127.50
20230818,"77,580","6,227",12.46,"46,616",60.09,18,2,3,1,12,55.14,127.00
20230811,"77,435","6,197",12.50,"46,592",60.17,18,2,3,1,12,55.24,126.00
20230804,"77,323","6,003",12.88,"46,669",60.36,18,2,3,1,12,55.39,133.50
20230728,"77,217","6,004",12.86,"46,752",60.55,18,2,3,1,12,55.46,138.50
20230721,"77,064","5,861",13.15,"46,809",60.74,18,1,4,1,12,55.63,134.00
20230714,"76,962","5,890",13.07,"47,381",61.56,19,2,4,1,12,55.75,127.00
20230707,"76,833","5,887",13.05,"46,868",61.00,18,1,4,2,11,54.70,124.50
20230630,"76,833","6,028",12.75,"47,357",61.64,19,2,4,1,12,55.96,112.50
20230621,"76,833","6,001",12.80,"47,238",61.48,19,3,3,1,12,55.98,116.50
20230616,"76,833","5,951",12.91,"47,758",62.16,20,4,4,1,11,55.06,119.00
20230609,"76,833","5,940",12.93,"47,828",62.25,20,4,3,1,12,56.00,112.00
20230602,"76,731","5,906",12.99,"47,856",62.37,20,4,3,1,12,56.12,115.50
20230526,"76,302","5,939",12.85,"47,397",62.12,19,3,3,1,12,56.49,112.00
20230519,"76,302","5,957",12.81,"47,475",62.22,19,4,3,1,11,55.96,116.50
20230512,"76,302","5,936",12.85,"47,488",62.24,19,3,3,1,12,56.63,118.00
20230505,"76,302","5,838",13.07,"47,301",61.99,18,2,3,1,12,56.88,119.00
20230428,"76,302","5,815",13.12,"47,897",62.77,19,3,3,2,11,55.77,110.00
20230421,"76,302","5,594",13.64,"48,524",63.59,20,4,3,1,12,57.18,108.50
20230414,"76,302","5,600",13.63,"48,629",63.73,20,4,2,2,12,57.18,106.50
20230407,"76,302","5,590",13.65,"48,742",63.88,20,4,2,3,11,56.13,103.00
20230331,"76,295","5,586",13.66,"48,807",63.97,20,4,2,2,12,57.20,103.00
20230324,"76,002","5,467",13.90,"48,497",63.81,19,2,3,1,13,58.70,105.00
20230317,"75,937","5,553",13.67,"48,906",64.40,20,3,3,1,13,58.69,98.30
20230310,"75,749","5,662",13.38,"48,961",64.64,20,4,3,1,12,58.10,95.60
20230303,"74,837","5,381",13.91,"48,776",65.18,20,4,3,1,12,58.70,99.60
20230224,"74,115","5,305",13.97,"48,721",65.74,20,3,3,1,13,59.81,95.50
20230217,"73,703","4,754",15.50,"48,337",65.58,19,3,2,2,12,59.38,86.10
20230210,"73,507","4,702",15.63,"47,981",65.27,18,2,2,2,12,59.83,85.70
20230203,"73,339","4,679",15.67,"48,195",65.72,18,2,2,2,12,60.26,84.40
20230117,"73,280","4,667",15.70,"48,361",66.00,19,3,2,2,12,59.93,84.20
20230113,"73,220","4,658",15.72,"48,457",66.18,19,3,2,2,12,60.16,84.00
20230106,"73,206","4,627",15.82,"48,565",66.34,19,3,2,2,12,60.22,84.20
20221230,"73,204","4,620",15.85,"47,950",65.50,18,2,2,2,12,60.03,83.00
20221223,"73,187","4,623",15.83,"48,143",65.78,18,2,2,2,12,60.31,83.00
20221216,"73,186","4,623",15.83,"48,124",65.76,18,2,2,2,12,60.29,82.70
20221209,"73,103","4,600",15.89,"48,133",65.84,18,2,2,2,12,60.37,83.20
20221202,"73,085","4,602",15.88,"48,182",65.93,18,2,2,2,12,60.45,82.90
20221125,"73,067","4,577",15.96,"48,119",65.86,18,2,2,2,12,60.38,82.60
20221118,"72,968","4,533",16.10,"48,130",65.96,18,2,2,2,12,60.47,83.10
20221111,"72,836","4,537",16.05,"48,282",66.29,18,2,2,2,12,60.78,85.00
20221104,"72,756","4,454",16.34,"48,472",66.62,19,2,2,2,13,61.10,83.50
20221028,"72,617","4,356",16.67,"48,513",66.81,19,2,2,2,13,61.26,80.30
20221021,"72,617","4,323",16.80,"48,940",67.39,20,3,2,2,13,61.24,80.00
20221014,"72,617","4,295",16.91,"48,919",67.37,20,3,2,2,13,61.21,80.30
20221007,"72,617","4,246",17.10,"48,928",67.38,20,3,2,3,12,59.87,79.90
20220930,"72,617","4,226",17.18,"48,933",67.39,20,3,2,2,13,61.22,77.50
20220923,"72,617","4,251",17.08,"48,885",67.32,20,3,2,2,13,61.18,78.70
20220916,"72,617","4,256",17.06,"48,871",67.30,20,3,2,2,13,61.16,78.30
20220908,"72,617","4,249",17.09,"48,880",67.31,20,3,2,2,13,61.17,78.50
20220902,"72,617","4,255",17.07,"49,302",67.89,21,4,2,2,13,61.16,78.90
20220826,"72,617","4,255",17.07,"49,297",67.89,21,4,2,2,13,61.14,77.30
20220819,"72,617","4,259",17.05,"49,307",67.90,21,4,2,2,13,61.14,77.60
20220812,"72,617","4,254",17.07,"49,309",67.90,21,4,2,2,13,61.13,76.50
20220805,"72,617","4,258",17.05,"49,250",67.82,21,4,2,2,13,61.07,75.70
20220729,"72,617","4,253",17.07,"49,208",67.76,21,4,2,3,12,59.68,75.30
20220722,"72,617","4,254",17.07,"49,194",67.74,21,4,2,3,12,59.61,75.30
20220715,"72,617","4,262",17.04,"48,755",67.14,20,3,2,2,13,60.96,75.30
20220708,"72,617","4,266",17.02,"48,738",67.12,20,3,2,2,13,60.94,74.30
20220701,"72,617","4,283",16.95,"48,695",67.06,20,3,2,3,12,59.53,75.00
20220624,"72,617","4,265",17.03,"49,171",67.71,21,4,2,3,12,59.76,77.60
20220617,"72,617","4,263",17.03,"48,890",67.33,20,3,2,2,13,61.15,77.70
20220610,"72,617","4,266",17.02,"48,967",67.43,20,3,2,2,13,61.25,78.10
20220602,"72,617","4,254",17.07,"49,404",68.03,21,4,2,2,13,61.27,77.70
20220527,"72,617","4,255",17.07,"49,400",68.03,21,4,2,2,13,61.26,77.60
20220520,"72,617","4,262",17.04,"48,972",67.44,20,3,2,2,13,61.26,77.30
20220513,"72,617","4,259",17.05,"48,960",67.42,20,3,3,2,12,60.27,77.20
20220506,"72,617","4,273",16.99,"48,953",67.41,20,3,2,2,13,61.23,77.20
20220429,"72,617","4,272",17.00,"48,982",67.45,20,3,3,2,12,60.43,76.20
20220422,"72,617","4,257",17.06,"49,126",67.65,20,3,2,2,13,61.47,78.10
20220415,"72,617","4,252",17.08,"49,212",67.77,20,3,2,2,13,61.59,78.30
20220408,"72,617","4,235",17.15,"49,291",67.88,20,3,2,2,13,61.70,78.30
20220401,"72,617","4,234",17.15,"49,484",68.14,20,3,2,3,12,60.78,78.40
20220325,"72,617","4,219",17.21,"49,936",68.77,21,4,2,2,13,62.02,78.90
20220318,"72,617","4,219",17.21,"49,515",68.19,20,3,2,2,13,62.01,78.90
20220311,"72,617","4,211",17.24,"49,576",68.27,20,3,2,2,13,62.09,77.50
20220304,"72,612","4,209",17.25,"49,987",68.84,21,4,2,2,13,62.09,79.00
20220225,"72,593","4,195",17.30,"49,635",68.37,20,3,2,2,13,62.19,78.80
20220218,"72,560","4,168",17.41,"50,068",69.00,21,4,2,2,13,62.22,79.00
20220211,"72,557","4,153",17.47,"50,084",69.03,21,4,2,2,13,62.20,80.00
20220126,"72,557","4,162",17.43,"49,581",68.33,20,3,2,2,13,62.15,77.70
20220121,"72,557","4,157",17.45,"49,562",68.31,20,3,2,2,13,62.12,78.20
20220114,"72,557","4,166",17.42,"49,557",68.30,20,3,2,2,13,62.12,78.90
20220107,"72,539","4,159",17.44,"49,474",68.20,20,3,2,2,13,62.02,77.90
20211230,"72,539","4,168",17.40,"49,918",68.82,21,4,2,2,13,62.06,78.40
20211224,"72,509","4,183",17.33,"49,466",68.22,20,3,2,2,13,62.03,78.40
20211217,"72,509","4,179",17.35,"49,522",68.30,20,3,2,2,13,62.11,76.10
20211210,"72,508","4,177",17.36,"49,453",68.20,20,3,2,2,13,62.01,76.60
20211203,"72,508","4,167",17.40,"50,008",68.97,21,4,2,2,13,62.18,78.40
20211126,"72,508","4,175",17.37,"50,015",68.98,21,4,2,2,13,62.18,77.70
20211119,"72,508","4,178",17.35,"49,916",68.84,21,4,2,2,13,62.04,81.50
20211112,"72,508","4,196",17.28,"49,922",68.85,21,4,2,2,13,62.06,80.30
20211105,"72,507","4,245",17.08,"49,939",68.87,21,4,2,2,13,62.09,82.80
20211029,"72,506","4,167",17.40,"50,008",68.97,21,4,2,2,13,62.19,81.60
20211022,"72,506","4,134",17.54,"49,999",68.96,21,4,2,2,13,62.19,76.60
20211015,"72,506","4,161",17.43,"49,998",68.96,21,4,2,2,13,62.19,75.60
20211008,"72,506","4,159",17.43,"49,946",68.89,21,4,2,2,13,62.13,76.30
20211001,"72,506","4,174",17.37,"49,926",68.86,21,4,2,2,13,62.11,74.70
20210924,"72,502","4,189",17.31,"49,918",68.85,21,4,2,2,13,62.10,74.90
20210917,"72,498","4,185",17.32,"49,917",68.85,21,4,2,2,13,62.10,73.80
20210910,"72,496","4,180",17.34,"49,898",68.83,21,4,2,2,13,62.07,74.70
20210903,"72,495","4,188",17.31,"49,866",68.79,21,5,2,2,12,61.27,75.10
20210827,"72,491","4,200",17.26,"49,855",68.77,21,4,2,2,13,62.02,75.00
20210820,"72,486","4,201",17.25,"49,825",68.74,21,4,2,2,13,61.99,74.10
20210813,"72,478","4,247",17.07,"49,367",68.11,20,4,2,2,12,61.15,76.00
20210806,"72,476","4,302",16.85,"49,689",68.56,21,4,2,2,13,61.68,77.30
20210730,"72,476","4,326",16.75,"49,761",68.66,21,4,2,2,13,61.77,74.60
20210723,"72,476","4,351",16.66,"49,762",68.66,21,4,2,2,13,61.75,73.30
20210716,"72,476","4,209",17.22,"49,771",68.67,21,4,2,2,13,61.78,78.40
20210709,"72,476","4,172",17.37,"49,791",68.70,21,4,2,2,13,61.79,74.50
20210702,"72,476","4,145",17.49,"49,791",68.70,21,4,2,2,13,61.79,75.00
