Date,Total Shares,Number of Shareholders,NoS Change,Shares per Shareholders,SpS Change,>400 Shares Held,>400 Holding Percentage,FHHP Change,>400 NoS,400-600 NoS,600-800 NoS,800-1000 NoS,>1000 NoS,>1000 Holding Percentage,OTHP Change,Closing Price,Price Change Percentage
2020-11-13,197074.0,28160.0,0.0,7.0,0.0,99590.0,50.53,0.0,65.0,22.0,12.0,6.0,25.0,37.85,0.0,321.0,0.0
2020-11-20,197074.0,27980.0,-180.0,7.04,0.040000000000000036,100012.0,50.75,0.21999999999999886,65.0,20.0,16.0,4.0,25.0,38.21,0.35999999999999943,320.0,-0.003115264797507788
2020-11-27,197074.0,27925.0,-55.0,7.06,0.019999999999999574,98858.0,50.16,-0.5900000000000034,63.0,18.0,11.0,10.0,24.0,37.25,-0.9600000000000009,324.5,0.0140625
2020-12-04,197074.0,27936.0,11.0,7.05,-0.009999999999999787,100343.0,50.92,0.7600000000000051,67.0,21.0,12.0,8.0,26.0,37.86,0.6099999999999994,357.5,0.1016949152542373
2020-12-11,197074.0,27691.0,-245.0,7.12,0.07000000000000028,99972.0,50.73,-0.19000000000000483,65.0,19.0,12.0,6.0,28.0,38.94,1.0799999999999983,342.5,-0.04195804195804196
2020-12-18,197074.0,28060.0,369.0,7.02,-0.10000000000000053,98293.0,49.88,-0.8499999999999943,65.0,20.0,12.0,9.0,24.0,36.29,-2.6499999999999986,328.5,-0.040875912408759124
2020-12-25,197074.0,28017.0,-43.0,7.03,0.010000000000000675,98783.0,50.12,0.23999999999999488,67.0,22.0,12.0,9.0,24.0,36.34,0.05000000000000426,331.5,0.0091324200913242
2020-12-31,197074.0,28285.0,268.0,6.97,-0.0600000000000005,97721.0,49.59,-0.529999999999994,66.0,23.0,11.0,9.0,23.0,35.81,-0.5300000000000011,332.5,0.0030165912518853697
2021-01-08,197074.0,28391.0,106.0,6.94,-0.02999999999999936,98132.0,49.79,0.19999999999999574,67.0,23.0,13.0,8.0,23.0,35.81,0.0,343.0,0.031578947368421054
2021-01-15,197074.0,28700.0,309.0,6.87,-0.07000000000000028,102793.0,52.16,2.3699999999999974,70.0,25.0,14.0,7.0,24.0,37.88,2.0700000000000003,387.0,0.1282798833819242
2021-01-22,197074.0,27897.0,-803.0,7.06,0.1899999999999995,105357.0,53.46,1.3000000000000043,70.0,23.0,14.0,8.0,25.0,39.07,1.1899999999999977,414.0,0.06976744186046512
2021-01-29,197074.0,29107.0,1210.0,6.77,-0.29000000000000004,103463.0,52.5,-0.9600000000000009,69.0,23.0,14.0,9.0,23.0,37.63,-1.4399999999999977,379.0,-0.08454106280193237
2021-02-05,197074.0,29339.0,232.0,6.72,-0.04999999999999982,102263.0,51.89,-0.6099999999999994,67.0,20.0,15.0,9.0,23.0,37.25,-0.38000000000000256,387.0,0.021108179419525065
2021-02-09,197074.0,29579.0,240.0,6.66,-0.05999999999999961,101529.0,51.52,-0.36999999999999744,66.0,19.0,17.0,7.0,23.0,37.25,0.0,387.0,0.0
2021-02-19,197074.0,28934.0,-645.0,6.81,0.14999999999999947,102858.0,52.19,0.6699999999999946,66.0,18.0,16.0,8.0,24.0,37.98,0.7299999999999969,424.0,0.09560723514211886
2021-02-26,197074.0,27237.0,-1697.0,7.24,0.4300000000000006,107568.0,54.58,2.3900000000000006,68.0,17.0,16.0,9.0,26.0,40.27,2.2900000000000063,459.5,0.08372641509433962
2021-03-05,197074.0,28348.0,1111.0,6.95,-0.29000000000000004,106899.0,54.24,-0.3399999999999963,69.0,18.0,16.0,5.0,30.0,41.5,1.2299999999999969,448.0,-0.025027203482045703
2021-03-12,197074.0,28321.0,-27.0,6.96,0.009999999999999787,104495.0,53.02,-1.2199999999999989,65.0,14.0,16.0,7.0,28.0,40.49,-1.009999999999998,475.5,0.06138392857142857
2021-03-19,197074.0,30410.0,2089.0,6.48,-0.47999999999999954,102976.0,52.25,-0.7700000000000031,66.0,14.0,18.0,8.0,26.0,38.8,-1.6900000000000048,466.5,-0.01892744479495268
2021-03-26,197074.0,30585.0,175.0,6.44,-0.040000000000000036,103130.0,52.33,0.0799999999999983,66.0,16.0,16.0,8.0,26.0,38.82,0.020000000000003126,484.5,0.03858520900321544
2021-04-01,197074.0,29904.0,-681.0,6.59,0.14999999999999947,103014.0,52.27,-0.05999999999999517,64.0,14.0,16.0,10.0,24.0,38.34,-0.4799999999999969,487.5,0.006191950464396285
2021-04-09,197074.0,30190.0,286.0,6.53,-0.05999999999999961,103794.0,52.67,0.3999999999999986,66.0,15.0,17.0,10.0,24.0,38.29,-0.05000000000000426,484.0,-0.0071794871794871795
2021-04-16,197074.0,29741.0,-449.0,6.63,0.09999999999999964,104882.0,53.22,0.5499999999999972,69.0,17.0,18.0,10.0,24.0,38.17,-0.11999999999999744,494.5,0.02169421487603306
2021-04-23,197074.0,27922.0,-1819.0,7.06,0.4299999999999997,110213.0,55.92,2.700000000000003,76.0,22.0,17.0,13.0,24.0,38.77,0.6000000000000014,561.0,0.134479271991911
2021-04-29,197074.0,27702.0,-220.0,7.11,0.05000000000000071,112644.0,57.16,1.2399999999999949,78.0,21.0,18.0,13.0,26.0,39.73,0.9599999999999937,604.0,0.0766488413547237
2021-05-07,197074.0,28186.0,484.0,6.99,-0.1200000000000001,111254.0,56.45,-0.7099999999999937,76.0,18.0,19.0,13.0,26.0,39.34,-0.38999999999999346,547.0,-0.09437086092715231
2021-05-14,197074.0,29756.0,1570.0,6.62,-0.3700000000000001,110162.0,55.9,-0.5500000000000043,74.0,17.0,17.0,13.0,27.0,39.71,0.36999999999999744,450.0,-0.1773308957952468
2021-05-21,197074.0,31950.0,2194.0,6.17,-0.4500000000000002,108864.0,55.24,-0.6599999999999966,74.0,18.0,18.0,15.0,23.0,37.35,-2.3599999999999994,444.0,-0.013333333333333334
2021-05-28,197074.0,32853.0,903.0,6.0,-0.16999999999999993,105816.0,53.69,-1.5500000000000043,70.0,17.0,15.0,15.0,23.0,37.33,-0.020000000000003126,466.5,0.05067567567567568
2021-06-04,197074.0,34614.0,1761.0,5.69,-0.3099999999999996,104112.0,52.83,-0.8599999999999994,68.0,17.0,15.0,11.0,25.0,38.31,0.980000000000004,472.0,0.011789924973204717
2021-06-11,197074.0,34027.0,-587.0,5.79,0.09999999999999964,105617.0,53.59,0.7600000000000051,69.0,18.0,16.0,10.0,25.0,38.76,0.44999999999999574,486.5,0.03072033898305085
2021-06-18,197074.0,34131.0,104.0,5.77,-0.020000000000000462,106522.0,54.05,0.45999999999999375,72.0,22.0,16.0,9.0,25.0,38.62,-0.14000000000000057,493.5,0.014388489208633094
2021-06-25,197074.0,34842.0,711.0,5.66,-0.10999999999999943,103562.0,52.55,-1.5,67.0,17.0,15.0,10.0,25.0,38.31,-0.30999999999999517,470.0,-0.047619047619047616
2021-07-02,197074.0,35242.0,400.0,5.59,-0.07000000000000028,103354.0,52.44,-0.10999999999999943,68.0,20.0,14.0,10.0,24.0,37.73,-0.5800000000000054,482.5,0.026595744680851064
2021-07-09,197074.0,34998.0,-244.0,5.63,0.040000000000000036,103346.0,52.44,0.0,68.0,19.0,14.0,10.0,25.0,37.9,0.1700000000000017,482.0,-0.0010362694300518134
2021-07-16,197074.0,36372.0,1374.0,5.42,-0.20999999999999996,100627.0,51.06,-1.3799999999999955,64.0,16.0,14.0,9.0,25.0,37.72,-0.17999999999999972,485.0,0.006224066390041493
2021-07-23,197074.0,36495.0,123.0,5.4,-0.019999999999999574,101444.0,51.48,0.4199999999999946,65.0,16.0,15.0,10.0,24.0,37.32,-0.3999999999999986,474.0,-0.02268041237113402
2021-07-30,197074.0,36881.0,386.0,5.34,-0.0600000000000005,101111.0,51.31,-0.1699999999999946,66.0,17.0,16.0,10.0,23.0,36.66,-0.6600000000000037,476.0,0.004219409282700422
2021-08-06,197074.0,35919.0,-962.0,5.49,0.15000000000000036,106519.0,54.05,2.739999999999995,74.0,23.0,14.0,12.0,25.0,37.76,1.1000000000000014,525.0,0.10294117647058823
2021-08-13,197074.0,38499.0,2580.0,5.12,-0.3700000000000001,101089.0,51.3,-2.75,67.0,21.0,13.0,10.0,23.0,36.62,-1.1400000000000006,434.0,-0.17333333333333334
2021-08-20,197074.0,39266.0,767.0,5.02,-0.10000000000000053,98260.0,49.86,-1.4399999999999977,65.0,15.0,17.0,10.0,23.0,35.61,-1.009999999999998,415.5,-0.04262672811059908
2021-08-27,197074.0,39745.0,479.0,4.96,-0.05999999999999961,98797.0,50.13,0.2700000000000031,67.0,15.0,20.0,9.0,23.0,35.29,-0.3200000000000003,417.5,0.0048134777376654635
2021-09-03,197074.0,40240.0,495.0,4.9,-0.05999999999999961,97758.0,49.6,-0.5300000000000011,69.0,18.0,18.0,11.0,22.0,33.83,-1.4600000000000009,424.5,0.016766467065868262
2021-09-10,197074.0,40638.0,398.0,4.85,-0.05000000000000071,94900.0,48.15,-1.4500000000000028,65.0,15.0,17.0,11.0,22.0,33.34,-0.4899999999999949,422.5,-0.004711425206124852
2021-09-17,197074.0,40843.0,205.0,4.83,-0.019999999999999574,94611.0,48.01,-0.14000000000000057,67.0,20.0,16.0,11.0,20.0,32.07,-1.2700000000000031,401.0,-0.05088757396449704
2021-09-24,197074.0,40844.0,1.0,4.83,0.0,94397.0,47.9,-0.10999999999999943,67.0,19.0,17.0,10.0,21.0,32.37,0.29999999999999716,394.0,-0.017456359102244388
2021-10-01,197074.0,40994.0,150.0,4.81,-0.020000000000000462,92731.0,47.05,-0.8500000000000014,66.0,17.0,18.0,10.0,21.0,31.92,-0.44999999999999574,378.5,-0.03934010152284264
2021-10-08,197074.0,41166.0,172.0,4.79,-0.019999999999999574,91631.0,46.5,-0.5499999999999972,63.0,16.0,15.0,9.0,23.0,32.95,1.0300000000000011,376.5,-0.005284015852047556
2021-10-15,197074.0,41268.0,102.0,4.78,-0.009999999999999787,90115.0,45.73,-0.7700000000000031,61.0,16.0,14.0,10.0,21.0,31.9,-1.0500000000000043,359.5,-0.0451527224435591
2021-10-22,197074.0,41419.0,151.0,4.76,-0.020000000000000462,91126.0,46.24,0.5100000000000051,65.0,20.0,15.0,9.0,21.0,31.59,-0.3099999999999987,382.0,0.06258692628650904
2021-10-29,197074.0,41491.0,72.0,4.75,-0.009999999999999787,90965.0,46.16,-0.0800000000000054,65.0,20.0,15.0,10.0,20.0,31.11,-0.4800000000000004,390.5,0.02225130890052356
2021-11-05,197074.0,41296.0,-195.0,4.77,0.019999999999999574,90808.0,46.08,-0.0799999999999983,63.0,18.0,13.0,11.0,21.0,31.79,0.6799999999999997,377.5,-0.03329065300896287
2021-11-12,197074.0,42053.0,757.0,4.69,-0.07999999999999918,90477.0,45.91,-0.1700000000000017,67.0,20.0,15.0,10.0,22.0,31.08,-0.7100000000000009,392.5,0.039735099337748346
2021-11-19,197074.0,42405.0,352.0,4.65,-0.040000000000000036,89599.0,45.46,-0.44999999999999574,64.0,19.0,15.0,8.0,22.0,31.36,0.28000000000000114,414.5,0.05605095541401274
2021-11-26,197074.0,42053.0,-352.0,4.69,0.040000000000000036,91182.0,46.27,0.8100000000000023,65.0,17.0,19.0,6.0,23.0,32.24,0.8800000000000026,425.0,0.025331724969843185
2021-12-03,197074.0,39917.0,-2136.0,4.94,0.25,98679.0,50.07,3.799999999999997,64.0,18.0,13.0,6.0,27.0,38.15,5.909999999999997,478.0,0.12470588235294118
2021-12-10,197074.0,39849.0,-68.0,4.95,0.009999999999999787,97783.0,49.62,-0.45000000000000284,62.0,18.0,15.0,3.0,26.0,38.41,0.259999999999998,475.5,-0.005230125523012552
2021-12-17,197074.0,40412.0,563.0,4.88,-0.07000000000000028,96217.0,48.82,-0.7999999999999972,63.0,18.0,16.0,5.0,24.0,36.59,-1.8199999999999932,464.0,-0.024185068349106203
2021-12-24,197074.0,39910.0,-502.0,4.94,0.0600000000000005,95851.0,48.64,-0.17999999999999972,62.0,15.0,16.0,6.0,25.0,36.68,0.0899999999999963,487.5,0.05064655172413793
2021-12-30,197074.0,38355.0,-1555.0,5.14,0.1999999999999993,97793.0,49.62,0.9799999999999969,62.0,18.0,11.0,7.0,26.0,38.09,1.4100000000000037,512.0,0.050256410256410255
2022-01-07,197074.0,40613.0,2258.0,4.85,-0.29000000000000004,93522.0,47.46,-2.1599999999999966,63.0,19.0,12.0,4.0,28.0,36.73,-1.3600000000000065,455.5,-0.1103515625
2022-01-14,197074.0,41719.0,1106.0,4.72,-0.1299999999999999,90647.0,46.0,-1.4600000000000009,60.0,17.0,11.0,5.0,27.0,35.55,-1.1799999999999997,450.0,-0.012074643249176729
2022-01-21,197074.0,41940.0,221.0,4.7,-0.019999999999999574,90778.0,46.06,0.060000000000002274,60.0,16.0,13.0,5.0,26.0,35.0,-0.5499999999999972,452.0,0.0044444444444444444
2022-01-26,197074.0,41989.0,49.0,4.69,-0.009999999999999787,91889.0,46.63,0.5700000000000003,60.0,17.0,12.0,4.0,27.0,36.25,1.25,448.5,-0.007743362831858407
2022-02-11,197074.0,40635.0,-1354.0,4.85,0.15999999999999925,95969.0,48.7,2.0700000000000003,65.0,17.0,15.0,4.0,29.0,37.41,1.1599999999999966,490.0,0.09253065774804906
2022-02-18,197074.0,37146.0,-3489.0,5.31,0.45999999999999996,103839.0,52.69,3.989999999999995,69.0,19.0,13.0,6.0,31.0,40.46,3.0500000000000043,537.0,0.09591836734693877
2022-02-25,197074.0,36234.0,-912.0,5.44,0.13000000000000078,106545.0,54.06,1.3700000000000045,70.0,20.0,13.0,4.0,33.0,42.49,2.030000000000001,510.0,-0.05027932960893855
2022-03-04,197074.0,35460.0,-774.0,5.56,0.11999999999999922,106513.0,54.05,-0.010000000000005116,69.0,20.0,13.0,3.0,33.0,42.78,0.28999999999999915,513.0,0.0058823529411764705
2022-03-11,197074.0,36535.0,1075.0,5.39,-0.16999999999999993,106694.0,54.14,0.09000000000000341,71.0,19.0,15.0,4.0,33.0,42.18,-0.6000000000000014,484.0,-0.056530214424951264
2022-03-18,197074.0,37609.0,1074.0,5.24,-0.14999999999999947,104374.0,52.96,-1.1799999999999997,70.0,17.0,16.0,6.0,31.0,40.34,-1.8399999999999963,485.5,0.0030991735537190084
