資料日期,集保總張數,總股東人數,平均張數/人,>400張大股東持有張數,>400張大股東持有百分比,>400張大股東人數,400~600張人數,600~800張人數,800~1000張人數,>1000張人數,>1000張大股東持有百分比,收盤價
20240223,"25,932,071","1,064,838",24.35,"23,460,803",90.47,"2,548",477,296,219,1556,88.03,697.00
20240216,"25,932,071","1,064,317",24.36,"23,470,740",90.51,"2,537",471,280,225,1561,88.10,683.00
20240205,"25,932,071","1,078,398",24.05,"23,429,229",90.35,"2,530",468,278,227,1557,87.94,646.00
20240202,"25,932,071","1,087,411",23.85,"23,415,374",90.30,"2,529",470,274,229,1556,87.89,635.00
20240126,"25,932,071","1,090,967",23.77,"23,410,389",90.28,"2,521",467,275,227,1552,87.87,644.00
20240119,"25,932,071","1,177,864",22.02,"23,271,712",89.74,"2,524",473,277,224,1550,87.33,626.00
20240112,"25,932,071","1,185,675",21.87,"23,259,638",89.69,"2,526",467,286,226,1547,87.27,584.00
20240105,"25,932,071","1,191,948",21.76,"23,240,804",89.62,"2,524",471,283,223,1547,87.21,576.00
20231229,"25,932,071","1,187,706",21.83,"23,248,794",89.65,"2,521",470,284,222,1545,87.24,593.00
20231222,"25,932,071","1,206,801",21.49,"23,216,149",89.53,"2,519",480,280,211,1548,87.15,582.00
20231215,"25,932,071","1,214,886",21.35,"23,199,843",89.46,"2,509",476,277,211,1545,87.10,585.00
20231208,"25,932,071","1,227,754",21.12,"23,182,379",89.40,"2,531",483,282,215,1551,86.99,570.00
20231201,"25,932,071","1,220,827",21.24,"23,190,351",89.43,"2,526",479,285,210,1552,87.03,579.00
20231124,"25,932,071","1,218,912",21.27,"23,200,339",89.47,"2,530",478,285,213,1554,87.06,575.00
20231117,"25,932,071","1,225,855",21.15,"23,194,463",89.44,"2,527",475,280,214,1558,87.06,580.00
20231110,"25,932,071","1,259,864",20.58,"23,148,522",89.27,"2,528",486,275,214,1553,86.88,557.00
20231103,"25,932,071","1,273,609",20.36,"23,123,471",89.17,"2,531",492,280,207,1552,86.77,549.00
20231027,"25,932,071","1,274,435",20.35,"23,126,066",89.18,"2,532",492,285,212,1543,86.75,533.00
20231020,"25,932,071","1,274,141",20.35,"23,125,092",89.18,"2,518",478,281,216,1543,86.78,556.00
20231013,"25,932,071","1,284,216",20.19,"23,113,406",89.13,"2,514",471,276,221,1546,86.75,553.00
20231006,"25,932,071","1,301,005",19.93,"23,080,563",89.00,"2,512",471,276,220,1545,86.63,532.00
20230928,"25,932,071","1,299,840",19.95,"23,086,636",89.03,"2,513",471,281,214,1547,86.66,523.00
20230922,"25,932,071","1,286,653",20.15,"23,110,359",89.12,"2,514",469,278,216,1551,86.75,522.00
20230915,"25,932,071","1,260,736",20.57,"23,165,349",89.33,"2,502",470,280,210,1542,86.97,558.00
20230908,"25,932,071","1,257,050",20.63,"23,179,341",89.38,"2,512",475,284,207,1546,87.02,539.00
20230901,"25,932,071","1,250,589",20.74,"23,190,368",89.43,"2,507",471,286,207,1543,87.06,548.00
20230825,"25,932,071","1,245,676",20.82,"23,200,969",89.47,"2,505",473,285,204,1543,87.11,546.00
