open,high,low,close,adj close,volume,MA3,MA5,MA5volume,MA20,MA10,volume_chage,adj close-MA5 distance,adj close-MA10 distance,adj close-MA20 distance,adj close-MA3 distance,MA20-MA10 distance,MA20-MA5 distance,MA10-MA5 distance,MA10-MA3 distance,MA20-MA3 distance,MA5-MA3 distance,Total Shares,Number of Shareholders,NoS Change,Shares per Shareholders,SpS Change,>400 Shares Held,>400 Holding Percentage,FHHP Change,>400 NoS,400-600 NoS,600-800 NoS,800-1000 NoS,>1000 NoS,>1000 Holding Percentage,OTHP Change,Closing Price,Price Change Percentage
953.0,970.0,914.0,948.0,948.0,5344858.0,922.3333333333334,898.0,3770890.0,861.25,878.5,0.4173996059285739,50.0,69.5,86.75,25.66666666666663,-17.25,-36.75,-19.5,-43.83333333333337,-61.08333333333337,-24.33333333333337,86286.0,21252.0,523.0,4.06,-0.10000000000000053,52872.0,61.28,-0.14999999999999858,22.0,9.0,4.0,4.0,5.0,48.37,1.1699999999999946,869.0,0.023557126030624265
