資料日期,集保總張數,總股東人數,平均張數/人,>400張大股東持有張數,>400張大股東持有百分比,>400張大股東人數,400~600張人數,600~800張人數,800~1000張人數,>1000張人數,>1000張大股東持有百分比,收盤價
20240223,"86,286","21,252",4.06,"52,872",61.28,22,9,4,4,5,48.37,869.00
20240216,"86,286","20,729",4.16,"53,009",61.43,24,11,6,3,4,47.20,849.00
20240205,"86,286","21,465",4.02,"52,071",60.35,22,11,4,2,5,48.42,831.00
20240202,"86,286","21,377",4.04,"51,826",60.06,22,11,4,2,5,48.22,839.00
20240126,"86,286","21,110",4.09,"52,005",60.27,22,10,4,5,3,45.88,834.00
20240119,"86,286","20,391",4.23,"53,304",61.78,25,13,5,3,4,47.22,833.00
20240112,"86,286","20,190",4.27,"52,178",60.47,23,13,4,2,4,47.60,874.00
20240105,"86,286","22,064",3.91,"50,496",58.52,21,12,4,1,4,47.32,823.00
20231229,"86,286","21,999",3.92,"51,068",59.18,20,10,4,2,4,47.90,798.00
20231222,"86,286","22,045",3.91,"50,961",59.06,20,11,3,2,4,47.90,832.00
20231215,"86,286","21,505",4.01,"50,767",58.84,19,8,4,3,4,48.01,787.00
20231208,"86,286","20,927",4.12,"52,435",60.77,22,10,5,3,4,47.93,802.00
20231201,"86,286","18,673",4.62,"53,746",62.29,22,8,5,5,4,48.28,929.00
20231124,"86,286","17,980",4.80,"55,218",63.99,23,11,2,3,7,53.19,859.00
20231117,"86,286","16,445",5.25,"54,578",63.25,21,8,2,5,6,51.50,966.00
20231110,"86,286","14,698",5.87,"54,196",62.81,21,7,5,2,7,52.28,982.00
20231103,"86,286","14,077",6.13,"55,343",64.14,21,6,4,4,7,53.11,945.00
20231027,"85,897","12,919",6.65,"56,510",65.79,23,6,5,5,7,53.04,1075.00
20231020,"75,323","10,140",7.43,"50,304",66.78,23,7,5,5,6,52.19,1220.00
20231013,"75,323","9,772",7.71,"51,483",68.35,25,10,3,5,7,54.00,1185.00
20231006,"75,323","10,104",7.45,"50,823",67.47,22,7,4,2,9,57.10,1090.00
20230928,"75,323","9,491",7.94,"51,520",68.40,23,8,4,3,8,56.08,1105.00
20230922,"75,323","9,607",7.84,"51,970",69.00,23,8,4,3,8,56.62,1090.00
20230915,"75,323","8,796",8.56,"52,964",70.32,23,7,3,5,8,57.21,1185.00
20230908,"75,323","8,970",8.40,"53,027",70.40,23,7,2,5,9,58.38,1060.00
20230901,"75,262","9,369",8.03,"52,534",69.80,24,7,4,3,10,58.08,990.00
20230825,"75,248","10,222",7.36,"52,685",70.02,24,7,5,2,10,58.51,835.00
20230818,"71,207","9,150",7.78,"50,060",70.30,22,8,3,1,10,60.70,756.00
20230811,"71,207","8,626",8.25,"50,672",71.16,21,5,3,2,11,62.56,772.00
20230804,"71,207","7,615",9.35,"52,584",73.85,23,7,2,4,10,61.82,842.00
20230728,"71,207","7,069",10.07,"53,457",75.07,25,8,3,4,10,61.57,950.00
20230721,"71,207","6,550",10.87,"52,866",74.24,23,6,5,2,10,62.63,841.00
20230714,"71,207","6,791",10.49,"51,680",72.58,23,7,5,4,7,57.04,757.00
20230707,"71,207","6,700",10.63,"50,847",71.41,23,7,4,4,8,57.67,655.00
20230630,"71,206","7,555",9.43,"48,442",68.03,20,7,3,4,6,55.28,552.00
20230621,"71,204","8,791",8.10,"46,879",65.84,18,6,3,4,5,53.47,533.00
20230616,"71,180","8,685",8.20,"47,306",66.46,20,8,2,5,5,53.45,562.00
20230609,"71,174","9,476",7.51,"44,782",62.92,17,8,2,3,4,51.63,514.00
20230602,"71,134","8,309",8.56,"46,010",64.68,18,7,3,3,5,53.23,506.00
20230526,"71,113","7,888",9.02,"46,289",65.09,17,6,2,2,7,56.66,556.00
20230519,"71,113","7,056",10.08,"49,101",69.05,20,6,4,1,9,59.97,578.00
20230512,"71,113","7,162",9.93,"49,364",69.42,21,9,1,3,8,58.55,546.00
20230505,"71,113","6,128",11.60,"50,481",70.99,22,9,1,4,8,58.81,548.00
20230428,"71,113","6,128",11.60,"51,141",71.92,22,8,2,4,8,59.56,470.50
20230421,"71,113","5,821",12.22,"51,006",71.73,22,7,3,5,7,58.09,435.00
20230414,"71,333","6,076",11.74,"51,120",71.66,21,5,4,4,8,59.61,471.00
20230407,"71,333","6,360",11.22,"50,606",70.94,21,7,2,3,9,60.61,400.00
20230331,"71,333","7,178",9.94,"49,694",69.66,19,3,7,1,8,59.64,348.00
20230324,"71,326","7,092",10.06,"48,050",67.37,18,5,4,2,7,57.55,307.00
20230317,"71,299","6,891",10.35,"47,861",67.13,18,5,6,1,6,56.49,306.50
20230310,"71,159","6,389",11.14,"46,823",65.80,16,5,2,3,6,56.59,321.50
20230303,"71,081","5,912",12.02,"48,446",68.16,21,9,5,2,5,54.62,338.00
20230224,"71,033","3,900",18.21,"51,592",72.63,24,11,3,1,9,61.07,339.00
20230217,"70,981","4,725",15.02,"50,328",70.90,24,14,3,1,6,56.75,301.00
20230210,"70,943","4,631",15.32,"51,052",71.96,24,10,6,3,5,55.28,286.00
20230203,"70,900","4,252",16.67,"50,298",70.94,23,9,6,1,7,58.12,260.50
20230117,"70,822","3,795",18.66,"49,091",69.32,19,9,1,3,6,58.15,276.00
20230113,"70,709","3,513",20.13,"50,681",71.68,22,9,3,4,6,57.71,254.50
20230106,"70,461","3,563",19.78,"51,173",72.63,23,10,3,3,7,58.94,213.00
20221230,"70,243","3,553",19.77,"50,178",71.43,21,10,2,1,8,61.53,178.00
20221223,"69,463","3,649",19.04,"50,940",73.33,22,9,4,0,9,63.70,172.00
20221216,"69,463","3,815",18.21,"50,395",72.55,21,11,1,2,7,61.39,176.50
20221209,"69,463","3,624",19.17,"50,571",72.80,20,11,1,0,8,64.41,185.00
20221202,"69,463","3,676",18.90,"50,954",73.35,22,10,3,2,7,60.77,171.00
20221125,"69,124","3,950",17.50,"48,712",70.47,19,9,2,2,6,59.58,165.00
20221118,"67,539","4,319",15.64,"45,986",68.09,17,10,1,0,6,59.79,157.50
20221111,"66,739","5,033",13.26,"40,728",61.03,9,4,1,0,4,57.34,126.00
20221104,"66,589","4,896",13.60,"39,830",59.81,7,3,0,0,4,57.47,120.50
20221028,"66,561","4,513",14.75,"41,202",61.90,8,1,1,1,5,59.02,108.00
20221021,"66,556","4,472",14.88,"41,303",62.06,8,2,1,0,5,59.61,110.50
20221014,"66,467","4,372",15.20,"41,670",62.69,9,3,1,0,5,59.51,123.00
20221007,"65,457","4,314",15.17,"42,383",64.75,10,3,1,1,5,60.42,129.50
20220930,"65,457","4,250",15.40,"42,115",64.34,8,3,0,0,5,61.77,120.00
20220923,"65,457","4,281",15.29,"43,242",66.06,13,8,0,1,4,58.46,131.00
20220916,"65,457","4,308",15.19,"42,862",65.48,11,5,0,1,5,60.17,138.00
20220908,"61,572","3,726",16.52,"42,429",68.91,11,5,0,1,5,63.19,141.50
20220902,"61,167","3,641",16.80,"42,006",68.67,10,4,1,0,5,64.46,131.00
20220826,"60,648","3,673",16.51,"41,166",67.88,8,2,1,0,5,65.01,128.00
20220819,"59,519","3,505",16.98,"40,539",68.11,6,1,0,0,5,67.37,125.00
20220812,"58,605","3,448",17.00,"40,153",68.51,5,0,0,0,5,68.51,113.00
20220805,"58,605","3,381",17.33,"40,153",68.51,5,0,0,0,5,68.51,106.00
20220729,"58,605","3,370",17.39,"40,153",68.51,5,0,0,0,5,68.51,106.50
20220722,"58,605","3,341",17.54,"40,153",68.51,5,0,0,0,5,68.51,106.50
20220715,"58,605","3,270",17.92,"40,153",68.51,5,0,0,0,5,68.51,107.00
20220708,"58,605","3,309",17.71,"40,636",69.34,6,1,0,0,5,68.51,114.00
20220701,"58,605","3,384",17.32,"40,566",69.22,6,1,0,0,5,68.51,106.00
20220624,"58,402","3,369",17.34,"40,153",68.75,5,0,0,0,5,68.75,111.50
20220617,"58,350","3,414",17.09,"40,153",68.81,5,0,0,0,5,68.81,112.50
20220610,"58,063","3,496",16.61,"40,153",69.15,5,0,0,0,5,69.15,117.50
20220602,"58,063","3,401",17.07,"40,153",69.15,5,0,0,0,5,69.15,105.00
20220527,"58,063","3,416",17.00,"40,153",69.15,5,0,0,0,5,69.15,102.00
20220520,"58,063","3,448",16.84,"40,153",69.15,5,0,0,0,5,69.15,100.50
20220513,"58,063","3,446",16.85,"40,153",69.15,5,0,0,0,5,69.15,98.00
20220506,"58,063","3,431",16.92,"40,153",69.15,5,0,0,0,5,69.15,98.90
20220429,"58,063","3,430",16.93,"40,153",69.15,5,0,0,0,5,69.15,95.80
20220422,"58,063","3,467",16.75,"40,153",69.15,5,0,0,0,5,69.15,99.80
20220415,"58,063","3,503",16.58,"40,153",69.15,5,0,0,0,5,69.15,99.30
20220408,"58,063","3,510",16.54,"40,153",69.15,5,0,0,0,5,69.15,98.50
20220401,"58,063","3,496",16.61,"40,153",69.15,5,0,0,0,5,69.15,96.00
20220325,"58,063","3,480",16.68,"40,562",69.86,6,1,0,0,5,69.15,96.90
20220318,"58,063","3,518",16.50,"40,153",69.15,5,0,0,0,5,69.15,93.40
20220311,"58,063","3,527",16.46,"40,555",69.85,6,1,0,0,5,69.15,90.30
20220304,"58,063","3,350",17.33,"41,001",70.61,7,2,0,0,5,69.15,109.00
20220225,"58,063","3,359",17.29,"40,594",69.91,6,1,0,0,5,69.15,106.00
20220218,"58,063","3,370",17.23,"40,611",69.94,6,1,0,0,5,69.15,114.00
20220211,"58,063","3,395",17.10,"40,602",69.93,6,1,0,0,5,69.15,112.00
20220126,"58,063","3,401",17.07,"40,588",69.90,6,1,0,0,5,69.15,109.50
20220121,"58,063","3,423",16.96,"40,964",70.55,7,2,0,0,5,69.15,107.50
20220114,"58,063","3,499",16.59,"40,153",69.15,5,0,0,0,5,69.15,106.50
20220107,"58,576","3,513",16.67,"40,666",69.42,5,0,0,0,5,69.42,103.50
20211230,"58,576","3,539",16.55,"40,666",69.42,5,0,0,0,5,69.42,104.50
20211224,"58,576","3,543",16.53,"40,666",69.42,5,0,0,0,5,69.42,103.50
20211217,"58,576","3,551",16.50,"40,666",69.42,5,0,0,0,5,69.42,102.00
20211210,"58,576","3,577",16.38,"40,666",69.42,5,0,0,0,5,69.42,103.50
20211203,"58,576","3,602",16.26,"40,666",69.42,5,0,0,0,5,69.42,99.10
20211126,"58,576","3,613",16.21,"40,666",69.42,5,0,0,0,5,69.42,99.70
20211119,"58,576","3,631",16.13,"40,666",69.42,5,0,0,0,5,69.42,99.60
20211112,"58,576","3,630",16.14,"40,666",69.42,5,0,0,0,5,69.42,99.50
20211105,"58,576","3,630",16.14,"40,666",69.42,5,0,0,0,5,69.42,99.10
20211029,"58,576","3,632",16.13,"40,655",69.41,5,0,0,0,5,69.41,99.90
20211022,"58,576","3,627",16.15,"40,996",69.99,6,1,0,0,5,69.30,101.50
20211015,"58,576","3,653",16.03,"40,930",69.87,6,1,0,0,5,69.19,98.60
20211008,"58,576","3,663",15.99,"40,847",69.73,6,1,0,0,5,69.05,99.00
20211001,"58,576","3,679",15.92,"40,789",69.63,6,1,0,0,5,68.95,98.80
20210924,"58,576","3,709",15.79,"40,707",69.49,6,1,0,0,5,68.81,101.00
20210917,"58,576","3,713",15.78,"40,684",69.45,6,1,0,0,5,68.77,101.50
20210910,"58,576","3,709",15.79,"40,684",69.45,6,1,0,0,5,68.77,102.50
20210903,"58,576","3,698",15.84,"40,687",69.46,6,1,0,0,5,68.77,107.00
20210827,"58,576","3,709",15.79,"40,707",69.49,6,1,0,0,5,68.77,98.80
20210820,"58,576","3,725",15.72,"40,707",69.49,6,1,0,0,5,68.77,96.70
20210813,"58,576","3,745",15.64,"40,706",69.49,6,1,0,0,5,68.77,100.00
20210806,"58,576","3,753",15.61,"40,706",69.49,6,1,0,0,5,68.77,95.50
20210730,"58,576","3,747",15.63,"40,706",69.49,6,1,0,0,5,68.77,100.00
20210723,"58,576","3,745",15.64,"40,706",69.49,6,1,0,0,5,68.77,101.00
20210716,"58,576","3,699",15.84,"40,706",69.49,6,1,0,0,5,68.77,102.00
20210709,"58,576","3,683",15.90,"41,108",70.18,7,2,0,0,5,68.77,106.00
20210702,"58,576","3,665",15.98,"41,190",70.32,7,2,0,0,5,68.77,104.00
20210625,"58,576","3,643",16.08,"41,180",70.30,7,2,0,0,5,68.77,106.50
20210618,"58,576","3,618",16.19,"40,780",69.62,6,1,0,0,5,68.77,107.00
20210611,"51,077","3,313",15.42,"35,602",69.70,6,1,0,0,5,68.86,110.00
20210604,"51,077","3,343",15.28,"35,602",69.70,6,1,0,0,5,68.86,109.00
20210528,"51,077","3,324",15.37,"35,602",69.70,6,1,0,0,5,68.86,106.50
20210521,"51,077","3,142",16.26,"35,602",69.70,6,1,0,0,5,68.86,107.00
20210514,"51,077","3,202",15.95,"35,602",69.70,6,1,0,0,5,68.86,122.00
20210507,"51,077","3,229",15.82,"35,602",69.70,6,1,0,0,5,68.86,131.50
20210429,"51,077","3,242",15.75,"35,602",69.70,6,1,0,0,5,68.86,133.00
20210423,"51,077","3,256",15.69,"35,602",69.70,6,1,0,0,5,68.86,130.00
20210416,"51,077","3,175",16.09,"35,602",69.70,6,1,0,0,5,68.86,137.00
20210409,"51,077","3,186",16.03,"35,602",69.70,6,1,0,0,5,68.86,135.00
20210401,"51,077","3,010",16.97,"35,602",69.70,6,1,0,0,5,68.86,132.00
20210326,"51,077","3,046",16.77,"35,602",69.70,6,1,0,0,5,68.86,134.00
20210319,"51,077","3,118",16.38,"35,602",69.70,6,1,0,0,5,68.86,132.50
20210312,"51,077","3,123",16.36,"35,602",69.70,6,1,0,0,5,68.86,132.50
20210305,"51,077","3,037",16.82,"35,602",69.70,6,1,0,0,5,68.86,128.50
20210226,"51,077","3,057",16.71,"35,602",69.70,6,1,0,0,5,68.86,125.00
20210219,"51,077","3,097",16.49,"35,602",69.70,6,1,0,0,5,68.86,123.50
20210209,"51,077","3,130",16.32,"36,031",70.54,7,2,0,0,5,68.86,119.50
20210205,"51,077","3,133",16.30,"36,041",70.56,7,2,0,0,5,68.86,119.50
20210129,"51,077","3,156",16.18,"35,602",69.70,6,1,0,0,5,68.86,120.00
20210122,"51,077","3,197",15.98,"35,602",69.70,6,1,0,0,5,68.86,121.00
20210115,"51,077","3,250",15.72,"35,602",69.70,6,1,0,0,5,68.86,122.00
20210108,"51,077","3,267",15.63,"35,573",69.65,6,1,0,0,5,68.86,127.50
20201231,"51,077","3,368",15.17,"35,171",68.86,5,0,0,0,5,68.86,122.00
20201225,"51,077","3,388",15.08,"35,171",68.86,5,0,0,0,5,68.86,122.00
20201218,"51,077","3,439",14.85,"35,171",68.86,5,0,0,0,5,68.86,125.00
20201211,"51,077","3,455",14.78,"35,171",68.86,5,0,0,0,5,68.86,125.00
20201204,"51,077","3,443",14.83,"35,171",68.86,5,0,0,0,5,68.86,129.00
20201127,"51,077","3,137",16.28,"35,180",68.88,5,0,0,0,5,68.88,125.50
20201120,"51,077","3,058",16.70,"35,180",68.88,5,0,0,0,5,68.88,128.00
20201113,"51,077","2,893",17.66,"35,180",68.88,5,0,0,0,5,68.88,130.50
,
