open,high,low,close,adj close,volume,MA3,MA5,MA5volume,MA20,MA10,volume_chage,adj close-MA5 distance,adj close-MA10 distance,adj close-MA20 distance,adj close-MA3 distance,MA20-MA10 distance,MA20-MA5 distance,MA10-MA5 distance,MA10-MA3 distance,MA20-MA3 distance,MA5-MA3 distance,Total Shares,Number of Shareholders,NoS Change,Shares per Shareholders,SpS Change,>400 Shares Held,>400 Holding Percentage,FHHP Change,>400 NoS,400-600 NoS,600-800 NoS,800-1000 NoS,>1000 NoS,>1000 Holding Percentage,OTHP Change,Closing Price,Price Change Percentage
85.4000015258789,85.80000305175781,83.9000015258789,84.30000305175781,84.30000305175781,4888055.0,85.26666768391927,85.66000061035156,5280094.4,84.53499984741211,85.15,-0.07424855888940174,-1.3599975585937472,-0.8499969482421932,-0.23499679565429688,-0.9666646321614536,-0.6150001525878963,-1.1250007629394503,-0.510000610351554,-0.11666768391926041,-0.7316678365071567,0.39333292643229356,2664346.0,146872.0,-1867.0,18.14,0.23000000000000043,2137761.0,80.24,0.3199999999999932,409.0,97.0,49.0,40.0,223.0,75.8,0.3199999999999932,85.9,0.014167650531286928
