資料日期,集保總張數,總股東人數,平均張數/人,>400張大股東持有張數,>400張大股東持有百分比,>400張大股東人數,400~600張人數,600~800張人數,800~1000張人數,>1000張人數,>1000張大股東持有百分比,收盤價
20240223,"2,664,346","146,872",18.14,"2,137,761",80.24,409,97,49,40,223,75.80,85.90
20240216,"2,664,346","148,739",17.91,"2,129,222",79.92,410,96,53,38,223,75.48,84.70
20240205,"2,664,346","148,355",17.96,"2,131,541",80.00,411,94,54,38,225,75.59,84.50
20240202,"2,664,346","148,722",17.91,"2,128,861",79.90,410,92,55,39,224,75.46,84.30
20240126,"2,664,346","148,560",17.93,"2,128,073",79.87,408,91,52,41,224,75.46,83.30
20240119,"2,664,346","146,806",18.15,"2,133,411",80.07,411,89,53,42,227,75.63,82.60
20240112,"2,664,346","146,479",18.19,"2,136,191",80.18,413,92,51,40,230,75.80,83.00
20240105,"2,664,346","146,368",18.20,"2,136,134",80.17,411,96,46,40,229,75.83,83.90
20231229,"2,664,346","147,520",18.06,"2,131,446",80.00,410,94,49,37,230,75.72,87.30
20231222,"2,664,580","150,597",17.69,"2,116,511",79.43,409,96,47,39,227,75.11,85.80
20231215,"2,664,580","151,930",17.54,"2,109,969",79.19,409,95,47,38,229,74.90,84.50
20231208,"2,664,580","155,579",17.13,"2,094,025",78.59,406,97,50,34,225,74.31,81.70
20231201,"2,664,580","156,658",17.01,"2,089,168",78.41,405,99,44,39,223,74.07,81.30
20231124,"2,664,580","158,128",16.85,"2,083,313",78.19,401,94,46,38,223,73.91,80.80
20231117,"2,664,580","161,386",16.51,"2,073,590",77.82,403,95,51,37,220,73.44,80.80
20231110,"2,664,580","164,037",16.24,"2,063,507",77.44,403,100,51,34,218,73.06,78.30
20231103,"2,664,580","165,355",16.11,"2,057,360",77.21,403,99,51,34,219,72.87,76.70
20231027,"2,664,580","165,934",16.06,"2,055,584",77.14,400,100,49,33,218,72.87,76.60
20231020,"2,664,580","166,351",16.02,"2,054,903",77.12,401,96,55,36,214,72.64,76.00
20231013,"2,664,580","166,553",16.00,"2,052,031",77.01,391,90,50,35,216,72.83,77.90
20231006,"2,664,580","167,812",15.88,"2,047,040",76.82,394,91,52,36,215,72.54,77.60
20230928,"2,664,580","168,450",15.82,"2,042,822",76.67,391,92,51,32,216,72.52,76.60
20230922,"2,664,580","168,782",15.79,"2,043,174",76.68,398,93,56,35,214,72.29,77.00
20230915,"2,664,580","169,217",15.75,"2,046,878",76.82,392,87,57,44,204,72.24,78.10
20230908,"2,664,580","169,979",15.68,"2,044,755",76.74,386,91,49,40,206,72.44,78.10
20230901,"2,666,648","170,108",15.68,"2,047,267",76.77,385,97,46,39,203,72.46,77.70
20230825,"2,666,648","170,630",15.63,"2,050,715",76.90,385,96,52,34,203,72.61,78.90
20230818,"2,666,648","172,277",15.48,"2,042,465",76.59,380,98,48,31,203,72.46,76.90
20230811,"2,666,648","173,273",15.39,"2,038,238",76.43,377,100,43,31,203,72.39,76.20
20230804,"2,666,648","173,529",15.37,"2,035,715",76.34,377,101,45,31,200,72.22,76.70
20230728,"2,666,648","174,268",15.30,"2,037,449",76.40,385,107,42,35,201,72.12,78.70
20230721,"2,666,648","174,563",15.28,"2,037,739",76.42,384,102,40,37,205,72.25,76.60
20230714,"2,666,648","164,143",16.25,"2,065,305",77.45,369,92,42,32,203,73.61,74.50
20230707,"2,666,648","165,119",16.15,"2,060,700",77.28,364,89,46,32,197,73.37,70.50
20230630,"2,666,648","162,424",16.42,"2,068,811",77.58,369,89,48,33,199,73.57,74.80
20230621,"2,666,648","161,964",16.46,"2,070,625",77.65,371,90,44,34,203,73.70,77.00
20230616,"2,666,648","161,882",16.47,"2,065,898",77.47,365,85,45,33,202,73.63,79.30
20230609,"2,666,648","163,987",16.26,"2,053,834",77.02,367,86,48,33,200,73.08,78.10
20230602,"2,666,923","166,469",16.02,"2,036,601",76.37,363,88,49,34,192,72.32,77.10
20230526,"2,666,923","167,674",15.91,"2,027,677",76.03,361,87,47,35,192,72.05,74.50
20230519,"2,666,923","169,243",15.76,"2,018,052",75.67,357,86,46,34,191,71.74,73.20
20230512,"2,666,923","170,993",15.60,"2,006,937",75.25,356,86,51,33,186,71.22,69.70
20230505,"2,666,923","171,454",15.55,"2,004,721",75.17,355,87,50,32,186,71.17,70.10
20230428,"2,666,923","171,777",15.53,"2,003,163",75.11,354,86,48,34,186,71.10,70.00
20230421,"2,666,923","172,441",15.47,"2,000,184",75.00,357,93,47,34,183,70.89,70.10
20230414,"2,666,923","172,979",15.42,"1,995,973",74.84,351,88,46,31,186,70.96,70.20
20230407,"2,666,923","173,536",15.37,"1,993,243",74.74,351,88,45,32,186,70.85,70.40
20230331,"2,666,923","174,262",15.30,"1,990,038",74.62,350,86,46,35,183,70.64,69.70
20230324,"2,666,923","175,001",15.24,"1,985,970",74.47,352,89,49,31,183,70.50,69.90
20230317,"2,666,923","176,207",15.14,"1,978,493",74.19,348,84,52,31,181,70.24,67.90
20230310,"2,666,923","176,367",15.12,"1,977,302",74.14,344,84,46,31,183,70.34,69.00
20230303,"2,666,923","177,149",15.05,"1,973,007",73.98,343,86,43,30,184,70.25,68.30
20230224,"2,666,923","177,516",15.02,"1,969,561",73.85,340,85,43,27,185,70.22,68.00
20230217,"2,667,634","178,460",14.95,"1,965,007",73.66,340,85,43,28,184,70.01,67.50
20230210,"2,667,634","178,594",14.94,"1,962,354",73.56,337,82,44,27,184,69.97,66.60
