資料日期,集保總張數,總股東人數,平均張數/人,>400張大股東持有張數,>400張大股東持有百分比,>400張大股東人數,400~600張人數,600~800張人數,800~1000張人數,>1000張人數,>1000張大股東持有百分比,收盤價
20240223,"1,142,961","66,622",17.16,"926,234",81.04,290,74,46,27,143,72.98,231.50
20240216,"1,142,865","67,920",16.83,"923,888",80.84,296,83,46,30,137,72.18,226.00
20240205,"1,142,863","69,873",16.36,"919,392",80.45,292,81,47,27,137,72.06,217.00
20240202,"1,142,710","70,259",16.26,"916,793",80.23,289,79,46,29,135,71.81,214.00
20240126,"1,142,629","72,491",15.76,"913,827",79.98,281,74,45,29,133,71.89,217.00
20240119,"1,142,572","75,252",15.18,"907,406",79.42,279,73,51,24,131,71.37,187.00
20240112,"1,142,489","75,151",15.20,"909,769",79.63,282,78,48,25,131,71.48,187.50
20240105,"1,142,394","75,137",15.20,"911,605",79.80,283,77,52,27,127,71.27,189.50
20231229,"1,142,347","75,275",15.18,"910,737",79.73,280,78,47,26,129,71.56,197.00
20231222,"1,142,333","80,351",14.22,"898,841",78.68,275,78,42,26,129,70.81,197.00
20231215,"1,142,301","79,962",14.29,"897,259",78.55,273,79,41,23,130,70.84,180.00
20231208,"1,142,276","79,560",14.36,"896,215",78.46,272,76,44,24,128,70.65,178.50
20231201,"1,142,226","79,466",14.37,"896,897",78.52,271,73,42,27,129,70.65,180.50
20231124,"1,142,217","79,811",14.31,"896,210",78.46,275,75,45,28,127,70.30,175.50
20231117,"1,142,085","79,247",14.41,"899,239",78.74,278,74,44,30,130,70.55,181.00
20231110,"1,142,002","80,925",14.11,"894,600",78.34,280,72,49,29,130,70.04,173.50
20231103,"1,141,953","80,281",14.22,"897,361",78.58,281,75,46,29,131,70.33,173.50
20231027,"1,141,847","80,584",14.17,"895,337",78.41,282,74,49,31,128,69.85,169.50
20231020,"1,141,677","78,972",14.46,"897,393",78.60,291,82,43,33,133,69.85,173.00
20231013,"1,141,304","78,383",14.56,"898,565",78.73,295,78,46,34,137,69.92,183.50
20231006,"1,141,103","78,929",14.46,"898,026",78.70,297,83,49,31,134,69.68,182.00
20230928,"1,141,039","79,659",14.32,"895,573",78.49,292,76,53,30,133,69.62,179.50
20230922,"1,141,027","79,256",14.40,"893,770",78.33,290,76,51,30,133,69.57,179.50
20230915,"1,141,021","78,048",14.62,"897,686",78.67,290,81,45,28,136,70.28,180.00
20230908,"1,140,993","76,563",14.90,"898,883",78.78,291,80,44,26,141,70.66,179.50
20230901,"1,140,961","76,042",15.00,"901,031",78.97,294,77,48,29,140,70.50,188.00
20230825,"1,140,816","74,937",15.22,"904,346",79.27,301,88,43,26,144,70.88,181.00
20230818,"1,140,624","73,237",15.57,"905,888",79.42,304,87,47,21,149,71.18,181.00
20230811,"1,140,405","67,781",16.82,"912,344",80.00,315,88,51,26,150,71.05,204.50
20230804,"1,140,405","67,836",16.81,"915,577",80.29,316,87,55,27,147,71.15,217.50
20230728,"1,140,405","69,753",16.35,"914,328",80.18,314,91,51,24,148,71.37,221.50
20230721,"1,140,405","69,330",16.45,"914,915",80.23,314,93,48,25,148,71.46,215.00
20230714,"1,140,405","68,743",16.59,"915,762",80.30,312,91,48,27,146,71.41,220.50
20230707,"1,140,405","69,140",16.49,"915,321",80.26,313,86,54,28,145,71.13,212.50
20230630,"1,140,405","69,484",16.41,"915,112",80.24,314,86,58,25,145,71.05,225.00
20230621,"1,140,405","67,277",16.95,"917,446",80.45,316,89,55,28,144,71.08,222.00
20230616,"1,140,405","67,460",16.90,"918,733",80.56,315,87,56,29,143,71.19,228.50
20230609,"1,140,405","67,716",16.84,"920,393",80.71,312,82,60,27,143,71.40,227.00
20230602,"1,140,405","71,545",15.94,"910,437",79.83,310,82,57,31,140,70.44,218.00
20230526,"1,140,405","73,694",15.47,"904,140",79.28,308,84,52,33,139,69.96,211.00
20230519,"1,140,405","75,752",15.05,"898,550",78.79,308,81,59,30,138,69.42,198.00
20230512,"1,140,405","79,287",14.38,"890,813",78.11,305,86,54,27,138,69.02,193.00
20230505,"1,140,405","80,134",14.23,"890,358",78.07,303,85,57,24,137,69.05,198.00
20230428,"1,140,405","89,970",12.68,"874,054",76.64,283,79,43,29,132,68.33,190.50
20230421,"1,140,405","89,890",12.69,"867,454",76.07,279,79,41,29,130,67.92,172.00
20230414,"1,140,405","85,559",13.33,"878,294",77.02,291,83,48,29,131,68.23,173.50
20230407,"1,140,405","84,571",13.48,"875,346",76.76,292,81,48,30,133,67.99,172.00
20230331,"1,140,405","79,498",14.35,"886,108",77.70,294,84,46,28,136,69.10,184.50
20230324,"1,140,405","80,785",14.12,"880,697",77.23,297,89,44,26,138,68.61,184.00
20230317,"1,140,405","81,379",14.01,"873,836",76.63,289,79,42,32,136,68.10,175.50
20230310,"1,140,405","67,025",17.01,"900,854",78.99,310,93,46,29,142,69.95,180.00
20230303,"1,140,405","69,140",16.49,"892,332",78.25,302,90,41,30,141,69.53,192.50
20230224,"1,140,405","67,399",16.92,"894,688",78.45,308,95,43,31,139,69.29,194.50
20230217,"1,140,405","65,326",17.46,"900,398",78.95,298,87,42,32,137,70.10,206.00
20230210,"1,140,405","69,314",16.45,"890,327",78.07,295,84,43,31,137,69.38,193.00
20230203,"1,140,405","71,540",15.94,"885,795",77.67,294,87,44,25,138,69.23,190.50
20230117,"1,140,405","74,054",15.40,"879,533",77.12,289,81,47,24,137,68.83,176.00
20230113,"1,140,405","75,495",15.11,"878,659",77.05,295,87,43,25,140,68.68,173.00
20230106,"1,140,405","75,347",15.14,"877,414",76.94,300,87,50,29,134,67.87,172.00
20221230,"1,140,405","75,852",15.03,"874,331",76.67,292,86,49,25,132,68.01,161.00
20221223,"1,140,405","75,383",15.13,"875,924",76.81,293,91,46,23,133,68.21,167.00
20221216,"1,140,405","72,935",15.64,"885,022",77.61,292,88,46,22,136,69.26,168.00
20221209,"1,140,405","72,988",15.62,"885,562",77.65,294,91,44,21,138,69.44,170.00
20221202,"1,140,405","72,775",15.67,"890,302",78.07,300,98,42,19,141,69.83,181.00
20221125,"1,140,405","72,864",15.65,"889,896",78.03,296,92,46,19,139,69.85,177.50
20221118,"1,140,405","65,241",17.48,"901,499",79.05,301,90,42,25,144,70.72,170.00
20221111,"1,140,405","61,822",18.45,"905,273",79.38,301,90,44,27,140,70.76,189.50
20221104,"1,140,405","55,341",20.61,"924,078",81.03,301,85,43,25,148,72.80,217.00
20221028,"1,140,405","56,568",20.16,"919,305",80.61,295,82,45,23,145,72.57,207.00
20221021,"1,140,405","56,360",20.23,"918,724",80.56,301,88,43,23,147,72.33,183.50
20221014,"1,140,405","55,782",20.44,"921,082",80.77,303,84,49,21,149,72.55,206.50
20221007,"1,140,405","55,581",20.52,"916,895",80.40,306,90,53,17,146,71.97,221.00
20220930,"1,140,405","55,101",20.70,"918,911",80.58,300,88,50,17,145,72.42,212.00
20220923,"1,140,405","54,275",21.01,"918,670",80.56,300,85,50,23,142,72.12,227.00
20220916,"1,140,405","54,142",21.06,"918,776",80.57,300,87,48,22,143,72.21,234.50
20220908,"1,140,405","53,398",21.36,"922,385",80.88,299,87,46,23,143,72.53,240.50
20220902,"1,140,405","53,674",21.25,"923,816",81.01,302,92,48,22,140,72.42,242.00
20220826,"1,140,405","52,774",21.61,"926,071",81.21,303,89,50,22,142,72.61,240.00
20220819,"1,140,405","51,461",22.16,"927,850",81.36,306,90,46,23,147,72.91,241.50
20220812,"1,140,405","57,029",20.00,"910,501",79.84,304,94,50,18,142,71.32,198.00
20220805,"1,140,405","57,805",19.73,"908,158",79.63,301,86,51,21,143,71.21,195.00
20220729,"1,140,405","57,738",19.75,"909,543",79.76,297,86,49,21,141,71.47,195.50
20220722,"1,140,405","58,593",19.46,"911,439",79.92,298,85,53,20,140,71.47,188.00
20220715,"1,140,405","59,502",19.17,"910,046",79.80,293,80,53,21,139,71.51,176.50
20220708,"1,140,405","59,421",19.19,"910,228",79.82,291,84,49,20,138,71.61,170.50
20220701,"1,140,405","59,496",19.17,"910,716",79.86,293,85,54,19,135,71.32,170.00
20220624,"1,140,405","57,162",19.95,"915,023",80.24,293,86,51,17,139,71.98,196.00
20220617,"1,140,405","56,735",20.10,"914,611",80.20,299,86,54,24,135,71.21,204.50
20220610,"1,140,405","56,429",20.21,"915,371",80.27,294,86,50,29,129,71.19,219.00
20220602,"1,140,405","56,735",20.10,"915,906",80.31,291,83,47,30,131,71.44,209.00
20220527,"1,140,405","55,694",20.48,"921,562",80.81,293,86,50,25,132,72.04,212.50
20220520,"1,140,405","56,505",20.18,"918,371",80.53,292,83,49,22,138,72.19,200.50
20220513,"1,140,405","63,478",17.97,"905,725",79.42,291,88,44,24,135,70.99,169.00
20220506,"1,140,405","60,702",18.79,"914,344",80.18,291,86,42,26,137,71.86,172.50
20220429,"1,140,405","60,679",18.79,"912,664",80.03,290,78,49,22,141,72.01,174.00
20220422,"1,140,405","58,386",19.53,"916,792",80.39,288,76,47,21,144,72.56,180.50
20220415,"1,140,405","58,616",19.46,"914,972",80.23,290,83,44,19,144,72.54,170.50
20220408,"1,140,405","58,381",19.53,"915,383",80.27,283,78,43,18,144,72.92,174.50
20220401,"1,140,405","56,580",20.16,"919,447",80.62,287,81,42,22,142,72.88,180.50
20220325,"1,140,405","58,451",19.51,"913,757",80.13,290,88,37,25,140,72.14,177.00
20220318,"1,140,405","68,537",16.64,"894,961",78.48,268,75,35,21,137,71.46,145.50
20220311,"1,140,405","70,615",16.15,"889,326",77.98,268,82,34,20,132,70.73,132.00
20220304,"1,140,405","68,605",16.62,"892,535",78.26,267,78,32,22,135,71.20,147.00
20220225,"1,140,405","66,791",17.07,"907,518",79.58,223,61,23,21,118,73.88,147.50
20220218,"1,140,405","68,739",16.59,"899,688",78.89,231,70,18,23,120,72.95,146.00
20220211,"1,140,405","64,229",17.76,"910,055",79.80,237,76,18,22,121,73.69,148.50
20220126,"1,140,405","61,282",18.61,"916,753",80.39,235,75,17,21,122,74.46,146.50
20220121,"1,140,405","61,013",18.69,"913,142",80.07,233,69,22,21,121,74.05,153.00
20220114,"1,140,405","64,022",17.81,"906,213",79.46,237,74,22,21,120,73.25,149.50
20220107,"1,140,405","60,776",18.76,"910,489",79.84,240,70,23,22,125,73.65,150.00
20211230,"1,140,405","58,323",19.55,"913,850",80.13,235,63,22,21,129,74.41,151.00
20211224,"1,140,405","57,249",19.92,"912,199",79.99,230,58,25,19,128,74.44,148.00
20211217,"1,140,405","55,066",20.71,"916,025",80.32,229,56,29,16,128,74.87,143.00
20211210,"1,140,405","55,119",20.69,"918,651",80.55,231,60,24,24,123,74.61,136.00
20211203,"1,140,405","55,807",20.43,"918,787",80.57,227,55,25,26,121,74.60,127.00
20211126,"1,140,405","55,197",20.66,"919,586",80.64,218,57,21,22,118,75.09,116.50
20211119,"1,140,405","55,894",20.40,"905,960",79.44,222,53,27,26,116,73.44,117.00
20211112,"1,140,405","57,443",19.85,"899,527",78.88,224,55,27,25,117,72.84,94.00
20211105,"1,140,405","58,732",19.42,"896,220",78.59,221,56,24,23,118,72.88,93.40
20211029,"1,140,405","59,286",19.24,"894,666",78.45,227,57,25,31,114,71.98,91.90
20211022,"1,140,405","61,366",18.58,"886,111",77.70,227,62,25,30,110,71.04,86.60
20211015,"1,140,405","63,567",17.94,"876,330",76.84,219,61,26,21,111,70.94,79.00
20211008,"1,140,405","65,130",17.51,"870,116",76.30,215,57,28,22,108,70.39,74.00
20211001,"1,140,405","64,907",17.57,"871,564",76.43,221,60,31,26,104,69.87,72.50
20210924,"1,140,405","63,572",17.94,"876,806",76.89,223,64,25,23,111,70.79,82.50
20210917,"1,140,405","64,052",17.80,"874,429",76.68,221,63,28,22,108,70.50,75.70
20210910,"1,140,405","64,177",17.77,"875,677",76.79,225,66,28,22,109,70.49,78.90
20210903,"1,140,405","64,626",17.65,"875,319",76.76,224,65,30,25,104,70.15,75.80
20210827,"1,140,405","60,605",18.82,"890,926",78.12,229,69,28,21,111,71.78,82.40
20210820,"1,140,468","60,084",18.98,"888,352",77.89,221,65,29,19,108,71.83,77.20
20210813,"1,140,468","60,301",18.91,"891,450",78.17,226,74,25,17,110,72.15,76.00
20210806,"1,140,468","58,392",19.53,"898,151",78.75,234,74,29,24,107,71.96,87.30
20210730,"1,140,468","58,351",19.54,"896,735",78.63,232,72,31,25,104,71.69,80.60
20210723,"1,140,468","57,255",19.92,"901,588",79.05,226,63,35,21,107,72.59,87.20
20210716,"1,140,468","54,328",20.99,"902,722",79.15,225,66,27,18,114,73.30,83.00
20210709,"1,140,468","54,283",21.01,"900,058",78.92,222,58,30,17,117,73.21,83.20
20210702,"1,140,468","54,388",20.97,"895,132",78.49,217,51,32,20,114,72.72,74.20
20210625,"1,140,468","54,985",20.74,"896,769",78.63,219,48,33,20,118,72.99,73.40
20210618,"1,140,468","54,574",20.90,"897,509",78.70,219,46,33,20,120,73.17,70.60
20210611,"1,140,468","55,850",20.42,"891,446",78.16,220,49,30,21,120,72.67,63.60
20210604,"1,140,468","56,244",20.28,"890,279",78.06,218,47,32,19,120,72.65,64.30
20210528,"1,140,468","57,837",19.72,"883,865",77.50,216,47,32,22,115,71.81,61.50
20210521,"1,140,468","57,804",19.73,"883,275",77.45,216,53,27,21,115,71.86,57.60
20210514,"1,140,468","57,376",19.88,"886,108",77.70,219,54,33,21,111,71.70,56.80
