資料日期,集保總張數,總股東人數,平均張數/人,>400張大股東持有張數,>400張大股東持有百分比,>400張大股東人數,400~600張人數,600~800張人數,800~1000張人數,>1000張人數,>1000張大股東持有百分比,收盤價
20230901,"503,113","117,867",4.27,"217,037",43.14,83,22,7,8,46,38.60,111.50
20230825,"503,113","117,534",4.28,"220,362",43.80,81,19,8,9,45,39.16,113.50
20230818,"503,113","118,739",4.24,"214,887",42.71,82,20,8,8,46,38.17,113.00
20230811,"503,113","118,355",4.25,"215,916",42.92,89,24,13,8,44,37.32,114.50
20230804,"503,113","118,520",4.24,"215,401",42.81,94,28,14,8,44,36.72,116.00
20230728,"503,113","116,280",4.33,"218,895",43.51,92,22,12,11,47,37.79,112.50
20230721,"503,113","103,212",4.87,"251,405",49.97,110,28,10,14,58,43.35,112.50
20230714,"503,113","99,435",5.06,"256,239",50.93,114,30,10,15,59,44.01,137.50
20230707,"503,113","97,028",5.19,"260,429",51.76,117,31,14,12,60,44.67,129.50
20230630,"503,113","93,403",5.39,"269,848",53.64,120,31,12,14,63,46.45,137.00
20230621,"503,068","89,440",5.62,"279,956",55.65,118,30,10,17,61,48.36,132.50
20230616,"502,631","93,242",5.39,"267,410",53.20,122,33,16,13,60,45.45,128.00
20230609,"502,391","93,260",5.39,"267,572",53.26,123,39,13,11,60,45.64,114.50
20230602,"501,783","90,356",5.55,"272,401",54.29,120,34,11,13,62,47.14,117.00
20230526,"500,292","89,329",5.60,"276,586",55.28,122,34,15,13,60,47.63,112.00
20230519,"494,846","84,701",5.84,"281,094",56.80,120,34,15,13,58,48.96,109.00
20230512,"494,846","84,837",5.83,"277,948",56.17,118,33,13,16,56,48.12,104.50
20230505,"494,846","81,259",6.09,"288,642",58.33,123,35,8,16,64,50.85,108.00
20230428,"494,846","81,176",6.10,"287,537",58.11,119,32,14,14,59,50.42,101.50
20230421,"494,846","80,037",6.18,"293,586",59.33,129,40,17,13,59,50.50,102.50
20230414,"494,846","75,498",6.55,"304,480",61.53,132,42,18,15,57,51.97,105.50
20230407,"494,846","77,006",6.43,"287,477",58.09,128,37,22,15,54,48.46,96.80
20230331,"494,846","76,470",6.47,"290,233",58.65,130,39,19,19,53,48.51,94.60
20230324,"494,846","76,294",6.49,"292,680",59.15,129,37,21,11,60,50.34,95.90
20230317,"493,931","74,669",6.61,"293,828",59.49,130,40,16,15,59,50.36,94.90
20230310,"493,064","72,470",6.80,"294,499",59.73,134,45,17,12,60,50.59,96.90
20230303,"491,096","70,745",6.94,"291,540",59.37,135,44,18,12,61,50.10,94.60
20230224,"490,584","70,500",6.96,"290,765",59.27,137,43,23,12,59,49.43,94.90
20230217,"486,649","67,109",7.25,"292,932",60.19,143,52,18,13,60,49.76,90.70
20230210,"484,221","64,389",7.52,"290,974",60.09,136,41,19,13,63,50.67,81.90
20230203,"482,622","63,248",7.63,"295,012",61.13,140,44,18,15,63,51.17,78.10
20230117,"479,291","63,799",7.51,"285,891",59.65,131,39,17,14,61,50.40,73.10
20230113,"479,115","63,992",7.49,"288,039",60.12,137,42,17,16,62,50.37,70.60
20230106,"477,557","64,151",7.44,"283,676",59.40,133,38,18,16,61,49.81,72.70
20221230,"476,327","64,804",7.35,"277,946",58.35,128,40,13,11,64,50.22,67.20
20221223,"476,327","65,191",7.31,"274,336",57.59,123,36,13,11,63,49.94,66.00
20221216,"476,316","64,805",7.35,"275,586",57.86,125,35,11,12,67,50.29,68.30
20221209,"476,136","68,455",6.96,"267,495",56.18,123,34,17,10,62,48.23,63.70
20221202,"476,136","70,260",6.78,"254,605",53.47,117,35,15,11,56,45.53,65.20
20221125,"476,136","71,105",6.70,"253,539",53.25,105,26,13,10,56,46.73,57.20
20221118,"476,136","69,023",6.90,"257,209",54.02,101,25,12,8,56,48.14,54.20
20221111,"476,136","67,041",7.10,"266,192",55.91,102,27,13,4,58,50.43,51.70
20221104,"476,136","66,614",7.15,"270,740",56.86,105,25,17,8,55,50.26,53.00
20221028,"476,136","65,689",7.25,"276,925",58.16,104,24,16,7,57,51.85,49.05
20221021,"476,136","65,338",7.29,"276,666",58.11,99,21,11,8,59,52.77,52.10
20221014,"476,136","64,823",7.35,"280,299",58.87,101,18,12,10,61,53.34,55.40
20221007,"476,136","64,454",7.39,"281,081",59.03,101,19,11,9,62,53.66,57.10
20220930,"476,136","63,363",7.51,"285,865",60.04,101,18,13,9,61,54.53,56.90
20220923,"476,136","61,389",7.76,"292,946",61.53,101,20,12,8,61,56.08,63.80
20220916,"476,136","61,768",7.71,"289,002",60.70,98,21,11,5,61,55.84,64.50
20220908,"476,136","62,321",7.64,"287,904",60.47,99,21,9,6,63,55.75,66.90
20220902,"476,136","62,816",7.58,"285,585",59.98,96,20,7,6,63,55.67,64.80
20220826,"476,136","63,058",7.55,"283,980",59.64,96,20,6,7,63,55.27,64.20
20220819,"476,134","62,545",7.61,"285,359",59.93,97,18,5,9,65,55.55,63.70
20220812,"476,134","63,003",7.56,"280,080",58.82,99,22,7,8,62,53.96,63.10
20220805,"476,134","65,828",7.23,"266,895",56.05,95,18,9,7,61,51.49,57.70
20220729,"476,134","69,229",6.88,"253,544",53.25,96,19,12,5,60,48.58,58.20
20220722,"476,134","72,705",6.55,"235,688",49.50,95,23,10,9,53,44.00,54.80
20220715,"476,134","70,430",6.76,"245,158",51.49,98,20,12,10,56,45.66,54.00
20220708,"476,134","70,779",6.73,"242,229",50.87,98,20,14,8,56,45.20,54.20
20220701,"476,134","71,981",6.61,"239,067",50.21,98,25,10,7,56,44.66,55.50
20220624,"476,134","73,624",6.47,"225,300",47.32,87,22,10,7,48,42.17,53.80
20220617,"476,134","72,247",6.59,"231,558",48.63,90,27,8,6,49,43.54,47.95
20220610,"476,134","71,701",6.64,"235,928",49.55,92,27,10,3,52,44.63,51.30
20220602,"476,134","71,272",6.68,"236,485",49.67,91,21,11,7,52,44.56,50.20
20220527,"476,134","70,439",6.76,"239,783",50.36,95,23,13,5,54,45.10,49.80
20220520,"476,134","70,432",6.76,"239,094",50.22,89,23,8,5,53,45.66,48.95
20220513,"476,134","70,387",6.76,"241,404",50.70,92,21,11,6,54,45.78,48.75
20220506,"476,134","70,431",6.76,"243,853",51.22,89,17,11,8,53,46.30,51.80
20220429,"476,134","68,650",6.94,"257,146",54.01,92,16,11,9,56,48.85,54.40
20220422,"476,134","67,973",7.00,"251,816",52.89,85,14,10,8,53,48.38,56.50
20220415,"476,134","67,883",7.01,"251,766",52.88,88,16,14,6,52,48.02,55.60
20220408,"476,134","67,814",7.02,"245,994",51.66,86,18,10,10,48,46.35,52.90
20220401,"476,134","67,126",7.09,"249,545",52.41,84,17,10,5,52,48.11,54.00
20220325,"476,134","65,120",7.31,"250,989",52.71,85,18,11,5,51,48.30,53.80
20220318,"476,134","66,949",7.11,"239,010",50.20,82,16,10,3,53,46.50,50.80
20220311,"476,134","69,495",6.85,"216,619",45.50,75,15,9,5,46,41.62,45.55
20220304,"476,134","69,558",6.85,"214,708",45.09,73,13,10,5,45,41.38,43.75
20220225,"476,134","69,365",6.86,"212,605",44.65,69,14,7,4,44,41.46,41.80
20220218,"476,134","69,207",6.88,"214,098",44.97,70,13,9,4,44,41.58,43.05
20220211,"476,134","69,184",6.88,"213,279",44.79,69,11,10,4,44,41.49,43.70
20220126,"476,134","69,264",6.87,"212,295",44.59,69,12,10,3,44,41.31,42.00
20220121,"476,134","69,089",6.89,"215,840",45.33,73,14,11,4,44,41.47,42.30
20220114,"476,134","68,897",6.91,"217,785",45.74,75,15,10,6,44,41.57,43.50
20220107,"476,134","68,891",6.91,"219,794",46.16,80,15,11,8,46,41.57,44.70
20211230,"476,134","69,314",6.87,"218,012",45.79,80,15,15,5,45,41.14,45.25
20211224,"476,134","69,734",6.83,"216,122",45.39,77,15,13,6,43,40.82,44.90
20211217,"476,134","69,298",6.87,"218,077",45.80,76,12,14,5,45,41.59,43.05
20211210,"476,134","69,029",6.90,"219,436",46.09,77,15,13,4,45,41.91,43.70
20211203,"476,134","69,087",6.89,"219,846",46.17,79,14,13,5,47,41.89,44.95
20211126,"476,134","69,375",6.86,"218,360",45.86,82,16,15,7,44,40.71,44.70
20211119,"476,134","69,746",6.83,"216,803",45.53,82,20,11,6,45,40.63,45.00
20211112,"476,134","70,995",6.71,"211,594",44.44,78,19,13,5,41,39.63,43.60
20211105,"476,134","71,894",6.62,"206,668",43.41,71,15,12,5,39,39.26,41.25
20211029,"476,134","72,013",6.61,"206,290",43.33,69,13,11,4,41,39.66,41.15
20211022,"476,134","71,456",6.66,"211,445",44.41,74,17,11,4,42,40.23,41.50
20211015,"476,134","69,653",6.84,"215,880",45.34,76,15,8,5,48,41.68,45.75
20211008,"476,134","69,724",6.83,"216,739",45.52,78,18,9,4,47,41.60,46.90
20211001,"476,134","69,421",6.86,"217,870",45.76,76,12,11,8,45,41.40,46.50
20210924,"476,134","69,314",6.87,"216,071",45.38,71,12,9,6,44,41.66,46.25
20210917,"476,134","69,389",6.86,"217,265",45.63,74,13,12,5,44,41.66,45.90
20210910,"476,134","69,343",6.87,"216,890",45.55,72,12,10,6,44,41.73,45.55
20210903,"476,134","68,884",6.91,"220,657",46.34,78,16,9,7,46,42.01,48.70
20210827,"476,134","68,983",6.90,"218,849",45.96,74,14,8,6,46,42.08,47.70
20210820,"476,134","69,048",6.90,"218,224",45.83,75,15,9,6,45,41.77,46.00
20210813,"476,134","69,274",6.87,"220,717",46.36,80,19,11,4,46,41.96,47.10
20210806,"476,134","68,953",6.91,"225,656",47.39,85,19,13,8,45,41.96,50.00
20210730,"476,134","69,311",6.87,"224,303",47.11,79,19,9,6,45,42.65,50.50
20210723,"476,134","68,240",6.98,"228,407",47.97,77,14,9,5,49,44.14,49.55
20210716,"476,134","68,265",6.97,"229,007",48.10,79,13,10,8,48,43.75,50.20
20210709,"476,134","67,854",7.02,"232,874",48.91,82,15,8,9,50,44.45,49.10
20210702,"476,134","67,220",7.08,"237,752",49.93,84,18,8,6,52,45.65,50.00
20210625,"476,134","66,703",7.14,"242,732",50.98,86,22,7,6,51,46.43,52.30
20210618,"476,134","66,777",7.13,"241,013",50.62,82,16,8,4,54,46.90,50.40
20210611,"476,134","67,459",7.06,"238,860",50.17,83,17,6,7,53,46.16,50.00
20210604,"476,134","67,522",7.05,"240,776",50.57,84,20,4,7,53,46.49,50.30
20210528,"476,134","68,128",6.99,"237,983",49.98,82,19,5,7,51,45.94,51.20
20210521,"476,134","68,716",6.93,"233,907",49.13,81,18,6,8,49,44.89,48.10
20210514,"476,134","68,857",6.91,"235,315",49.42,85,21,6,8,50,44.91,47.50
20210507,"476,134","69,319",6.87,"237,346",49.85,85,21,8,6,50,45.30,52.50
20210429,"476,134","69,936",6.81,"239,523",50.31,82,15,6,8,53,46.26,53.50
20210423,"476,134","68,735",6.93,"244,249",51.30,80,11,8,7,54,47.61,53.70
20210416,"476,134","69,029",6.90,"241,229",50.66,84,12,9,12,51,45.78,56.10
20210409,"476,134","68,588",6.94,"242,006",50.83,90,17,9,11,53,45.55,57.30
20210401,"476,134","67,203",7.09,"242,898",51.01,86,10,12,12,52,45.81,52.70
20210326,"476,134","66,743",7.13,"244,784",51.41,87,11,10,13,53,46.31,52.60
20210319,"476,134","65,126",7.31,"251,404",52.80,87,10,7,11,59,48.59,54.00
20210312,"476,134","63,851",7.46,"249,967",52.50,89,12,9,13,55,47.44,54.60
20210305,"476,134","63,868",7.45,"246,239",51.72,87,13,9,13,52,46.58,51.40
20210226,"476,134","63,184",7.54,"245,941",51.65,91,17,8,11,55,46.56,50.10
20210219,"476,134","62,072",7.67,"245,550",51.57,88,13,9,13,53,46.37,50.00
20210209,"476,134","63,194",7.53,"238,999",50.20,87,14,12,11,50,44.85,47.55
20210205,"476,134","63,023",7.55,"239,435",50.29,88,16,11,11,50,44.94,47.55
20210129,"476,134","63,307",7.52,"237,989",49.98,88,15,13,10,50,44.61,47.90
20210122,"476,134","63,339",7.52,"237,328",49.84,91,21,13,9,48,43.94,46.45
20210115,"476,134","63,622",7.48,"238,649",50.12,95,23,11,10,51,44.21,47.05
20210108,"476,134","61,763",7.71,"242,948",51.03,94,17,17,10,50,44.87,48.20
20201231,"476,134","55,973",8.51,"269,751",56.65,112,25,11,20,56,48.54,53.60
20201225,"476,134","55,879",8.52,"272,108",57.15,111,23,10,18,60,49.87,54.60
20201218,"476,134","55,728",8.54,"271,207",56.96,113,24,13,18,58,49.05,55.80
20201211,"476,134","49,244",9.67,"296,034",62.17,123,28,14,17,64,53.92,55.80
20201204,"476,134","51,884",9.18,"287,376",60.36,123,29,13,18,63,51.81,57.30
20201127,"476,093","51,104",9.32,"287,958",60.48,125,37,10,12,66,52.78,56.70
20201120,"475,445","53,175",8.94,"272,253",57.26,124,31,19,14,60,48.38,49.65
20201113,"473,625","54,068",8.76,"266,731",56.32,122,38,14,13,57,47.60,48.55
,
