Training RMSE  open_y,0.35587629085201866
Training R-squared open_y,0.8913733279197539
Training RMSE  high_y,0.6800309668653522
Training R-squared high_y,0.8855521193812554
Training RMSE  low_y,0.5527946937421447
Training R-squared low_y,0.8927986150187711
Training RMSE  close_y,0.9121853488307619
Training R-squared close_y,0.8572798418027036
Training RMSE  open_y_2day,0.9429951857513055
Training R-squared open_y_2day,0.8854300896718444
Training RMSE  high_y_2day,1.1300675926352977
Training R-squared high_y_2day,0.8856882637261229
Training RMSE  low_y_2day,0.9253210826746592
Training R-squared low_y_2day,0.9019071517646466
Training RMSE  close_y_2day,1.0951100243289207
Training R-squared close_y_2day,0.8993037173075772
Training RMSE  open_y_5day,1.1455700396458413
Training R-squared open_y_5day,0.9509108244927413
Training RMSE  high_y_5day,1.2263466731240145
Training R-squared high_y_5day,0.9536168057770604
Training RMSE  low_y_5day,1.004846326011123
Training R-squared low_y_5day,0.9616556024956405
Training RMSE  close_y_5day,1.072469603273403
Training R-squared close_y_5day,0.9622854398612615
Testing RMSE open_y,1.3204708209015348
Testing R-squared open_y,-0.11343730426767307
Testing RMSE high_y,2.37865756168132
Testing R-squared high_y,-0.05903806644264753
Testing RMSE low_y,1.8818822575478444
Testing R-squared low_y,-0.014375250096042125
Testing RMSE close_y,2.8527436491096934
Testing R-squared close_y,-0.20468897322414947
Testing RMSE open_y_2day,3.2148460680262794
Testing R-squared open_y_2day,-0.40796424090292227
Testing RMSE high_y_2day,3.5767137136625884
Testing R-squared high_y_2day,0.017135076254024106
Testing RMSE low_y_2day,2.889679318483957
Testing R-squared low_y_2day,0.08463495521426034
Testing RMSE close_y_2day,3.530693794334058
Testing R-squared close_y_2day,0.1169589880145494
Testing RMSE open_y_5day,3.7055679004638833
Testing R-squared open_y_5day,0.4781741798299559
Testing RMSE high_y_5day,3.5743302608821432
Testing R-squared high_y_5day,0.60552537979723
Testing RMSE low_y_5day,3.5505638913833297
Testing R-squared low_y_5day,0.5332799789095346
Testing RMSE close_y_5day,3.404724550750813
Testing R-squared close_y_5day,0.6476986007152614
