資料日期,集保總張數,總股東人數,平均張數/人,>400張大股東持有張數,>400張大股東持有百分比,>400張大股東人數,400~600張人數,600~800張人數,800~1000張人數,>1000張人數,>1000張大股東持有百分比,收盤價
20240308,"6,051,396","365,647",16.55,"3,494,878",57.75,510,174,78,63,195,54.52,19.80
20240301,"6,051,396","365,823",16.54,"3,502,326",57.88,506,174,76,62,194,54.67,19.80
20240223,"6,051,396","365,138",16.57,"3,515,557",58.09,512,180,74,60,198,54.89,19.85
20240216,"6,051,396","366,116",16.53,"3,513,791",58.07,513,187,71,63,192,54.79,20.25
20240205,"6,051,396","365,340",16.56,"3,524,815",58.25,515,186,72,62,195,54.98,20.50
20240202,"6,051,396","365,760",16.54,"3,520,357",58.17,515,183,74,61,197,54.92,20.45
20240126,"6,051,396","365,480",16.56,"3,527,925",58.30,518,180,74,61,203,55.06,20.70
20240119,"6,051,396","364,229",16.61,"3,549,196",58.65,518,180,71,65,202,55.39,20.20
20240112,"6,051,341","360,490",16.79,"3,598,446",59.47,522,180,68,68,206,56.21,21.10
20240105,"6,051,341","356,477",16.98,"3,651,692",60.35,519,173,66,68,212,57.16,21.70
20231229,"6,051,341","359,391",16.84,"3,622,489",59.86,521,174,72,67,208,56.62,21.65
20231222,"6,051,341","360,167",16.80,"3,601,428",59.51,529,183,69,65,212,56.26,21.90
20231215,"6,051,274","359,207",16.85,"3,626,636",59.93,530,181,73,63,213,56.68,21.55
20231208,"6,051,274","359,406",16.84,"3,632,302",60.03,529,180,72,67,210,56.73,21.65
20231201,"6,051,274","358,919",16.86,"3,629,826",59.98,527,175,79,64,209,56.69,21.15
20231124,"6,051,274","356,187",16.99,"3,665,128",60.57,531,176,80,61,214,57.30,21.30
20231117,"6,051,274","355,158",17.04,"3,675,695",60.74,536,183,77,64,212,57.41,21.80
20231110,"6,051,274","356,854",16.96,"3,662,808",60.53,531,179,79,62,211,57.24,20.80
20231103,"6,051,113","358,000",16.90,"3,662,349",60.52,538,180,80,63,215,57.20,21.15
20231027,"6,051,113","359,099",16.85,"3,643,572",60.21,532,179,80,64,209,56.89,19.65
20231020,"6,051,113","357,607",16.92,"3,657,960",60.45,544,181,85,62,216,57.07,19.00
20231013,"6,051,113","353,851",17.10,"3,701,875",61.18,549,182,81,61,225,57.85,20.90
20231006,"6,051,113","353,470",17.12,"3,709,825",61.31,554,185,82,64,223,57.90,21.40
20230928,"6,051,113","353,317",17.13,"3,713,075",61.36,554,187,83,59,225,58.00,21.20
20230922,"6,051,113","353,694",17.11,"3,714,493",61.39,552,188,84,58,222,58.01,21.85
20230915,"6,051,057","352,632",17.16,"3,734,683",61.72,540,180,79,58,223,58.48,22.45
20230908,"6,051,057","352,631",17.16,"3,737,825",61.77,534,177,75,59,223,58.57,22.70
20230901,"6,051,057","352,033",17.19,"3,753,168",62.02,533,181,74,58,220,58.82,22.95
20230825,"6,050,724","349,464",17.31,"3,793,380",62.69,526,166,76,59,225,59.59,23.75
20230818,"6,050,363","348,826",17.34,"3,810,032",62.97,516,167,70,56,223,59.97,23.65
20230811,"6,048,235","348,850",17.34,"3,812,919",63.04,507,162,68,59,218,60.06,25.30
20230804,"6,045,657","349,578",17.29,"3,804,376",62.93,496,161,64,51,220,60.11,24.95
