資料日期,集保總張數,總股東人數,平均張數/人,>400張大股東持有張數,>400張大股東持有百分比,>400張大股東人數,400~600張人數,600~800張人數,800~1000張人數,>1000張人數,>1000張大股東持有百分比,收盤價
20240223,"1,599,623","182,240",8.78,"1,231,735",77.00,527,139,86,54,248,65.97,1100.00
20240216,"1,599,648","193,096",8.28,"1,220,594",76.30,520,139,80,56,245,65.42,970.00
20240205,"1,599,648","196,515",8.14,"1,217,147",76.09,514,138,74,56,246,65.51,937.00
20240202,"1,599,648","196,321",8.15,"1,215,600",75.99,513,140,70,56,247,65.51,936.00
20240126,"1,599,648","191,592",8.35,"1,218,250",76.16,507,130,74,55,248,65.82,936.00
20240119,"1,599,648","192,097",8.33,"1,219,898",76.26,510,132,74,54,250,65.93,920.00
20240112,"1,599,648","185,522",8.62,"1,226,505",76.67,515,135,74,59,247,65.98,926.00
20240105,"1,599,648","179,276",8.92,"1,232,133",77.03,510,131,74,60,245,66.40,921.00
20231229,"1,599,648","168,512",9.49,"1,239,896",77.51,522,132,79,63,248,66.50,1015.00
20231222,"1,599,648","171,866",9.31,"1,235,867",77.26,515,131,78,60,246,66.47,990.00
20231215,"1,599,648","172,670",9.26,"1,235,012",77.21,515,136,81,55,243,66.40,996.00
20231208,"1,599,648","175,834",9.10,"1,233,018",77.08,518,136,84,55,243,66.19,943.00
20231201,"1,599,648","175,479",9.12,"1,231,174",76.97,516,134,80,60,242,66.05,947.00
20231124,"1,599,648","175,856",9.10,"1,230,805",76.94,517,137,80,64,236,65.69,945.00
20231117,"1,599,648","177,888",8.99,"1,231,394",76.98,512,128,88,57,239,66.07,904.00
20231110,"1,599,668","176,642",9.06,"1,235,601",77.24,510,130,88,55,237,66.32,884.00
20231103,"1,599,668","179,365",8.92,"1,235,482",77.23,502,123,93,51,235,66.46,870.00
20231027,"1,599,668","182,333",8.77,"1,238,991",77.45,498,122,89,51,236,66.87,801.00
20231020,"1,599,668","181,776",8.80,"1,244,918",77.82,500,126,85,51,238,67.30,828.00
20231013,"1,599,668","186,553",8.57,"1,247,385",77.98,501,126,87,51,237,67.37,842.00
20231006,"1,599,668","191,949",8.33,"1,245,536",77.86,497,121,88,49,239,67.49,786.00
20230928,"1,599,668","197,866",8.08,"1,241,788",77.63,489,117,84,48,240,67.62,735.00
20230922,"1,599,668","197,301",8.11,"1,242,302",77.66,491,119,82,48,242,67.70,746.00
20230915,"1,599,668","209,030",7.65,"1,232,498",77.05,488,117,83,46,242,67.21,763.00
20230908,"1,599,668","215,198",7.43,"1,228,902",76.82,489,119,84,48,238,66.79,709.00
20230901,"1,599,668","220,138",7.27,"1,222,868",76.45,485,113,81,50,241,66.64,710.00
20230825,"1,599,668","225,534",7.09,"1,221,688",76.37,488,119,79,47,243,66.64,694.00
20230818,"1,599,621","226,726",7.06,"1,220,646",76.31,488,112,83,48,245,66.61,674.00
20230811,"1,599,601","224,322",7.13,"1,224,862",76.57,493,119,85,41,248,66.96,679.00
20230804,"1,599,704","224,185",7.14,"1,225,861",76.63,495,123,80,42,250,67.02,706.00
20230728,"1,599,698","229,863",6.96,"1,217,236",76.09,495,123,80,49,243,66.11,658.00
20230721,"1,599,687","222,577",7.19,"1,225,363",76.60,498,124,77,50,247,66.69,682.00
20230714,"1,599,684","220,866",7.24,"1,228,237",76.78,504,127,82,48,247,66.68,692.00
20230707,"1,599,655","216,472",7.39,"1,233,278",77.10,504,118,89,46,251,67.10,682.00
20230630,"1,599,645","212,740",7.52,"1,236,405",77.29,501,119,88,43,251,67.46,688.00
20230621,"1,599,645","207,693",7.70,"1,240,379",77.54,505,122,90,48,245,67.25,693.00
20230616,"1,599,645","196,074",8.16,"1,250,028",78.14,506,122,88,46,250,68.04,751.00
20230609,"1,599,645","196,177",8.15,"1,249,893",78.14,506,120,93,44,249,67.95,764.00
20230602,"1,599,645","198,511",8.06,"1,245,937",77.89,504,124,87,47,246,67.68,751.00
20230526,"1,599,645","201,721",7.93,"1,241,950",77.64,502,125,81,56,240,67.13,730.00
20230519,"1,599,645","204,847",7.81,"1,239,308",77.47,504,130,80,57,237,66.77,698.00
20230512,"1,599,684","206,296",7.75,"1,237,004",77.33,505,128,82,56,239,66.70,673.00
20230505,"1,599,684","205,637",7.78,"1,235,739",77.25,505,129,80,58,238,66.59,675.00
20230428,"1,599,684","204,064",7.84,"1,233,999",77.14,505,128,82,57,238,66.43,665.00
20230421,"1,599,684","198,325",8.07,"1,238,083",77.40,513,134,77,62,240,66.48,665.00
20230414,"1,599,684","181,814",8.80,"1,249,790",78.13,521,140,78,64,239,66.89,748.00
20230407,"1,599,681","179,167",8.93,"1,250,598",78.18,519,137,84,57,241,67.22,749.00
20230331,"1,599,681","175,704",9.10,"1,254,003",78.39,520,136,82,60,242,67.42,787.00
20230324,"1,599,469","175,640",9.11,"1,253,497",78.37,520,134,86,60,240,67.27,790.00
20230317,"1,599,461","179,194",8.93,"1,248,441",78.05,515,135,80,57,243,67.35,773.00
20230310,"1,599,457","178,543",8.96,"1,248,783",78.08,510,131,85,54,240,67.38,756.00
20230303,"1,599,450","173,649",9.21,"1,255,041",78.47,512,133,83,56,240,67.71,775.00
20230224,"1,599,450","174,110",9.19,"1,257,062",78.59,509,134,80,59,236,67.77,723.00
20230217,"1,599,465","176,221",9.08,"1,254,155",78.41,506,133,80,57,236,67.74,723.00
20230210,"1,599,461","173,331",9.23,"1,259,053",78.72,507,132,81,59,235,67.89,740.00
20230203,"1,599,452","173,942",9.20,"1,256,422",78.55,501,128,81,56,236,67.95,751.00
20230117,"1,599,450","178,133",8.98,"1,251,455",78.24,493,119,83,55,236,67.79,693.00
20230113,"1,599,447","178,267",8.97,"1,253,568",78.38,497,123,81,54,239,68.00,694.00
20230106,"1,599,447","184,762",8.66,"1,245,381",77.86,494,119,78,58,239,67.57,660.00
20221230,"1,599,447","184,240",8.68,"1,245,060",77.84,497,125,78,56,238,67.46,625.00
20221223,"1,599,447","183,212",8.73,"1,246,179",77.91,497,121,80,56,240,67.56,660.00
20221216,"1,599,447","181,394",8.82,"1,245,559",77.87,498,127,82,54,235,67.31,660.00
20221209,"1,599,447","176,947",9.04,"1,252,233",78.29,503,129,80,56,238,67.68,729.00
20221202,"1,599,445","176,300",9.07,"1,253,813",78.39,501,126,79,57,239,67.81,739.00
20221125,"1,599,439","177,554",9.01,"1,253,366",78.36,507,130,78,56,243,67.77,727.00
20221118,"1,599,437","179,299",8.92,"1,251,626",78.25,508,136,77,56,239,67.56,722.00
20221111,"1,599,463","187,066",8.55,"1,243,461",77.74,498,129,79,56,234,67.17,700.00
20221104,"1,599,463","190,601",8.39,"1,243,849",77.77,499,132,77,58,232,67.13,597.00
20221028,"1,599,463","191,336",8.36,"1,246,202",77.91,500,135,76,58,231,67.26,565.00
