Training RMSE  open_y,0.558172156943781
Training R-squared open_y,0.8586010833796989
Training RMSE  high_y,0.6177072376403402
Training R-squared high_y,0.8836385146856564
Training RMSE  low_y,0.6039192899538179
Training R-squared low_y,0.8831305402359837
Training RMSE  close_y,0.865961108704499
Training R-squared close_y,0.8527845073635875
Training RMSE  open_y_2day,0.9167893098993247
Training R-squared open_y_2day,0.8912762849060814
Training RMSE  high_y_2day,0.9229391673769937
Training R-squared high_y_2day,0.9003231904358768
Training RMSE  low_y_2day,0.9123882136796961
Training R-squared low_y_2day,0.8990115758708553
Training RMSE  close_y_2day,0.9343451213423807
Training R-squared close_y_2day,0.9123518108596702
Training RMSE  open_y_5day,0.7945324203380333
Training R-squared open_y_5day,0.9704963489352091
Training RMSE  high_y_5day,0.7551954172138287
Training R-squared high_y_5day,0.9743909776633907
Training RMSE  low_y_5day,0.7507844959170875
Training R-squared low_y_5day,0.9732541584077381
Training RMSE  close_y_5day,0.8312164212172545
Training R-squared close_y_5day,0.9699723449334912
Testing RMSE open_y,1.6068133770124657
Testing R-squared open_y,-0.29814611128379864
Testing RMSE high_y,2.062103922260337
Testing R-squared high_y,-0.12922347456972338
Testing RMSE low_y,1.8721032841461311
Testing R-squared low_y,-0.11196426666371684
Testing RMSE close_y,2.5918447302442815
Testing R-squared close_y,-0.22942984712438075
Testing RMSE open_y_2day,2.7148077999876796
Testing R-squared open_y_2day,-0.03323324252418658
Testing RMSE high_y_2day,2.7002546763747035
Testing R-squared high_y_2day,0.06968974726809907
Testing RMSE low_y_2day,2.6427754121646356
Testing R-squared low_y_2day,0.10501754265872665
Testing RMSE close_y_2day,2.99537642462759
Testing R-squared close_y_2day,0.062097775961999946
Testing RMSE open_y_5day,2.8787655006859105
Testing R-squared open_y_5day,0.6204662599912192
Testing RMSE high_y_5day,3.230417825927169
Testing R-squared high_y_5day,0.5332210419791035
Testing RMSE low_y_5day,2.910888953072335
Testing R-squared low_y_5day,0.6243019110883008
Testing RMSE close_y_5day,3.3924709857633735
Testing R-squared close_y_5day,0.5203213133469188
