Training RMSE  open_y,0.44208244740422453
Training R-squared open_y,0.8372228148642328
Training RMSE  high_y,0.6749422932055125
Training R-squared high_y,0.8630743742417052
Training RMSE  low_y,0.6570243726349249
Training R-squared low_y,0.8553329688749907
Training RMSE  close_y,0.8469993209644596
Training R-squared close_y,0.8485109146954772
Training RMSE  open_y_2day,0.9216504057418362
Training R-squared open_y_2day,0.850503640896372
Training RMSE  high_y_2day,1.0137809851647135
Training R-squared high_y_2day,0.8795389046598725
Training RMSE  low_y_2day,0.8366902513386193
Training R-squared low_y_2day,0.9067076137739201
Training RMSE  close_y_2day,0.9508408803163353
Training R-squared close_y_2day,0.9062843648975767
Training RMSE  open_y_5day,0.9369790337722069
Training R-squared open_y_5day,0.9534688574701681
Training RMSE  high_y_5day,0.8197260757561772
Training R-squared high_y_5day,0.9687478166865365
Training RMSE  low_y_5day,0.9098517241710411
Training R-squared low_y_5day,0.9575824111346979
Training RMSE  close_y_5day,0.9251719508191087
Training R-squared close_y_5day,0.9601259293196408
Testing RMSE open_y,0.9652524553657794
Testing R-squared open_y,-0.2102094734513391
Testing RMSE high_y,1.903894968755086
Testing R-squared high_y,0.027126776183624912
Testing RMSE low_y,1.7002882355905378
Testing R-squared low_y,-0.1064472391644824
Testing RMSE close_y,2.371055612623852
Testing R-squared close_y,-0.09505319396158751
Testing RMSE open_y_2day,2.655765489410225
Testing R-squared open_y_2day,-0.1279237473227639
Testing RMSE high_y_2day,2.775204030258014
Testing R-squared high_y_2day,0.19435182184488187
Testing RMSE low_y_2day,2.6006616162970047
Testing R-squared low_y_2day,0.0929661851204594
Testing RMSE close_y_2day,2.7178188614276
Testing R-squared close_y_2day,0.1998889717569744
Testing RMSE open_y_5day,2.898869331203321
Testing R-squared open_y_5day,0.5373840444111687
Testing RMSE high_y_5day,3.0774796747777846
Testing R-squared high_y_5day,0.5898596729700585
Testing RMSE low_y_5day,2.7281084002193183
Testing R-squared low_y_5day,0.6280540460764349
Testing RMSE close_y_5day,3.0520838285450416
Testing R-squared close_y_5day,0.6166083000065095
