資料日期,集保總張數,總股東人數,平均張數/人,>400張大股東持有張數,>400張大股東持有百分比,>400張大股東人數,400~600張人數,600~800張人數,800~1000張人數,>1000張人數,>1000張大股東持有百分比,收盤價
20240223,"298,984","35,799",8.35,"246,345",82.39,87,11,12,13,51,73.75,196.50
20240216,"298,984","36,082",8.29,"246,133",82.32,88,13,10,13,52,73.89,198.50
20240205,"298,984","36,130",8.28,"245,531",82.12,87,11,11,13,52,73.81,176.00
20240202,"298,984","36,139",8.27,"246,685",82.51,90,13,12,13,52,73.73,174.00
20240126,"298,984","35,974",8.31,"246,972",82.60,90,12,14,13,51,73.33,170.00
20240119,"298,984","35,590",8.40,"248,070",82.97,92,13,14,14,51,73.33,162.50
20240112,"298,984","34,881",8.57,"248,260",83.03,91,11,13,15,52,73.58,177.00
20240105,"298,984","34,811",8.59,"248,486",83.11,92,12,12,16,52,73.49,179.00
20231229,"298,984","34,660",8.63,"248,478",83.11,91,11,12,16,52,73.60,182.50
20231222,"298,984","34,608",8.64,"248,658",83.17,91,11,12,16,52,73.72,181.00
20231215,"298,984","34,659",8.63,"248,013",82.95,90,10,12,16,52,73.67,179.00
20231208,"298,984","34,381",8.70,"248,640",83.16,91,11,13,14,53,74.10,184.50
20231201,"298,984","34,329",8.71,"248,773",83.21,92,13,12,14,53,74.03,185.50
20231124,"298,984","34,370",8.70,"249,081",83.31,93,16,11,14,52,73.75,174.50
20231117,"298,984","34,304",8.72,"249,538",83.46,95,16,13,14,52,73.47,176.00
20231110,"298,984","33,955",8.81,"250,516",83.79,96,16,13,14,53,73.69,161.00
20231103,"298,984","33,778",8.85,"250,452",83.77,95,16,12,14,53,73.94,171.50
20231027,"298,984","33,713",8.87,"251,441",84.10,97,18,12,14,53,74.00,169.50
20231020,"298,984","33,605",8.90,"251,912",84.26,96,18,10,14,54,74.54,174.00
20231013,"298,984","33,519",8.92,"251,777",84.21,96,19,8,14,55,74.83,180.00
20231006,"298,984","33,488",8.93,"251,662",84.17,97,20,8,14,55,74.64,177.50
20230928,"298,984","33,402",8.95,"251,679",84.18,96,18,9,13,56,74.96,175.00
20230922,"298,984","33,097",9.03,"252,158",84.34,96,17,9,14,56,75.04,184.00
20230915,"298,984","32,981",9.07,"252,637",84.50,97,18,9,14,56,75.01,196.50
20230908,"298,984","32,825",9.11,"252,180",84.35,96,17,11,11,57,75.42,202.00
20230901,"298,984","32,971",9.07,"251,363",84.07,96,17,11,11,57,75.16,193.50
20230825,"298,984","32,940",9.08,"250,163",83.67,96,16,12,13,55,74.14,185.00
20230818,"298,984","32,893",9.09,"250,556",83.80,97,17,11,14,55,73.92,193.50
20230811,"298,984","32,986",9.06,"250,149",83.67,98,15,13,17,53,72.83,209.00
20230804,"298,984","32,995",9.06,"250,085",83.64,97,15,11,15,56,73.87,213.50
20230728,"298,984","33,025",9.05,"250,794",83.88,98,15,14,14,55,73.79,214.50
20230721,"298,984","33,210",9.00,"251,647",84.17,100,19,13,14,54,73.63,216.00
20230714,"298,984","33,541",8.91,"250,552",83.80,98,18,11,14,55,74.05,223.50
20230707,"298,984","34,008",8.79,"248,549",83.13,93,14,12,15,52,73.44,219.50
20230630,"298,984","34,171",8.75,"248,839",83.23,92,14,11,14,53,74.07,222.00
20230621,"298,984","34,539",8.66,"248,031",82.96,91,13,12,15,51,73.36,203.50
20230616,"298,984","34,606",8.64,"247,311",82.72,90,12,11,15,52,73.54,202.00
20230609,"298,984","34,770",8.60,"247,396",82.75,90,12,13,13,52,73.60,196.50
20230602,"298,984","34,810",8.59,"247,701",82.85,91,14,13,14,50,73.11,193.50
20230526,"298,984","35,414",8.44,"246,961",82.60,92,17,13,13,49,72.61,182.00
20230519,"298,984","35,866",8.34,"246,600",82.48,93,20,10,14,49,72.35,176.50
20230512,"298,984","35,952",8.32,"245,645",82.16,91,16,11,16,48,71.88,177.50
20230505,"298,984","36,412",8.21,"245,401",82.08,92,17,12,15,48,71.75,170.00
20230428,"298,984","36,716",8.14,"244,865",81.90,92,16,14,14,48,71.68,171.50
20230421,"298,984","35,769",8.36,"245,162",82.00,92,18,12,14,48,71.87,168.00
20230414,"298,984","34,274",8.72,"245,477",82.10,92,20,8,16,48,71.95,169.00
20230407,"298,984","33,199",9.01,"246,544",82.46,92,17,12,15,48,72.24,165.00
20230331,"298,984","33,000",9.06,"247,107",82.65,93,20,10,15,48,72.27,168.50
20230324,"298,984","32,527",9.19,"247,152",82.66,92,18,11,15,48,72.45,167.00
20230317,"298,984","31,892",9.37,"247,692",82.84,91,17,9,16,49,73.06,157.50
20230310,"298,984","30,539",9.79,"249,669",83.51,92,15,13,15,49,73.39,176.00
20230303,"298,984","29,792",10.04,"249,912",83.59,93,15,14,15,49,73.28,180.00
20230224,"298,984","29,513",10.13,"249,322",83.39,92,15,11,17,49,73.17,180.00
20230217,"298,984","29,227",10.23,"249,382",83.41,92,16,10,17,49,73.31,182.00
20230210,"298,984","28,658",10.43,"250,206",83.69,93,15,12,17,49,73.29,186.00
20230203,"298,984","28,619",10.45,"250,858",83.90,95,19,11,15,50,73.68,190.00
20230117,"298,984","28,493",10.49,"250,886",83.91,96,19,12,14,51,73.85,185.50
20230113,"298,984","28,773",10.39,"249,545",83.46,95,18,10,16,51,73.45,180.00
20230106,"298,984","28,756",10.40,"248,759",83.20,94,17,9,17,51,73.31,173.50
20221230,"298,984","28,818",10.37,"249,050",83.30,95,17,10,17,51,73.21,167.00
20221223,"298,984","28,726",10.41,"249,471",83.44,97,18,11,17,51,73.00,171.00
20221216,"298,984","28,576",10.46,"249,269",83.37,98,18,12,18,50,72.37,172.50
20221209,"298,984","28,260",10.58,"249,057",83.30,96,19,10,17,50,72.81,193.50
20221202,"298,984","28,215",10.60,"250,384",83.75,99,22,11,17,49,72.54,187.50
20221125,"298,984","28,289",10.57,"249,656",83.50,97,20,10,18,49,72.62,182.50
20221118,"298,984","28,172",10.61,"249,502",83.45,97,19,13,17,48,72.30,176.00
20221111,"298,984","27,726",10.78,"250,551",83.80,96,19,15,13,49,73.32,195.00
