Date,Total Shares,Number of Shareholders,NoS Change,Shares per Shareholders,SpS Change,>400 Shares Held,>400 Holding Percentage,FHHP Change,>400 NoS,400-600 NoS,600-800 NoS,800-1000 NoS,>1000 NoS,>1000 Holding Percentage,OTHP Change,Closing Price,Price Change Percentage
2020-11-13,298984.0,22858.0,0.0,13.08,0.0,243851.0,81.56,0.0,105.0,25.0,20.0,8.0,52.0,70.55,0.0,248.0,0.0
2020-11-20,298984.0,23405.0,547.0,12.77,-0.3100000000000005,243103.0,81.31,-0.25,103.0,26.0,18.0,8.0,51.0,70.36,-0.18999999999999773,248.0,0.0
2020-11-27,298984.0,23635.0,230.0,12.65,-0.11999999999999922,242989.0,81.27,-0.04000000000000625,102.0,23.0,19.0,9.0,51.0,70.39,0.030000000000001137,250.0,0.008064516129032258
2020-12-04,298984.0,23449.0,-186.0,12.75,0.09999999999999964,244247.0,81.69,0.4200000000000017,102.0,23.0,18.0,11.0,50.0,70.47,0.0799999999999983,250.0,0.0
2020-12-11,298984.0,23263.0,-186.0,12.85,0.09999999999999964,245002.0,81.94,0.25,102.0,23.0,18.0,11.0,50.0,70.73,0.2600000000000051,252.0,0.008
2020-12-18,298984.0,23316.0,53.0,12.82,-0.02999999999999936,245677.0,82.17,0.23000000000000398,104.0,25.0,15.0,12.0,52.0,71.2,0.46999999999999886,247.0,-0.01984126984126984
2020-12-25,298984.0,23878.0,562.0,12.52,-0.3000000000000007,244991.0,81.94,-0.23000000000000398,103.0,24.0,16.0,11.0,52.0,71.19,-0.010000000000005116,224.0,-0.0931174089068826
2020-12-31,298984.0,24005.0,127.0,12.46,-0.05999999999999872,244179.0,81.67,-0.269999999999996,102.0,23.0,16.0,11.0,52.0,71.03,-0.1599999999999966,236.0,0.05357142857142857
2021-01-08,298984.0,23449.0,-556.0,12.75,0.28999999999999915,245621.0,82.15,0.480000000000004,101.0,20.0,19.0,9.0,53.0,71.96,0.9299999999999926,252.0,0.06779661016949153
2021-01-15,298984.0,22556.0,-893.0,13.26,0.5099999999999998,246769.0,82.54,0.39000000000000057,101.0,21.0,17.0,9.0,54.0,72.7,0.7400000000000091,264.0,0.047619047619047616
2021-01-22,298984.0,22255.0,-301.0,13.43,0.16999999999999993,246021.0,82.29,-0.25,100.0,18.0,18.0,9.0,55.0,72.83,0.12999999999999545,285.0,0.07954545454545454
2021-01-29,298984.0,21848.0,-407.0,13.68,0.25,245514.0,82.12,-0.1700000000000017,102.0,19.0,18.0,10.0,55.0,72.13,-0.7000000000000028,265.5,-0.06842105263157895
2021-02-05,298984.0,21281.0,-567.0,14.05,0.370000000000001,246384.0,82.41,0.28999999999999204,103.0,19.0,18.0,12.0,54.0,71.79,-0.3399999999999892,288.5,0.08662900188323917
2021-02-09,298984.0,21564.0,283.0,13.86,-0.19000000000000128,246710.0,82.52,0.10999999999999943,104.0,20.0,19.0,11.0,54.0,71.76,-0.030000000000001137,288.5,0.0
2021-02-19,298984.0,21869.0,305.0,13.67,-0.1899999999999995,245799.0,82.21,-0.3100000000000023,104.0,20.0,19.0,11.0,54.0,71.46,-0.30000000000001137,290.0,0.005199306759098787
