資料日期,集保總張數,總股東人數,平均張數/人,>400張大股東持有張數,>400張大股東持有百分比,>400張大股東人數,400~600張人數,600~800張人數,800~1000張人數,>1000張人數,>1000張大股東持有百分比,收盤價
20240223,"3,587,475","217,647",16.48,"2,689,340",74.96,388,94,46,22,226,72.23,55.10
20240216,"3,587,475","213,985",16.77,"2,703,125",75.35,396,96,45,31,224,72.38,58.10
20240205,"3,587,475","216,057",16.60,"2,692,573",75.05,396,96,45,30,225,72.10,56.50
20240202,"3,587,475","216,697",16.56,"2,688,661",74.95,394,94,45,30,225,72.01,56.30
20240126,"3,587,475","210,264",17.06,"2,719,298",75.80,409,98,52,34,225,72.56,55.40
20240119,"3,587,475","222,454",16.13,"2,650,733",73.89,398,100,45,29,224,70.90,51.90
20240112,"3,587,475","218,647",16.41,"2,671,090",74.46,405,102,48,31,224,71.33,51.10
20240105,"3,587,475","215,914",16.62,"2,687,642",74.92,412,105,50,30,227,71.74,50.80
20231229,"3,587,475","211,859",16.93,"2,706,178",75.43,412,104,50,30,228,72.26,52.80
20231222,"3,587,475","209,191",17.15,"2,716,511",75.72,410,101,52,31,226,72.53,50.60
20231215,"3,587,475","186,983",19.19,"2,805,162",78.19,409,102,49,36,222,74.90,48.40
20231208,"3,587,475","194,264",18.47,"2,762,050",76.99,393,93,52,33,215,73.86,42.30
20231201,"3,587,475","193,164",18.57,"2,771,622",77.26,397,92,52,36,217,74.06,41.95
20231124,"3,587,475","192,132",18.67,"2,784,888",77.63,404,89,58,34,223,74.39,41.80
20231117,"3,587,475","186,178",19.27,"2,816,505",78.51,410,90,57,33,230,75.31,42.65
20231110,"3,587,475","185,479",19.34,"2,820,554",78.62,411,90,57,33,231,75.42,42.50
20231103,"3,587,475","185,128",19.38,"2,822,709",78.68,413,85,58,37,233,75.43,41.50
20231027,"3,587,475","185,746",19.31,"2,822,576",78.68,416,88,59,36,233,75.40,42.95
20231020,"3,587,475","186,185",19.27,"2,826,059",78.78,422,90,58,39,235,75.41,43.65
20231013,"3,587,475","189,142",18.97,"2,823,340",78.70,425,89,62,37,237,75.31,47.35
20231006,"3,587,475","186,810",19.20,"2,836,897",79.08,423,89,64,36,234,75.68,51.10
20230928,"3,587,475","184,773",19.42,"2,845,121",79.31,422,86,65,36,235,75.94,49.00
20230922,"3,587,475","184,995",19.39,"2,845,072",79.31,421,85,64,37,235,75.95,49.35
20230915,"3,587,475","185,117",19.38,"2,855,533",79.60,427,88,57,41,241,76.24,52.10
20230908,"3,587,475","186,567",19.23,"2,856,434",79.62,433,91,63,43,236,76.06,54.00
20230901,"3,587,475","182,931",19.61,"2,875,943",80.17,433,89,61,44,239,76.65,53.60
20230825,"3,587,475","182,043",19.71,"2,879,062",80.25,428,95,56,37,240,76.95,55.80
20230818,"3,587,475","175,040",20.50,"2,896,203",80.73,424,90,54,39,241,77.47,57.00
20230811,"3,587,475","169,434",21.17,"2,910,882",81.14,439,95,58,45,241,77.58,57.50
20230804,"3,587,475","158,697",22.61,"2,937,754",81.89,435,101,56,40,238,78.42,58.00
20230728,"3,587,475","158,970",22.57,"2,938,435",81.91,433,95,57,37,244,78.59,69.90
20230721,"3,587,475","155,817",23.02,"2,939,678",81.94,435,92,57,35,251,78.71,67.00
20230714,"3,587,475","147,568",24.31,"2,938,982",81.92,446,97,58,37,254,78.57,55.80
20230707,"3,587,475","140,413",25.55,"2,953,812",82.34,457,102,63,38,254,78.77,44.60
20230630,"3,587,475","128,766",27.86,"2,995,898",83.51,466,103,63,49,251,79.65,43.20
20230621,"3,587,475","123,732",28.99,"3,009,539",83.89,475,103,70,48,254,79.91,44.75
20230616,"3,587,475","119,348",30.06,"3,026,302",84.36,470,104,70,40,256,80.58,45.50
20230609,"3,587,475","110,058",32.60,"3,061,732",85.35,463,102,68,38,255,81.68,38.65
20230602,"3,587,475","108,200",33.16,"3,064,197",85.41,457,100,68,34,255,81.89,36.25
20230526,"3,587,475","97,727",36.71,"3,101,786",86.46,448,96,68,31,253,83.06,34.10
20230519,"3,587,475","97,536",36.78,"3,098,174",86.36,445,95,65,34,251,82.97,31.45
20230512,"3,587,475","96,580",37.15,"3,101,922",86.47,436,93,66,31,246,83.16,32.75
20230505,"3,587,475","97,099",36.95,"3,096,688",86.32,433,92,64,32,245,83.03,32.10
20230428,"3,587,475","97,132",36.93,"3,098,000",86.36,434,92,67,30,245,83.06,33.10
20230421,"3,587,475","98,379",36.47,"3,090,822",86.16,428,95,64,26,243,82.96,32.40
20230414,"3,587,475","99,013",36.23,"3,086,077",86.02,422,96,57,29,240,82.88,31.60
20230407,"3,587,475","98,413",36.45,"3,089,584",86.12,419,94,63,27,235,82.95,31.50
20230331,"3,587,475","99,685",35.99,"3,080,291",85.86,411,92,59,28,232,82.78,31.95
20230324,"3,587,475","101,689",35.28,"3,066,892",85.49,399,91,56,27,225,82.49,30.75
20230317,"3,587,475","106,081",33.82,"3,032,676",84.54,391,93,49,29,220,81.59,28.15
20230310,"3,587,475","108,761",32.98,"3,011,036",83.93,384,90,49,30,215,81.00,27.05
20230303,"3,587,475","109,376",32.80,"3,004,274",83.74,380,85,50,29,216,80.88,26.70
20230224,"3,587,475","109,872",32.65,"3,000,437",83.64,378,82,48,31,217,80.81,26.60
20230217,"3,587,475","111,035",32.31,"2,993,160",83.43,376,84,44,33,215,80.62,26.40
20230210,"3,587,475","111,678",32.12,"2,989,098",83.32,382,88,44,33,217,80.45,25.60
20230203,"3,587,475","111,779",32.09,"2,987,034",83.26,379,83,44,30,222,80.53,25.65
20230117,"3,587,475","111,306",32.23,"2,989,992",83.35,374,80,42,33,219,80.61,25.70
20230113,"3,587,475","111,605",32.14,"2,988,813",83.31,376,82,41,34,219,80.54,25.90
20230106,"3,587,475","112,733",31.82,"2,981,941",83.12,383,87,40,37,219,80.23,26.10
20221230,"3,587,475","113,786",31.53,"2,975,302",82.94,382,90,38,34,220,80.10,26.25
20221223,"3,587,475","115,570",31.04,"2,964,020",82.62,386,94,42,31,219,79.74,26.00
20221216,"3,587,475","118,201",30.35,"2,948,290",82.18,385,97,45,30,213,79.23,25.70
20221209,"3,587,475","119,776",29.95,"2,935,655",81.83,383,93,44,32,214,78.90,24.50
20221202,"3,587,475","119,920",29.92,"2,934,991",81.81,377,91,43,32,211,78.90,23.90
20221125,"3,587,475","119,546",30.01,"2,941,901",82.00,378,93,45,28,212,79.13,24.00
20221118,"3,587,475","117,724",30.47,"2,953,999",82.34,378,91,46,27,214,79.50,25.00
20221111,"3,587,475","120,854",29.68,"2,932,226",81.74,380,88,50,27,215,78.87,24.10
20221104,"3,587,475","121,099",29.62,"2,931,421",81.71,380,88,49,31,212,78.76,23.65
20221028,"3,587,475","121,685",29.48,"2,927,345",81.60,379,89,45,32,213,78.69,23.50
20221021,"3,587,475","122,404",29.31,"2,922,349",81.46,375,87,47,29,212,78.61,22.85
20221014,"3,587,475","122,428",29.30,"2,922,173",81.45,377,92,45,29,211,78.56,23.15
20221007,"3,587,475","122,994",29.17,"2,915,488",81.27,381,94,47,27,213,78.35,23.00
20220930,"3,587,475","123,013",29.16,"2,914,676",81.25,383,97,48,28,210,78.24,22.90
20220923,"3,587,475","123,668",29.01,"2,908,898",81.08,383,95,46,31,211,78.09,22.70
20220916,"3,587,475","123,342",29.09,"2,911,203",81.15,381,95,49,29,208,78.15,22.90
20220908,"3,587,475","123,736",28.99,"2,907,901",81.06,381,95,48,27,211,78.13,23.50
20220902,"3,587,475","122,878",29.20,"2,913,125",81.20,383,94,48,28,213,78.26,22.70
20220826,"3,587,475","120,567",29.76,"2,932,550",81.74,386,93,49,28,216,78.80,23.75
20220819,"3,587,475","120,261",29.83,"2,936,275",81.85,386,91,50,28,217,78.90,24.05
20220812,"3,587,475","120,194",29.85,"2,936,310",81.85,386,88,48,27,223,79.02,24.50
20220805,"3,587,475","120,842",29.69,"2,931,655",81.72,387,91,46,29,221,78.84,24.15
20220729,"3,587,475","121,485",29.53,"2,928,120",81.62,386,90,48,26,222,78.79,23.70
20220722,"3,587,475","121,656",29.49,"2,924,555",81.52,388,94,47,27,220,78.63,22.95
20220715,"3,587,475","120,389",29.80,"2,935,523",81.83,391,94,49,29,219,78.85,22.45
20220708,"3,587,475","119,297",30.07,"2,940,332",81.96,394,98,47,30,219,78.94,24.00
20220701,"3,587,475","119,021",30.14,"2,940,702",81.97,398,100,48,29,221,78.94,24.75
20220624,"3,587,475","119,330",30.06,"2,939,915",81.95,400,102,47,29,222,78.90,25.15
20220617,"3,587,475","119,214",30.09,"2,940,828",81.97,397,98,51,28,220,78.92,25.15
20220610,"3,587,475","119,162",30.11,"2,940,617",81.97,399,102,46,28,223,78.96,25.45
20220602,"3,587,475","119,493",30.02,"2,937,443",81.88,395,96,48,27,224,78.95,25.50
20220527,"3,587,475","119,602",30.00,"2,937,303",81.88,402,102,43,29,228,78.92,25.70
20220520,"3,587,475","119,803",29.94,"2,937,426",81.88,402,97,46,31,228,78.88,25.95
