Date,Total Shares,Number of Shareholders,NoS Change,Shares per Shareholders,SpS Change,>400 Shares Held,>400 Holding Percentage,FHHP Change,>400 NoS,400-600 NoS,600-800 NoS,800-1000 NoS,>1000 NoS,>1000 Holding Percentage,OTHP Change,Closing Price,Price Change Percentage
2020-11-13,3587475.0,117860.0,0.0,30.44,0.0,2881291.0,80.32,0.0,446.0,104.0,50.0,37.0,255.0,76.98,0.0,22.9,0.0
2020-11-20,3587475.0,118265.0,405.0,30.33,-0.11000000000000298,2878469.0,80.24,-0.0799999999999983,445.0,106.0,48.0,35.0,256.0,76.98,0.0,22.9,0.0
2020-11-27,3587475.0,118883.0,618.0,30.18,-0.14999999999999858,2876439.0,80.18,-0.05999999999998806,443.0,108.0,50.0,35.0,250.0,76.85,-0.13000000000000966,23.35,0.019650655021834187
2020-12-04,3587475.0,118258.0,-625.0,30.34,0.16000000000000014,2877230.0,80.2,0.01999999999999602,442.0,105.0,53.0,35.0,249.0,76.86,0.010000000000005116,23.75,0.017130620985010645
2020-12-11,3587475.0,118269.0,11.0,30.33,-0.010000000000001563,2884452.0,80.4,0.20000000000000284,446.0,106.0,49.0,36.0,255.0,77.11,0.25,24.0,0.010526315789473684
2020-12-18,3587475.0,117760.0,-509.0,30.46,0.13000000000000256,2888813.0,80.52,0.11999999999999034,448.0,107.0,51.0,35.0,255.0,77.19,0.0799999999999983,23.7,-0.01250000000000003
2020-12-25,3587475.0,117593.0,-167.0,30.51,0.05000000000000071,2888882.0,80.53,0.010000000000005116,445.0,108.0,52.0,32.0,253.0,77.22,0.030000000000001137,23.95,0.010548523206751054
2020-12-31,3587475.0,117449.0,-144.0,30.54,0.029999999999997584,2890621.0,80.58,0.04999999999999716,446.0,109.0,48.0,35.0,254.0,77.26,0.04000000000000625,24.0,0.00208768267223385
2021-01-08,3587475.0,117516.0,67.0,30.53,-0.00999999999999801,2886135.0,80.45,-0.12999999999999545,448.0,108.0,51.0,36.0,253.0,77.05,-0.21000000000000796,23.85,-0.0062499999999999405
2021-01-15,3587475.0,118133.0,617.0,30.37,-0.16000000000000014,2876121.0,80.17,-0.28000000000000114,452.0,112.0,52.0,35.0,253.0,76.72,-0.3299999999999983,23.7,-0.006289308176100718
2021-01-22,3587475.0,119288.0,1155.0,30.07,-0.3000000000000007,2862705.0,79.8,-0.37000000000000455,454.0,109.0,53.0,38.0,254.0,76.29,-0.4299999999999926,23.1,-0.02531645569620244
