open,high,low,close,adj close,volume,MA3,MA5,MA5volume,MA20,MA10,adj close-MA5 distance,adj close-MA10 distance,adj close-MA20 distance,adj close-MA3 distance,MA20-MA10 distance,MA20-MA5 distance,MA10-MA5 distance,MA10-MA3 distance,MA20-MA3 distance,MA5-MA3 distance,Total Shares,Number of Shareholders,NoS Change,Shares per Shareholders,SpS Change,>400 Shares Held,>400 Holding Percentage,FHHP Change,>400 NoS,400-600 NoS,600-800 NoS,800-1000 NoS,>1000 NoS,>1000 Holding Percentage,OTHP Change,Closing Price,Price Change Percentage
68.0,68.4000015258789,66.80000305175781,66.9000015258789,66.9000015258789,425156.0,67.5999984741211,67.73999938964843,484005.4,66.65999908447266,67.38999938964844,-0.8399978637695256,-0.48999786376953125,0.24000244140624716,-0.6999969482421875,-0.7300003051757784,-1.0800003051757727,-0.3499999999999943,-0.20999908447265625,-0.9399993896484347,0.14000091552733807,78448.0,24033.0,-114.0,3.26,0.009999999999999787,39309.0,50.11,0.0,8.0,2.0,3.0,1.0,2.0,45.33,0.0,66.9,-0.03463203463203451
