Date,open,high,low,close,adj close,volume,MA3,MA5,MA5volume,MA20,MA10,adj close-MA5 distance,adj close-MA10 distance,adj close-MA20 distance,adj close-MA3 distance,MA20-MA10 distance,MA20-MA5 distance,MA10-MA5 distance,MA10-MA3 distance,MA20-MA3 distance,MA5-MA3 distance
2015-11-04,10.928291320800781,10.928291320800781,10.481224060058594,10.63024616241455,10.283546447753906,66433.0,10.443726539611816,10.677588844299317,72270.8,11.215792989730835,10.965912342071533,-0.3940423965454105,-0.682365894317627,-0.9322465419769284,-0.16018009185791016,0.2498806476593014,0.5382041454315178,0.28832349777221644,0.5221858024597168,0.7720664501190182,0.23386230468750036
2015-11-05,10.63024616241455,10.63024616241455,10.18317985534668,10.232853889465332,9.899114608764648,129846.0,10.187438329060873,10.418097496032715,89785.0,11.134101247787475,10.826555919647216,-0.5189828872680664,-0.9274413108825676,-1.2349866390228268,-0.28832372029622455,0.30754532814025914,0.7160037517547604,0.40845842361450124,0.6391175905863431,0.9466629187266022,0.23065916697184186
2015-11-06,10.232853889465332,10.878616333007812,10.083831787109375,10.878616333007812,10.523816108703613,130853.0,10.235492388407389,10.350822067260742,104480.8,11.071631050109863,10.749669647216797,0.17299404144287145,-0.22585353851318324,-0.5478149414062496,0.28832372029622455,0.3219614028930664,0.7208089828491211,0.3988475799560547,0.5141772588094078,0.8361386617024742,0.1153296788533531
2015-11-09,10.977965354919434,11.176660537719727,10.431550025939941,10.431550025939941,10.091330528259277,99649.0,10.171420415242514,10.235492324829101,101461.0,10.999550104141235,10.639145565032958,-0.14416179656982386,-0.5478150367736809,-0.908219575881958,-0.08008988698323627,0.3604045391082771,0.7640577793121341,0.40365324020385707,0.46772514979044466,0.8281296888987217,0.0640719095865876
2015-11-10,10.878616333007812,10.878616333007812,10.431550025939941,10.431550025939941,10.091330528259277,116761.0,10.235492388407389,10.177827644348145,108708.4,10.917858362197876,10.519010734558105,-0.0864971160888679,-0.4276802062988274,-0.8265278339385986,-0.1441618601481114,0.3988476276397712,0.7400307178497307,0.3411830902099595,0.283518346150716,0.6823659737904872,-0.05766474405924349
2015-11-11,10.82894229888916,10.82894229888916,10.232853889465332,10.282527923583984,9.947168350219727,75492.0,10.04327646891276,10.110552024841308,110520.2,10.843374729156494,10.394070434570313,-0.16338367462158132,-0.44690208435058665,-0.8962063789367676,-0.09610811869303326,0.44930429458618093,0.7328227043151863,0.2835184097290053,0.3507939656575534,0.8000982602437343,0.06727555592854806
2015-11-12,10.729594230651855,10.729594230651855,10.431550025939941,10.530898094177246,10.187438011169434,184200.0,10.075312296549479,10.168216705322266,121391.0,10.780904579162598,10.29315710067749,0.01922130584716797,-0.10571908950805664,-0.5934665679931648,0.11212571461995502,0.48774747848510813,0.6126878738403327,0.12494039535522461,0.21784480412801166,0.7055922826131198,0.09290440877278705
2015-11-13,10.481224060058594,10.530898094177246,10.332201957702637,10.431550025939941,10.091330528259277,76498.0,10.075312296549479,10.081719589233398,110520.0,10.713629055023194,10.21627082824707,0.009610939025879617,-0.12494029998779332,-0.6222985267639167,0.01601823170979877,0.4973582267761234,0.6319094657897963,0.13455123901367294,0.1409585316975921,0.6383167584737155,0.006407292683919152
2015-11-16,10.332201957702637,10.381875991821289,10.232853889465332,10.332201957702637,9.995223045349121,119780.0,10.091330528259277,10.062498092651367,114546.2,10.648756265640259,10.148995208740235,-0.0672750473022461,-0.153772163391114,-0.6535332202911377,-0.09610748291015625,0.4997610569000237,0.5862581729888916,0.0864971160888679,0.05766468048095774,0.5574257373809814,-0.028832435607910156
2015-11-17,10.282527923583984,10.431550025939941,10.232853889465332,10.431550025939941,10.091330528259277,81531.0,10.059294700622559,10.062498092651367,107500.2,10.59349422454834,10.120162868499756,0.028832435607910156,-0.02883234024047887,-0.5021636962890632,0.03203582763671875,0.47333135604858434,0.5309961318969734,0.05766477584838903,0.06086816787719762,0.534199523925782,0.0032033920288085938
