Date,Total Shares,Number of Shareholders,NoS Change,Shares per Shareholders,SpS Change,>400 Shares Held,>400 Holding Percentage,FHHP Change,>400 NoS,400-600 NoS,600-800 NoS,800-1000 NoS,>1000 NoS,>1000 Holding Percentage,OTHP Change,Closing Price,Price Change Percentage
2020-11-13,2840612.0,190871.0,0.0,14.88,0.0,2014118.0,70.9,0.0,549.0,120.0,59.0,55.0,315.0,65.61,0.0,30.3,0.0
2020-11-20,2840612.0,189821.0,-1050.0,14.96,0.08000000000000007,2014944.0,70.93,0.030000000000001137,554.0,125.0,56.0,55.0,318.0,65.59,-0.01999999999999602,30.05,-0.00825082508250825
2020-11-27,2840612.0,189447.0,-374.0,14.99,0.02999999999999936,2012200.0,70.84,-0.09000000000000341,551.0,123.0,49.0,61.0,318.0,65.53,-0.060000000000002274,30.95,0.029950083194675493
2020-12-04,2840612.0,192604.0,3157.0,14.75,-0.2400000000000002,1999683.0,70.4,-0.4399999999999977,552.0,120.0,57.0,62.0,313.0,64.93,-0.5999999999999943,31.3,0.01130856219709213
2020-12-11,2840612.0,193618.0,1014.0,14.67,-0.08000000000000007,1991994.0,70.13,-0.27000000000001023,554.0,119.0,53.0,68.0,314.0,64.58,-0.3500000000000085,31.6,0.009584664536741236
2020-12-18,2840612.0,193532.0,-86.0,14.68,0.009999999999999787,1985801.0,69.91,-0.21999999999999886,554.0,119.0,52.0,67.0,316.0,64.44,-0.14000000000000057,30.2,-0.04430379746835449
2020-12-25,2840612.0,193726.0,194.0,14.66,-0.019999999999999574,1982831.0,69.8,-0.10999999999999943,557.0,121.0,54.0,69.0,313.0,64.17,-0.269999999999996,30.55,0.01158940397350998
2020-12-31,2840612.0,193186.0,-540.0,14.7,0.03999999999999915,1985763.0,69.91,0.10999999999999943,557.0,119.0,55.0,69.0,314.0,64.3,0.12999999999999545,31.0,0.014729950900163642
2021-01-08,2840612.0,193231.0,45.0,14.7,0.0,1983088.0,69.81,-0.09999999999999432,559.0,120.0,57.0,66.0,316.0,64.23,-0.06999999999999318,31.0,0.0
2021-01-15,2840612.0,190222.0,-3009.0,14.93,0.23000000000000043,1997674.0,70.33,0.519999999999996,554.0,119.0,58.0,62.0,315.0,64.87,0.6400000000000006,31.0,0.0
2021-01-22,2840612.0,190444.0,222.0,14.92,-0.009999999999999787,1988754.0,70.01,-0.3199999999999932,558.0,124.0,60.0,58.0,316.0,64.54,-0.3299999999999983,30.7,-0.009677419354838733
2021-01-29,2840612.0,183704.0,-6740.0,15.46,0.5400000000000009,2035648.0,71.66,1.6499999999999915,548.0,119.0,56.0,58.0,315.0,66.38,1.8399999999999892,31.25,0.017915309446254093
2021-02-05,2840612.0,185116.0,1412.0,15.35,-0.11000000000000121,2018119.0,71.05,-0.6099999999999994,552.0,122.0,58.0,55.0,317.0,65.77,-0.6099999999999994,30.8,-0.014399999999999977
2021-02-09,2840612.0,185257.0,141.0,15.33,-0.019999999999999574,2016692.0,70.99,-0.060000000000002274,552.0,120.0,58.0,59.0,315.0,65.62,-0.14999999999999147,30.8,0.0
2021-02-19,2840612.0,186016.0,759.0,15.27,-0.0600000000000005,2011571.0,70.81,-0.1799999999999926,550.0,119.0,63.0,55.0,313.0,65.47,-0.15000000000000568,31.15,0.011363636363636295
2021-02-26,2840612.0,186985.0,969.0,15.19,-0.08000000000000007,2006453.0,70.63,-0.18000000000000682,546.0,114.0,65.0,55.0,312.0,65.3,-0.1700000000000017,32.0,0.02728731942215093
2021-03-05,2840612.0,189182.0,2197.0,15.02,-0.16999999999999993,1987610.0,69.97,-0.6599999999999966,544.0,115.0,65.0,53.0,311.0,64.71,-0.5900000000000034,31.65,-0.010937500000000044
2021-03-12,2840612.0,187393.0,-1789.0,15.16,0.14000000000000057,1994552.0,70.22,0.25,540.0,110.0,62.0,54.0,314.0,65.08,0.37000000000000455,32.4,0.023696682464454978
2021-03-19,2840612.0,184306.0,-3087.0,15.41,0.25,2015333.0,70.95,0.730000000000004,545.0,111.0,61.0,53.0,320.0,65.83,0.75,33.85,0.044753086419753174
2021-03-26,2903612.0,187890.0,3584.0,15.45,0.03999999999999915,2062611.0,71.04,0.09000000000000341,538.0,108.0,64.0,51.0,315.0,66.09,0.2600000000000051,33.45,-0.011816838995568643
