資料日期,集保總張數,總股東人數,平均張數/人,>400張大股東持有張數,>400張大股東持有百分比,>400張大股東人數,400~600張人數,600~800張人數,800~1000張人數,>1000張人數,>1000張大股東持有百分比,收盤價
20240223,"2,899,766","310,935",9.33,"1,876,113",64.70,515,123,64,48,280,59.51,116.00
20240216,"2,899,766","289,320",10.02,"1,941,698",66.96,522,127,67,42,286,61.83,126.00
20240205,"2,899,766","293,560",9.88,"1,928,271",66.50,520,131,66,39,284,61.41,124.50
20240202,"2,899,766","307,802",9.42,"1,881,496",64.88,504,121,66,42,275,59.88,120.00
20240126,"2,899,766","305,989",9.48,"1,890,254",65.19,500,120,64,42,274,60.28,113.00
20240119,"2,899,766","338,111",8.58,"1,750,347",60.36,459,107,60,41,251,55.82,107.00
20240112,"2,899,766","340,328",8.52,"1,752,783",60.45,463,115,58,36,254,55.99,99.50
20240105,"2,899,806","345,589",8.39,"1,720,928",59.35,464,121,54,35,254,54.92,93.60
20231229,"2,899,806","340,421",8.52,"1,751,661",60.41,464,119,57,30,258,56.11,98.60
20231222,"2,899,806","341,311",8.50,"1,748,036",60.28,458,110,54,34,260,56.09,94.20
20231215,"2,899,806","345,716",8.39,"1,730,250",59.67,464,117,61,32,254,55.25,91.60
20231208,"2,899,806","338,944",8.56,"1,752,427",60.43,471,114,62,31,264,56.08,92.60
20231201,"2,899,806","336,516",8.62,"1,757,914",60.62,475,117,61,30,267,56.25,92.80
20231124,"2,899,806","327,816",8.85,"1,813,882",62.55,490,125,61,36,268,57.86,96.00
20231117,"2,899,806","317,898",9.12,"1,860,540",64.16,500,132,64,36,268,59.23,99.00
20231110,"2,899,806","317,560",9.13,"1,874,028",64.63,503,133,70,34,266,59.61,98.10
20231103,"2,899,806","322,263",9.00,"1,859,946",64.14,491,120,68,37,266,59.31,91.20
20231027,"2,899,806","322,882",8.98,"1,863,352",64.26,492,119,67,36,270,59.51,94.30
20231020,"2,899,806","325,770",8.90,"1,851,505",63.85,501,124,71,34,272,58.98,91.40
20231013,"2,899,806","319,962",9.06,"1,888,332",65.12,541,136,71,42,292,59.79,99.10
20231006,"2,899,806","307,897",9.42,"1,937,714",66.82,536,137,70,40,289,61.55,108.50
20230928,"2,899,806","302,861",9.57,"1,964,946",67.76,519,126,70,37,286,62.81,101.50
20230922,"2,899,806","305,007",9.51,"1,953,135",67.35,517,127,68,42,280,62.28,102.50
20230915,"2,899,806","301,671",9.61,"1,974,671",68.10,522,126,70,42,284,62.98,104.50
20230908,"2,899,806","304,111",9.54,"1,967,837",67.86,525,130,70,34,291,62.91,109.00
20230901,"2,899,806","290,551",9.98,"2,015,602",69.51,532,135,67,38,292,64.41,109.00
20230825,"2,899,966","272,743",10.63,"2,077,760",71.65,532,131,64,45,292,66.50,111.00
20230818,"2,899,966","249,063",11.64,"2,139,115",73.76,542,129,64,48,301,68.55,120.50
20230811,"2,899,966","234,449",12.37,"2,186,055",75.38,543,126,63,50,304,70.20,115.00
20230804,"2,899,966","212,969",13.62,"2,225,544",76.74,547,129,61,59,298,71.24,114.00
20230728,"2,899,966","193,815",14.96,"2,266,049",78.14,558,135,62,51,310,72.81,157.00
20230721,"2,899,966","191,892",15.11,"2,268,093",78.21,571,136,64,51,320,72.82,147.50
20230714,"2,899,966","193,222",15.01,"2,259,507",77.91,591,142,73,48,328,72.29,142.00
20230707,"2,899,966","184,971",15.68,"2,251,471",77.64,583,143,71,42,327,72.23,106.00
20230630,"2,899,966","176,532",16.43,"2,264,374",78.08,567,140,64,34,329,73.15,90.80
20230621,"2,899,966","182,792",15.86,"2,232,618",76.99,569,141,62,42,324,71.81,84.10
20230616,"2,899,966","179,927",16.12,"2,241,705",77.30,572,131,62,42,337,72.27,80.20
20230609,"2,899,966","185,478",15.64,"2,213,277",76.32,562,126,63,47,326,71.23,73.00
20230602,"2,900,166","180,286",16.09,"2,219,896",76.54,557,128,60,47,322,71.47,71.10
20230526,"2,900,166","170,148",17.04,"2,238,297",77.18,520,130,50,46,294,72.35,65.00
20230519,"2,900,166","176,282",16.45,"2,183,036",75.27,518,127,51,48,292,70.42,53.20
20230512,"2,900,166","181,422",15.99,"2,138,318",73.73,529,132,51,53,293,68.65,50.10
20230505,"2,900,166","181,489",15.98,"2,131,357",73.49,541,138,57,54,292,68.13,49.15
20230428,"2,900,166","183,862",15.77,"2,105,709",72.61,526,127,59,49,291,67.54,46.50
20230421,"2,900,166","188,438",15.39,"2,073,608",71.50,523,133,55,51,284,66.36,44.50
20230414,"2,900,166","189,251",15.32,"2,058,078",70.96,522,137,58,48,279,65.76,43.95
20230407,"2,900,166","190,495",15.22,"2,036,513",70.22,521,148,55,50,268,64.86,40.60
20230331,"2,901,602","190,099",15.26,"2,037,066",70.20,518,144,52,49,273,65.03,41.85
20230324,"2,901,602","195,774",14.82,"1,983,402",68.36,495,137,53,46,259,63.37,40.00
20230317,"2,901,602","202,849",14.30,"1,910,872",65.86,474,132,50,47,245,61.00,34.95
20230310,"2,901,602","206,102",14.08,"1,885,161",64.97,470,132,48,46,244,60.19,33.60
20230303,"2,901,602","208,698",13.90,"1,861,195",64.14,466,131,51,47,237,59.28,32.65
20230224,"2,901,602","210,190",13.80,"1,837,831",63.34,467,130,53,47,237,58.46,33.15
20230217,"2,901,602","211,783",13.70,"1,831,984",63.14,450,126,47,48,229,58.41,31.65
20230210,"2,901,602","212,503",13.65,"1,824,944",62.89,443,121,51,43,228,58.32,31.20
20230203,"2,901,602","214,359",13.54,"1,812,779",62.48,441,121,50,44,226,57.89,31.95
20230117,"2,901,602","219,822",13.20,"1,779,012",61.31,436,123,46,50,217,56.61,30.20
