資料日期,集保總張數,總股東人數,平均張數/人,>400張大股東持有張數,>400張大股東持有百分比,>400張大股東人數,400~600張人數,600~800張人數,800~1000張人數,>1000張人數,>1000張大股東持有百分比,收盤價
20240223,"419,765","40,462",10.37,"308,429",73.48,39,9,6,5,19,70.38,131.00
20240216,"419,765","39,784",10.55,"308,633",73.53,39,12,3,5,19,70.53,128.50
20240205,"419,765","39,757",10.56,"309,029",73.62,39,11,2,5,21,70.98,127.00
20240202,"419,765","39,492",10.63,"309,305",73.69,40,11,4,4,21,70.91,129.00
20240126,"419,765","39,342",10.67,"309,883",73.82,40,11,4,5,20,70.77,129.50
20240119,"419,765","39,123",10.73,"309,814",73.81,41,13,4,5,19,70.45,132.50
20240112,"419,765","38,685",10.85,"310,851",74.05,43,13,5,6,19,70.34,134.50
20240105,"419,765","38,196",10.99,"311,165",74.13,43,10,8,5,20,70.48,139.50
20231229,"419,765","37,532",11.18,"312,593",74.47,46,13,10,3,20,70.65,142.00
20231222,"419,765","36,578",11.48,"312,153",74.36,47,13,10,4,20,70.32,139.50
20231215,"419,765","36,139",11.62,"314,305",74.88,47,13,10,3,21,70.99,141.00
20231208,"419,765","36,681",11.44,"315,065",75.06,48,11,11,4,22,71.13,143.00
20231201,"419,765","37,570",11.17,"313,272",74.63,49,14,10,3,22,70.70,149.50
20231124,"419,765","39,402",10.65,"307,768",73.32,44,10,7,4,23,70.12,139.00
20231117,"419,765","41,218",10.18,"304,262",72.48,45,12,7,3,23,69.38,138.50
20231110,"419,765","44,565",9.42,"296,159",70.55,44,11,10,2,21,67.31,131.00
20231103,"419,765","45,010",9.33,"296,982",70.75,49,16,8,4,21,66.89,127.50
20231027,"419,765","45,106",9.31,"296,242",70.57,46,13,8,3,22,67.11,125.50
20231020,"419,765","45,044",9.32,"296,722",70.69,47,9,11,4,23,67.12,132.50
20231013,"419,765","45,921",9.14,"294,043",70.05,47,11,11,2,23,66.62,131.00
20231006,"419,765","46,499",9.03,"292,988",69.80,47,11,9,6,21,65.84,128.00
20230928,"419,765","46,466",9.03,"292,799",69.75,47,11,9,4,23,66.20,125.00
20230922,"419,765","46,346",9.06,"293,327",69.88,51,13,10,7,21,65.28,128.00
20230915,"419,765","46,803",8.97,"291,605",69.47,53,16,11,5,21,64.82,132.50
20230908,"419,765","47,308",8.87,"291,153",69.36,54,15,11,6,22,64.65,127.00
20230901,"419,765","47,850",8.77,"289,727",69.02,55,15,13,7,20,63.78,123.50
20230825,"419,765","48,009",8.74,"288,272",68.67,54,15,14,7,18,63.18,120.50
20230818,"419,765","48,008",8.74,"288,971",68.84,54,13,14,8,19,63.39,125.00
20230811,"419,765","48,387",8.68,"288,054",68.62,54,13,13,8,20,63.33,124.00
20230804,"419,765","48,382",8.68,"288,614",68.76,55,13,12,7,23,63.88,126.50
20230728,"419,765","46,585",9.01,"294,593",70.18,56,15,8,8,25,65.44,142.00
20230721,"419,765","46,144",9.10,"293,614",69.95,55,12,13,7,23,64.94,140.00
20230714,"419,765","46,677",8.99,"293,034",69.81,59,20,14,5,20,64.12,137.00
20230707,"419,765","46,482",9.03,"293,236",69.86,57,15,16,4,22,64.65,131.00
20230630,"419,765","46,129",9.10,"294,017",70.04,55,15,14,4,22,65.23,128.50
20230621,"419,765","45,688",9.19,"294,871",70.25,58,19,14,4,21,64.93,128.00
20230616,"419,765","44,997",9.33,"296,028",70.52,58,17,14,5,22,65.22,131.50
20230609,"419,765","45,956",9.13,"292,596",69.70,58,17,16,4,21,64.27,128.00
20230602,"419,765","45,748",9.18,"293,350",69.88,61,20,16,5,20,63.90,127.00
20230526,"419,765","45,185",9.29,"294,783",70.23,63,17,18,8,20,63.74,125.50
20230519,"419,765","44,199",9.50,"297,630",70.90,64,19,12,12,21,64.39,126.00
20230512,"419,765","42,939",9.78,"298,481",71.11,61,20,11,8,22,65.37,125.50
20230505,"419,765","40,713",10.31,"302,953",72.17,65,22,10,11,22,65.70,133.50
20230428,"419,765","39,826",10.54,"304,964",72.65,68,23,14,11,20,65.36,133.00
20230421,"419,765","38,834",10.81,"306,600",73.04,71,27,12,13,19,64.96,139.00
20230414,"419,765","38,099",11.02,"308,700",73.54,74,30,14,11,19,65.21,148.50
20230407,"419,765","37,423",11.22,"310,272",73.92,75,32,14,9,20,65.85,147.50
20230331,"419,765","37,220",11.28,"311,561",74.22,78,33,14,11,20,65.68,149.50
20230324,"419,765","34,984",12.00,"315,348",75.12,78,30,12,12,24,67.05,155.50
20230317,"419,765","37,610",11.16,"309,901",73.83,69,25,11,10,23,66.94,148.00
20230310,"419,765","37,947",11.06,"309,946",73.84,71,27,12,11,21,66.39,145.00
20230303,"419,765","39,124",10.73,"307,830",73.33,71,24,17,8,22,66.13,150.50
20230224,"419,765","37,820",11.10,"310,819",74.05,76,25,17,10,24,66.27,147.50
20230217,"419,765","34,985",12.00,"315,391",75.14,73,21,21,7,24,67.79,144.50
20230210,"419,765","34,262",12.25,"317,578",75.66,71,21,13,10,27,68.92,147.50
20230203,"419,765","36,373",11.54,"311,790",74.28,65,19,9,9,28,68.77,151.50
20230117,"419,765","41,180",10.19,"302,760",72.13,63,19,12,10,22,65.91,126.00
20230113,"419,765","42,279",9.93,"299,311",71.30,61,17,13,10,21,65.11,124.00
20230106,"419,765","46,297",9.07,"290,490",69.20,56,22,10,6,18,63.77,118.00
20221230,"419,765","46,183",9.09,"290,865",69.29,56,20,11,7,18,63.68,115.00
20221223,"419,765","46,208",9.08,"291,636",69.48,57,20,12,6,19,63.86,117.00
20221216,"419,765","45,943",9.14,"291,692",69.49,58,20,13,9,16,63.08,121.00
20221209,"419,765","45,640",9.20,"293,162",69.84,60,21,15,8,16,63.10,121.50
20221202,"419,765","46,251",9.08,"291,558",69.46,58,18,13,11,16,62.89,124.50
20221125,"419,765","46,258",9.07,"293,495",69.92,61,21,13,10,17,63.28,120.00
20221118,"419,765","46,043",9.12,"288,961",68.84,58,16,16,8,18,62.69,115.50
