Date,Total Shares,Number of Shareholders,NoS Change,Shares per Shareholders,SpS Change,>400 Shares Held,>400 Holding Percentage,FHHP Change,>400 NoS,400-600 NoS,600-800 NoS,800-1000 NoS,>1000 NoS,>1000 Holding Percentage,OTHP Change,Closing Price,Price Change Percentage
2020-11-13,298462.0,24367.0,0.0,12.25,0.0,189759.0,63.58,0.0,17.0,7.0,3.0,0.0,7.0,61.79,0.0,41.9,0.0
2020-11-20,298467.0,24524.0,157.0,12.17,-0.08000000000000007,189948.0,63.64,0.060000000000002274,17.0,7.0,3.0,0.0,7.0,61.85,0.060000000000002274,43.7,0.04295942720763733
2020-11-27,298598.0,24734.0,210.0,12.07,-0.09999999999999964,189915.0,63.6,-0.03999999999999915,15.0,3.0,3.0,2.0,7.0,61.83,-0.020000000000003126,45.75,0.04691075514874135
2020-12-04,298959.0,24807.0,73.0,12.05,-0.019999999999999574,190796.0,63.82,0.21999999999999886,16.0,5.0,2.0,3.0,6.0,61.62,-0.21000000000000085,48.75,0.06557377049180328
2020-12-11,302582.0,25876.0,1069.0,11.69,-0.3600000000000012,191153.0,63.17,-0.6499999999999986,16.0,5.0,3.0,1.0,7.0,61.38,-0.23999999999999488,46.95,-0.036923076923076864
2020-12-18,387977.0,33208.0,7332.0,11.68,-0.009999999999999787,247227.0,63.72,0.5499999999999972,35.0,14.0,7.0,4.0,10.0,59.88,-1.5,44.75,-0.04685835995740155
2020-12-25,387983.0,34351.0,1143.0,11.29,-0.39000000000000057,240484.0,61.98,-1.740000000000002,29.0,12.0,7.0,3.0,7.0,58.55,-1.3300000000000054,46.4,0.036871508379888236
2020-12-31,388226.0,34309.0,-42.0,11.32,0.030000000000001137,241608.0,62.23,0.25,31.0,14.0,7.0,3.0,7.0,58.62,0.07000000000000028,47.45,0.02262931034482768
2021-01-08,388828.0,34531.0,222.0,11.26,-0.0600000000000005,239895.0,61.7,-0.529999999999994,29.0,13.0,6.0,3.0,7.0,58.4,-0.21999999999999886,45.35,-0.044257112750263464
2021-01-15,389119.0,33583.0,-948.0,11.59,0.33000000000000007,244250.0,62.77,1.0700000000000003,32.0,15.0,5.0,5.0,7.0,58.79,0.39000000000000057,47.3,0.04299889746416749
2021-01-22,389666.0,34069.0,486.0,11.44,-0.15000000000000036,239407.0,61.44,-1.3300000000000054,29.0,16.0,4.0,2.0,7.0,58.33,-0.46000000000000085,44.65,-0.056025369978858326
2021-01-29,389666.0,33874.0,-195.0,11.5,0.0600000000000005,239046.0,61.35,-0.0899999999999963,29.0,17.0,3.0,2.0,7.0,58.22,-0.10999999999999943,43.1,-0.03471444568868975
2021-02-05,389666.0,33680.0,-194.0,11.57,0.07000000000000028,237285.0,60.89,-0.46000000000000085,26.0,14.0,3.0,3.0,6.0,57.92,-0.29999999999999716,44.2,0.0255220417633411
2021-02-09,389666.0,33547.0,-133.0,11.62,0.049999999999998934,236682.0,60.74,-0.14999999999999858,24.0,12.0,3.0,2.0,7.0,58.2,0.28000000000000114,44.2,0.0
2021-02-19,389666.0,32976.0,-571.0,11.82,0.20000000000000107,239422.0,61.44,0.6999999999999957,27.0,12.0,5.0,3.0,7.0,58.46,0.259999999999998,47.45,0.07352941176470587
2021-02-26,389666.0,33115.0,139.0,11.77,-0.05000000000000071,241255.0,61.91,0.46999999999999886,29.0,13.0,6.0,3.0,7.0,58.58,0.11999999999999744,47.35,-0.002107481559536384
2021-03-05,389666.0,33045.0,-70.0,11.79,0.019999999999999574,241066.0,61.86,-0.04999999999999716,29.0,14.0,5.0,2.0,8.0,58.8,0.21999999999999886,44.3,-0.06441393875395997
2021-03-12,389666.0,33516.0,471.0,11.63,-0.15999999999999837,238599.0,61.23,-0.6300000000000026,27.0,14.0,4.0,2.0,7.0,58.39,-0.4099999999999966,44.6,0.0067720090293454695
2021-03-19,389666.0,34314.0,798.0,11.36,-0.27000000000000135,238743.0,61.27,0.04000000000000625,28.0,15.0,4.0,2.0,7.0,58.26,-0.13000000000000256,44.5,-0.0022421524663677446
2021-03-26,389666.0,34666.0,352.0,11.24,-0.11999999999999922,240254.0,61.66,0.38999999999999346,29.0,13.0,6.0,3.0,7.0,58.26,0.0,47.45,0.06629213483146074
2021-04-01,390674.0,30357.0,-4309.0,12.87,1.629999999999999,263394.0,67.42,5.760000000000005,40.0,10.0,10.0,5.0,15.0,63.21,4.950000000000003,58.2,0.22655426765015804
2021-04-09,398488.0,34913.0,4556.0,11.41,-1.459999999999999,263550.0,66.14,-1.2800000000000011,42.0,14.0,7.0,5.0,16.0,62.13,-1.0799999999999983,60.7,0.0429553264604811
2021-04-16,400663.0,34640.0,-273.0,11.57,0.16000000000000014,259137.0,64.68,-1.4599999999999937,43.0,16.0,10.0,4.0,13.0,60.08,-2.0500000000000043,71.1,0.17133443163097184
2021-04-23,400663.0,33487.0,-1153.0,11.96,0.39000000000000057,260852.0,65.11,0.4299999999999926,41.0,13.0,6.0,9.0,13.0,60.45,0.37000000000000455,74.4,0.0464135021097048
2021-04-29,400663.0,33164.0,-323.0,12.08,0.11999999999999922,258787.0,64.59,-0.519999999999996,42.0,9.0,11.0,8.0,14.0,59.73,-0.720000000000006,69.0,-0.0725806451612904
2021-05-07,400663.0,32195.0,-969.0,12.44,0.35999999999999943,261533.0,65.28,0.6899999999999977,41.0,7.0,10.0,5.0,19.0,61.54,1.8100000000000023,67.3,-0.024637681159420333
2021-05-14,400663.0,31594.0,-601.0,12.68,0.2400000000000002,260920.0,65.12,-0.1599999999999966,44.0,12.0,5.0,14.0,13.0,59.67,-1.8699999999999974,63.5,-0.056463595839524476
2021-05-21,400663.0,32283.0,689.0,12.41,-0.2699999999999996,260874.0,65.11,-0.010000000000005116,43.0,13.0,9.0,4.0,17.0,60.99,1.3200000000000003,64.0,0.007874015748031496
2021-05-28,400663.0,32082.0,-201.0,12.49,0.08000000000000007,265328.0,66.22,1.1099999999999994,45.0,13.0,6.0,6.0,20.0,62.27,1.2800000000000011,79.2,0.23750000000000004
2021-06-04,400663.0,31612.0,-470.0,12.67,0.17999999999999972,274179.0,68.43,2.210000000000008,49.0,14.0,8.0,4.0,23.0,64.43,2.1600000000000037,86.0,0.08585858585858581
2021-06-11,400663.0,34271.0,2659.0,11.69,-0.9800000000000004,274309.0,68.46,0.029999999999986926,48.0,12.0,7.0,11.0,18.0,63.31,-1.1200000000000045,83.0,-0.03488372093023256
2021-06-18,406417.0,35700.0,1429.0,11.38,-0.3099999999999987,275649.0,67.82,-0.6400000000000006,51.0,16.0,9.0,7.0,19.0,62.82,-0.490000000000002,79.6,-0.04096385542168682
2021-06-25,409294.0,35693.0,-7.0,11.47,0.08999999999999986,278027.0,67.93,0.11000000000001364,51.0,17.0,9.0,7.0,18.0,62.91,0.0899999999999963,84.3,0.05904522613065331
2021-07-02,410113.0,33691.0,-2002.0,12.17,0.6999999999999993,281713.0,68.69,0.7599999999999909,54.0,15.0,12.0,8.0,19.0,63.16,0.25,86.0,0.0201660735468565
2021-07-09,410393.0,31051.0,-2640.0,13.22,1.0500000000000007,293189.0,71.44,2.75,60.0,17.0,13.0,6.0,24.0,65.81,2.6500000000000057,105.5,0.22674418604651161
2021-07-16,410765.0,27431.0,-3620.0,14.97,1.75,311428.0,75.82,4.3799999999999955,64.0,17.0,10.0,6.0,31.0,70.81,5.0,137.0,0.2985781990521327
2021-07-23,411014.0,29894.0,2463.0,13.75,-1.2200000000000006,307711.0,74.87,-0.9499999999999886,59.0,12.0,12.0,6.0,29.0,70.04,-0.769999999999996,141.0,0.029197080291970802
2021-07-30,411234.0,37016.0,7122.0,11.11,-2.6400000000000006,295569.0,71.87,-3.0,59.0,16.0,9.0,9.0,25.0,66.41,-3.6300000000000097,135.0,-0.0425531914893617
2021-08-06,411234.0,39717.0,2701.0,10.35,-0.7599999999999998,292775.0,71.19,-0.6800000000000068,56.0,15.0,9.0,5.0,27.0,66.6,0.18999999999999773,150.0,0.1111111111111111
2021-08-13,411234.0,38893.0,-824.0,10.57,0.22000000000000064,296213.0,72.03,0.8400000000000034,62.0,17.0,10.0,7.0,28.0,66.8,0.20000000000000284,130.5,-0.13
2021-08-20,411234.0,39805.0,912.0,10.33,-0.2400000000000002,291200.0,70.81,-1.2199999999999989,62.0,19.0,13.0,3.0,27.0,65.63,-1.1700000000000017,144.0,0.10344827586206896
2021-08-27,414647.0,38002.0,-1803.0,10.91,0.5800000000000001,300019.0,72.36,1.5499999999999972,69.0,15.0,16.0,12.0,26.0,65.11,-0.519999999999996,150.0,0.041666666666666664
2021-09-03,414992.0,36865.0,-1137.0,11.26,0.34999999999999964,303173.0,73.06,0.7000000000000028,71.0,21.0,8.0,12.0,30.0,66.48,1.3700000000000045,165.5,0.10333333333333333
2021-09-10,417028.0,43372.0,6507.0,9.62,-1.6400000000000006,291362.0,69.87,-3.1899999999999977,61.0,21.0,10.0,4.0,26.0,64.74,-1.740000000000009,133.0,-0.19637462235649547
2021-09-17,417150.0,45428.0,2056.0,9.18,-0.4399999999999995,288062.0,69.05,-0.8200000000000074,52.0,14.0,10.0,6.0,22.0,64.42,-0.3199999999999932,126.5,-0.04887218045112782
2021-09-24,417157.0,45189.0,-239.0,9.23,0.05000000000000071,288347.0,69.12,0.07000000000000739,54.0,16.0,10.0,5.0,23.0,64.47,0.04999999999999716,135.0,0.06719367588932806
2021-10-01,417210.0,44774.0,-415.0,9.32,0.08999999999999986,290087.0,69.53,0.4099999999999966,54.0,16.0,11.0,4.0,23.0,64.84,0.37000000000000455,124.0,-0.08148148148148149
2021-10-08,417597.0,42651.0,-2123.0,9.79,0.46999999999999886,295954.0,70.87,1.3400000000000034,55.0,18.0,8.0,5.0,24.0,66.3,1.4599999999999937,131.0,0.056451612903225805
2021-10-15,417655.0,43817.0,1166.0,9.53,-0.2599999999999998,290549.0,69.57,-1.3000000000000114,50.0,14.0,8.0,4.0,24.0,65.63,-0.6700000000000017,122.0,-0.06870229007633588
2021-10-22,417673.0,41443.0,-2374.0,10.08,0.5500000000000007,295708.0,70.8,1.230000000000004,49.0,14.0,6.0,6.0,23.0,66.84,1.210000000000008,144.0,0.18032786885245902
