open,high,low,close,adj close,volume,MA3,MA5,MA5volume,MA20,MA10,volume_chage,adj close-MA5 distance,adj close-MA10 distance,adj close-MA20 distance,adj close-MA3 distance,MA20-MA10 distance,MA20-MA5 distance,MA10-MA5 distance,MA10-MA3 distance,MA20-MA3 distance,MA5-MA3 distance,Total Shares,Number of Shareholders,NoS Change,Shares per Shareholders,SpS Change,>400 Shares Held,>400 Holding Percentage,FHHP Change,>400 NoS,400-600 NoS,600-800 NoS,800-1000 NoS,>1000 NoS,>1000 Holding Percentage,OTHP Change,Closing Price,Price Change Percentage
132.0,133.5,131.0,131.0,131.0,1907110.0,131.0,131.4,1893351.8,130.375,129.9,0.007266584054796342,-0.4000000000000057,1.0999999999999943,0.625,0.0,0.4749999999999943,-1.0250000000000057,-1.5,-1.0999999999999943,-0.625,0.4000000000000057,419765.0,40462.0,678.0,10.37,-0.1800000000000015,308429.0,73.48,-0.04999999999999716,39.0,9.0,6.0,5.0,19.0,70.38,-0.15000000000000568,131.0,0.019455252918287938
