年月日,open_y,high_y,low_y,close_y,open_y_2day,high_y_2day,low_y_2day,close_y_2day,open_y_5day,high_y_5day,low_y_5day,close_y_5day
2020-11-06,0.6774977659269796,0.8129970356633428,-0.4065170678271415,0.27098961878628225,-1.084018840911462,-0.6775106735779686,-2.4390322814469245,-2.3035330049797995,-4.0650517301507225,-2.7100383949151796,-4.0650517301507225,-3.116546530658373
2020-11-09,-1.3513464511014226,-0.9459369015607526,-2.7026978695794885,-2.567564789730301,-2.9729632625689577,-2.0270213861567172,-3.648638977147177,-3.2432397343961696,-0.9459489230222184,3.108104840401292,-1.0810922964631555,2.8378284035112693
2020-11-10,-0.41608163848492874,0.55478794346773,-1.1095629346467648,-0.6934805059605554,0.1386824698278427,0.27738717714486666,-1.3869740755079236,-1.3869740755079236,6.241332668621174,6.796119822999707,3.8835004896184957,4.854370073517295
2020-11-11,0.8379741632555615,0.9776474777808473,-0.698336396321888,-0.698336396321888,-1.117320531896571,0.27932742298862423,-1.117320531896571,-0.13967122570824034,5.446928910731697,6.843576975774511,5.027930228987216,6.564251624997591
2020-11-12,-0.4219306307363454,0.984539214984813,-0.4219306307363454,0.5625939690631274,3.094239483369774,7.313648836350593,2.953583920526785,7.0323484411774775,7.173010362779847,8.016900952348893,6.329130503725403,7.594955657564364
2020-11-13,2.517482310654672,6.713286323306604,2.377613640514501,6.433559653507638,7.132874385525796,7.692317128079922,4.7552560677742965,5.734272864381913,7.412604119558604,7.552462141518445,6.293718602913634,6.9930193831959615
2020-11-16,0.6570434497302957,1.182669713077477,-1.5768556376363108,-0.6570171958940757,-0.7884221229677592,0.5256385111651274,-1.1826443234024249,0.2628303945333555,1.7082911276543176,1.8396951808548625,0.5256345978761007,1.8396951808548625
2020-11-17,-0.13227398993324008,1.1904773479484483,-0.5291034280144692,0.9259311170888389,0.7936516322647352,1.587310537737722,2.81858395281606e-06,1.1904810850012228,2.645502172423146,3.0423316119393142,1.8518533851827013,2.38095594060695
2020-11-18,-0.13106590482741268,0.6553116858358098,-0.9174334962841948,0.2621228905041928,0.6553116858358098,0.786371284544198,-0.39318510224420095,0.2621228905041928,1.572731170780396,1.834850348313052,1.0484828165094364,1.572731170780396
2020-11-19,0.3921608519710047,0.5228778116064176,-0.6535947712418303,0.0,1.1764649076880869,1.30718185740742,-7.585913955273693e-06,1.30718185740742,1.6993402236286739,2.3529349295052953,1.0457455177520407,1.5686133040023507
2020-11-20,1.1764649076880869,1.30718185740742,-7.585913955273693e-06,1.30718185740742,1.4379031227252375,1.8300639616314451,0.6535914179772678,1.1764692121640512,1.1764624643146182,1.5686133040023507,0.6535847050005742,1.5686133040023507
2020-11-23,0.12903454910216627,0.5161352775166477,-0.6451570633463072,-0.12902604025383974,0.0,0.25806057837702456,-0.5161310011340631,0.0,0.38710142495569283,0.5161317150606568,-1.9354831744540193,-0.6451605846441937
2020-11-24,0.12919273252090718,0.3875867064106963,-0.3876050723569086,0.12919273252090718,0.5167911230111989,1.1627858992333784,-0.1292036532109919,0.38758428208834306,-1.1627968511245135,0.12919273252090718,-1.8087916429472353,0.12919273252090718
2020-11-25,0.3870982876349545,1.032259562377128,-0.25806298710723014,0.25805815718267844,-0.129032701034753,0.25805815718267844,-0.6451636897044493,0.25805815718267844,-0.12902253706038896,0.7741994017485869,-0.5161232790532679,0.3871085041365142
2020-11-26,-0.386094509840354,0.0,-0.900897008668444,0.0,0.12871111823321252,0.25740929220210457,-2.187895289371858,-0.9008939116004252,0.3861110240187047,0.772215378650809,-0.5147860447340413,-0.3860878662038865
2020-11-27,0.12871111823321252,0.25740929220210457,-2.187895289371858,-0.9008939116004252,-1.5443952997776074,-0.2573939311472598,-2.1878959840927923,-0.2573939311472598,0.12871429651482846,1.6731120712462424,-0.12869187863479067,1.6731120712462424
2020-11-30,-0.6493513549992656,0.6493499344778577,-1.2987019997378386,0.6493499344778577,0.5194895896576055,1.4285765995344268,0.1298752092502324,1.0389721274323405,3.8961077877267187,5.844159808746597,3.636371481579379,5.714291655672916
2020-12-01,-0.12902253706038896,0.7741994017485869,-0.5161232790532679,0.3871085041365142,0.645165572194645,1.0322663006091148,-0.2580563349318371,-0.12902604025383974,5.806455592260211,7.612909241979756,4.387102669044984,5.677425298218902
2020-12-02,0.257061959352577,0.6426699663792156,-0.6426769818176075,-0.5141442482817266,-3.87768653611189e-06,1.542408531875648,-0.25707915022618766,1.542408531875648,5.39844923205492,5.39844923205492,4.370167756003877,5.269916499153273
2020-12-03,0.5167974549852636,2.0671810727444586,0.2583936139596397,2.0671810727444586,3.3591712972649033,5.297155759088623,3.100777311861217,5.167958766386768,4.651166083327361,4.909560081434171,3.229979379541501,4.134368230014538
2020-12-04,1.2658233635350704,3.1645575516013555,1.0126626681108224,3.0379772038892203,3.7974682262621386,5.569622054300357,2.4050650961825997,3.6708878794297113,2.151899729069803,3.67089293755517,1.139247247541422,2.658230798564926
2020-12-07,0.7370981486467411,2.457001698899402,-0.6142512934373977,0.6142499034973308,0.7370981486467411,0.7370981486467411,-0.245706557989167,0.6142499034973308,-0.49141196050121094,-0.49141196050121094,-1.842761281555447,-1.842761281555447
2020-12-08,0.12209825672530313,0.12209825672530313,-0.8547064280768503,0.0,-1.0988973920316552,-0.8547008648788034,-2.4419969223731393,-1.5872997618377582,-2.5641084524256437,-2.3199119585215877,-5.616611203721832,-5.2503164628657695
2020-12-09,-1.0988973920316552,-0.8547008648788034,-2.4419969223731393,-1.5872997618377582,-1.465202219668946,4.879022030645593e-06,-2.4419976366293046,-0.9767998534386205,-4.761913808434845,-3.052510398306926,-5.250316113542695,-3.66301095081695
2020-12-10,0.12406685506375888,1.6129062986976832,-0.8684833082754023,0.6203466696084005,0.4962651785025871,0.4962651785025871,-0.8684970233643462,-0.8684970233643462,-2.109188933554285,-2.109188933554285,-3.598028212597601,-3.598028212597601
2020-12-11,-0.12331650129694009,-0.12331650129694009,-1.4796646426407518,-1.4796646426407518,-1.6029663721609622,-1.3563610377114312,-4.6855800897324675,-4.315672088058193,-3.5758463218226213,-1.6029660093908344,-3.822451657181334,-2.7127088332860843
2020-12-14,-0.12515358283440936,0.12515548641005514,-3.254064691784711,-2.8786010879180366,-2.3779730408373823,-0.6257809036294456,-2.878600729850924,-1.2515631277266324,-1.2515503193795654,-0.5006134627970886,-2.37796037859337,-0.5006134627970886
