資料日期,集保總張數,總股東人數,平均張數/人,>400張大股東持有張數,>400張大股東持有百分比,>400張大股東人數,400~600張人數,600~800張人數,800~1000張人數,>1000張人數,>1000張大股東持有百分比,收盤價
20240216,"7,551,182","535,101",14.11,"4,296,484",56.90,845,260,111,85,389,53.19,31.90
20240205,"7,551,182","535,157",14.11,"4,293,695",56.86,848,264,112,85,387,53.12,32.15
20240202,"7,551,182","534,687",14.12,"4,300,203",56.95,847,262,112,83,390,53.25,32.25
20240126,"7,551,182","533,830",14.15,"4,308,153",57.05,849,265,110,87,387,53.30,32.60
20240119,"7,551,182","533,076",14.17,"4,315,614",57.15,848,259,114,85,390,53.43,32.40
20240112,"7,551,182","531,701",14.20,"4,337,060",57.44,850,259,115,84,392,53.71,33.75
20240105,"7,551,182","532,408",14.18,"4,334,284",57.40,854,262,115,83,394,53.67,34.35
20231229,"7,551,182","532,734",14.17,"4,336,267",57.43,856,265,113,85,393,53.67,34.85
20231222,"7,551,182","534,672",14.12,"4,329,373",57.33,854,263,114,86,391,53.57,34.30
20231215,"7,551,182","534,924",14.12,"4,339,147",57.46,858,266,115,86,391,53.66,34.30
20231208,"7,551,182","536,277",14.08,"4,334,855",57.41,850,261,113,86,390,53.66,34.60
20231201,"7,551,182","535,040",14.11,"4,358,994",57.73,857,265,116,79,397,54.01,34.40
20231124,"7,551,182","530,271",14.24,"4,373,566",57.92,872,265,118,80,409,54.18,33.75
20231117,"7,551,182","531,570",14.21,"4,368,761",57.86,877,266,120,80,411,54.08,33.20
20231110,"7,551,182","530,635",14.23,"4,403,136",58.31,869,261,118,82,408,54.57,32.85
20231103,"7,551,182","529,948",14.25,"4,462,746",59.10,857,254,115,80,408,55.45,32.90
20231027,"7,551,182","529,787",14.25,"4,497,168",59.56,836,245,117,80,394,55.94,31.85
20231020,"7,156,182","527,204",13.57,"4,135,223",57.79,829,241,117,81,390,54.00,31.75
20231013,"7,156,182","522,528",13.70,"4,198,347",58.67,820,235,116,75,394,55.00,33.80
20231006,"7,156,182","522,972",13.68,"4,196,915",58.65,822,239,113,74,396,54.99,32.80
20230928,"7,156,182","521,802",13.71,"4,210,916",58.84,826,244,109,76,397,55.16,33.25
20230922,"7,156,182","518,361",13.81,"4,252,653",59.43,824,242,110,76,396,55.76,33.50
20230915,"7,156,182","515,704",13.88,"4,285,506",59.89,820,244,105,81,390,56.18,35.10
20230908,"7,156,182","514,729",13.90,"4,294,526",60.01,817,242,102,82,391,56.34,34.10
20230901,"7,156,182","510,688",14.01,"4,329,866",60.51,809,237,104,82,386,56.85,35.25
20230825,"7,156,182","509,279",14.05,"4,336,057",60.59,807,236,104,82,385,56.94,35.10
20230818,"7,156,182","508,281",14.08,"4,335,718",60.59,806,226,110,83,387,56.93,35.15
20230811,"7,156,182","507,551",14.10,"4,339,250",60.64,814,232,108,84,390,56.95,37.40
20230804,"7,156,182","507,143",14.11,"4,335,999",60.59,812,232,109,83,388,56.91,37.35
20230728,"7,156,182","507,072",14.11,"4,334,021",60.56,809,229,114,77,389,56.92,37.35
20230721,"7,156,182","506,406",14.13,"4,334,161",60.57,807,231,113,73,390,56.98,36.10
20230714,"7,156,182","504,258",14.19,"4,345,109",60.72,797,233,106,75,383,57.16,37.00
20230707,"7,156,182","501,388",14.27,"4,344,344",60.71,821,242,111,72,396,57.07,37.30
20230630,"7,156,182","499,398",14.33,"4,383,606",61.26,815,237,111,74,393,57.64,38.05
20230621,"7,156,182","499,157",14.34,"4,391,552",61.37,811,238,110,72,391,57.78,38.70
20230616,"7,156,182","499,810",14.32,"4,401,574",61.51,808,230,112,75,391,57.92,38.70
20230609,"7,156,182","499,912",14.31,"4,420,803",61.78,805,233,105,71,396,58.29,38.45
20230602,"7,156,182","503,114",14.22,"4,406,291",61.57,805,231,106,72,396,58.07,38.55
20230526,"7,156,182","501,951",14.26,"4,415,933",61.71,813,235,106,71,401,58.18,38.00
20230519,"7,156,182","500,172",14.31,"4,433,910",61.96,815,234,109,73,399,58.38,37.85
20230512,"7,156,182","496,318",14.42,"4,456,586",62.28,817,234,109,73,401,58.71,37.80
20230505,"7,156,182","493,471",14.50,"4,478,852",62.59,824,237,106,77,404,58.99,39.30
20230428,"7,156,182","493,175",14.51,"4,476,369",62.55,822,236,106,76,404,58.97,38.70
20230421,"7,156,182","490,999",14.57,"4,468,120",62.44,811,230,105,78,398,58.88,38.30
20230414,"7,156,182","490,990",14.58,"4,474,868",62.53,805,225,102,80,398,59.01,37.55
20230407,"7,156,182","492,251",14.54,"4,462,536",62.36,805,223,102,85,395,58.78,36.40
20230331,"7,156,182","492,649",14.53,"4,460,529",62.33,806,225,103,84,394,58.74,36.40
