open,high,low,close,adj close,volume,MA3,MA5,MA5volume,MA20,MA10,volume_chage,adj close-MA5 distance,adj close-MA10 distance,adj close-MA20 distance,adj close-MA3 distance,MA20-MA10 distance,MA20-MA5 distance,MA10-MA5 distance,MA10-MA3 distance,MA20-MA3 distance,MA5-MA3 distance,Total Shares,Number of Shareholders,NoS Change,Shares per Shareholders,SpS Change,>400 Shares Held,>400 Holding Percentage,FHHP Change,>400 NoS,400-600 NoS,600-800 NoS,800-1000 NoS,>1000 NoS,>1000 Holding Percentage,OTHP Change,Closing Price,Price Change Percentage
200.0,201.5,197.0,199.0,199.0,1699410.0,198.16666666666666,198.0,1475649.2,185.15,193.8,0.15163549710866245,1.0,5.199999999999989,13.849999999999994,0.8333333333333428,-8.650000000000006,-12.849999999999994,-4.199999999999989,-4.366666666666646,-13.016666666666652,-0.1666666666666572,392065.0,27108.0,-1163.0,14.46,0.5900000000000016,304796.0,77.74,0.8499999999999943,131.0,32.0,24.0,7.0,68.0,67.92,1.2800000000000011,200.0,-0.009900990099009901
