資料日期,集保總張數,總股東人數,平均張數/人,>400張大股東持有張數,>400張大股東持有百分比,>400張大股東人數,400~600張人數,600~800張人數,800~1000張人數,>1000張人數,>1000張大股東持有百分比,收盤價
20240223,"392,065","27,108",14.46,"304,796",77.74,131,32,24,7,68,67.92,200.00
20240216,"392,065","28,271",13.87,"301,465",76.89,131,32,27,6,66,66.64,202.00
20240205,"392,065","28,578",13.72,"301,368",76.87,131,34,24,7,66,66.73,180.00
20240202,"392,065","28,572",13.72,"301,222",76.83,130,32,25,6,67,67.03,180.00
20240126,"392,065","28,830",13.60,"299,982",76.51,128,31,24,6,67,66.99,179.00
20240119,"392,065","28,769",13.63,"300,009",76.52,128,31,25,8,64,66.31,167.00
20240112,"392,065","28,217",13.89,"301,354",76.86,129,29,26,8,66,66.79,175.00
20240105,"392,065","27,658",14.18,"303,431",77.39,129,30,23,9,67,67.49,180.00
20231229,"392,065","27,410",14.30,"303,017",77.29,128,31,21,9,67,67.55,184.00
20231222,"392,065","27,353",14.33,"303,403",77.39,128,33,20,8,67,67.82,181.50
20231215,"392,065","27,284",14.37,"302,125",77.06,125,30,20,7,68,68.18,181.50
20231208,"392,065","27,113",14.46,"304,406",77.64,128,34,16,10,68,68.20,184.00
20231201,"392,065","26,374",14.87,"307,500",78.43,125,33,19,7,66,69.26,184.50
20231124,"392,065","26,749",14.66,"299,790",76.46,133,37,15,8,73,67.21,173.50
20231117,"392,065","26,261",14.93,"301,840",76.99,139,39,19,10,71,66.39,173.50
20231110,"392,065","25,436",15.41,"303,755",77.48,141,41,18,11,71,66.62,168.50
20231103,"392,065","24,851",15.78,"305,522",77.93,143,39,22,9,73,66.91,172.50
20231027,"392,065","24,444",16.04,"308,211",78.61,145,42,20,8,75,67.86,166.00
20231020,"392,065","23,851",16.44,"308,167",78.60,144,37,24,7,76,67.86,168.50
20231013,"392,065","23,260",16.86,"310,324",79.15,145,41,20,8,76,68.42,176.00
20231006,"392,065","22,733",17.25,"312,372",79.67,149,44,20,8,77,68.61,179.00
20230928,"392,065","22,317",17.57,"312,361",79.67,148,42,21,9,76,68.45,178.50
20230922,"392,065","22,104",17.74,"312,307",79.66,148,41,24,10,73,67.75,182.50
20230915,"392,065","21,404",18.32,"315,170",80.39,149,43,23,9,74,68.61,191.50
20230908,"392,065","20,926",18.74,"314,869",80.31,145,38,22,12,73,68.59,190.50
20230901,"392,065","20,119",19.49,"317,312",80.93,144,35,21,15,73,69.13,191.50
20230825,"392,065","19,631",19.97,"319,181",81.41,146,37,22,11,76,70.22,191.00
20230818,"392,065","19,536",20.07,"317,053",80.87,146,42,19,11,74,69.57,203.00
20230811,"392,065","19,610",19.99,"316,937",80.84,147,43,21,11,72,69.11,217.00
20230804,"392,065","19,712",19.89,"317,776",81.05,150,46,21,11,72,68.85,220.00
20230728,"392,065","19,717",19.88,"318,037",81.12,149,43,22,11,73,69.11,232.00
20230721,"392,065","19,851",19.75,"317,643",81.02,149,42,24,11,72,68.81,232.50
20230714,"392,065","20,311",19.30,"317,718",81.04,148,43,23,9,73,69.21,240.00
20230707,"392,065","20,803",18.85,"316,385",80.70,147,39,25,11,72,68.76,232.00
20230630,"392,065","21,088",18.59,"316,794",80.80,148,41,24,11,72,68.71,230.00
20230621,"392,065","21,688",18.08,"315,286",80.42,146,39,23,11,73,68.74,222.00
20230616,"392,065","21,808",17.98,"315,585",80.49,148,39,25,13,71,67.97,217.50
20230609,"392,065","22,484",17.44,"314,108",80.12,148,42,22,13,71,67.79,205.00
20230602,"392,065","22,627",17.33,"312,508",79.71,146,40,25,10,71,67.75,205.00
20230526,"392,065","22,589",17.36,"310,517",79.20,142,38,21,12,71,67.75,200.00
20230519,"392,065","22,682",17.29,"310,092",79.09,142,38,20,13,71,67.60,196.50
20230512,"392,065","23,838",16.45,"307,215",78.36,144,41,20,13,70,66.50,201.00
20230505,"392,065","24,271",16.15,"305,354",77.88,143,40,21,13,69,66.03,183.00
20230428,"392,065","23,968",16.36,"305,526",77.93,142,38,21,13,70,66.23,183.50
20230421,"392,065","24,014",16.33,"306,275",78.12,145,38,21,16,70,65.70,182.00
20230414,"392,065","24,165",16.22,"305,613",77.95,146,40,21,15,70,65.63,189.00
20230407,"392,065","23,711",16.54,"305,866",78.01,146,38,22,14,72,66.01,173.50
20230331,"392,065","23,273",16.85,"306,933",78.29,146,37,22,15,72,66.18,176.00
20230324,"392,065","21,913",17.89,"308,831",78.77,152,42,24,16,70,65.42,176.00
20230317,"392,065","20,609",19.02,"312,558",79.72,156,44,26,14,72,66.40,169.50
20230310,"392,065","18,305",21.42,"317,290",80.93,157,42,26,14,75,67.76,198.50
20230303,"392,065","17,623",22.25,"319,878",81.59,160,44,27,14,75,67.98,202.50
20230224,"392,065","17,032",23.02,"321,680",82.05,160,43,28,14,75,68.47,203.50
20230217,"392,065","16,908",23.19,"321,015",81.88,158,43,25,13,77,69.06,208.50
20230210,"392,065","16,677",23.51,"321,531",82.01,158,44,24,13,77,69.24,206.50
20230203,"392,065","16,620",23.59,"321,855",82.09,159,46,23,13,77,69.25,211.50
20230117,"392,065","16,170",24.25,"321,839",82.09,158,44,24,14,76,68.98,213.00
20230113,"392,065","16,489",23.78,"320,657",81.79,156,41,24,15,76,68.85,208.00
20230106,"392,065","16,233",24.15,"320,721",81.80,156,40,25,14,77,69.13,200.00
20221230,"392,065","15,998",24.51,"321,068",81.89,157,39,27,14,77,69.00,200.50
20221223,"392,065","15,830",24.77,"320,679",81.79,156,37,27,15,77,68.88,209.00
20221216,"392,065","15,607",25.12,"320,654",81.79,156,36,29,13,78,69.18,210.00
20221209,"392,065","14,597",26.86,"323,305",82.46,162,43,28,15,76,68.74,231.50
20221202,"392,065","14,498",27.04,"323,108",82.41,164,44,29,16,75,68.09,229.50
20221125,"375,065","13,102",28.63,"309,285",82.46,158,43,26,17,72,67.95,239.50
20221118,"375,065","12,973",28.91,"308,556",82.27,159,41,28,19,71,67.06,234.50
20221111,"375,065","13,357",28.08,"309,093",82.41,161,45,25,19,72,67.31,233.00
