Training RMSE  open_y,0.40173291817409923
Training R-squared open_y,0.8774409149450062
Training RMSE  high_y,0.5971996323768282
Training R-squared high_y,0.8679647854296165
Training RMSE  low_y,0.5064566111707403
Training R-squared low_y,0.8957707162762348
Training RMSE  close_y,0.681961966472796
Training R-squared close_y,0.8821197308864588
Training RMSE  open_y_2day,0.8213499428977178
Training R-squared open_y_2day,0.8714449400918864
Training RMSE  high_y_2day,0.8434401528511837
Training R-squared high_y_2day,0.8999759015231026
Training RMSE  low_y_2day,0.7557368332672665
Training R-squared low_y_2day,0.9067404655492042
Training RMSE  close_y_2day,0.9295249735014498
Training R-squared close_y_2day,0.8975237744308916
Training RMSE  open_y_5day,0.9259845713414202
Training R-squared open_y_5day,0.9515976022749321
Training RMSE  high_y_5day,0.8502061970231102
Training R-squared high_y_5day,0.9627737084207637
Training RMSE  low_y_5day,0.8728359481772109
Training R-squared low_y_5day,0.9573116386320416
Training RMSE  close_y_5day,0.7944712238384922
Training R-squared close_y_5day,0.9689855328546864
Testing RMSE open_y,1.0964802615620897
Testing R-squared open_y,-0.011757047498763162
Testing RMSE high_y,1.8877424182967033
Testing R-squared high_y,0.07060518445315023
Testing RMSE low_y,1.6229696746119204
Testing R-squared low_y,-0.19994269959174815
Testing RMSE close_y,2.3675897418778296
Testing R-squared close_y,-0.07504895222673613
Testing RMSE open_y_2day,2.4776880279534232
Testing R-squared open_y_2day,0.11959802873828207
Testing RMSE high_y_2day,2.816216155475106
Testing R-squared high_y_2day,0.13954094566132214
Testing RMSE low_y_2day,2.4863942100533905
Testing R-squared low_y_2day,0.13205258796890273
Testing RMSE close_y_2day,2.776907131477387
Testing R-squared close_y_2day,0.18030085889092518
Testing RMSE open_y_5day,3.02332880511691
Testing R-squared open_y_5day,0.4973718616237922
Testing RMSE high_y_5day,3.325642724738927
Testing R-squared high_y_5day,0.44780656151054576
Testing RMSE low_y_5day,2.9273467763016656
Testing R-squared low_y_5day,0.5471585927703644
Testing RMSE close_y_5day,2.995421339366275
Testing R-squared close_y_5day,0.5893872735465928
