open,high,low,close,adj close,volume,MA3,MA5,MA5volume,MA20,MA10,volume_chage,adj close-MA5 distance,adj close-MA10 distance,adj close-MA20 distance,adj close-MA3 distance,MA20-MA10 distance,MA20-MA5 distance,MA10-MA5 distance,MA10-MA3 distance,MA20-MA3 distance,MA5-MA3 distance,Total Shares,Number of Shareholders,NoS Change,Shares per Shareholders,SpS Change,>400 Shares Held,>400 Holding Percentage,FHHP Change,>400 NoS,400-600 NoS,600-800 NoS,800-1000 NoS,>1000 NoS,>1000 Holding Percentage,OTHP Change,Closing Price,Price Change Percentage
701.0,703.0,696.0,697.0,697.0,47696555.0,690.0,687.0,35196363.4,651.15,672.4,0.35515577157610556,10.0,24.600000000000023,45.85000000000002,7.0,-21.25,-35.85000000000002,-14.600000000000023,-17.600000000000023,-38.85000000000002,-3.0,25932071.0,1064317.0,-14081.0,24.36,0.3099999999999987,23470740.0,90.51,0.1600000000000108,2537.0,471.0,280.0,225.0,1561.0,88.1,0.1599999999999966,683.0,0.05727554179566564
