年月日,open,high,low,close,adj close,volume,MA3,MA5,MA5volume,MA20,MA10,volume_chage,adj close-MA5 distance,adj close-MA10 distance,adj close-MA20 distance,adj close-MA3 distance,MA20-MA10 distance,MA20-MA5 distance,MA10-MA5 distance,MA10-MA3 distance,MA20-MA3 distance,MA5-MA3 distance,Total Shares,Number of Shareholders,NoS Change,Shares per Shareholders,SpS Change,>400 Shares Held,>400 Holding Percentage,FHHP Change,>400 NoS,400-600 NoS,600-800 NoS,800-1000 NoS,>1000 NoS,>1000 Holding Percentage,OTHP Change,Closing Price,Price Change Percentage
2020-11-06,455.0,455.5,450.0,452.5,424.048095703125,30154140.0,422.79857381184894,417.9567810058594,33271795.2,421.3069900512695,416.08252868652346,-0.09370264457506637,6.091314697265602,7.96556701660154,2.7411056518554915,1.2495218912760606,5.224461364746048,3.3502090454101108,-1.8742523193359375,-6.716045125325479,-1.4915837605794309,-4.841792805989542,25930380.0,549055.0,0.0,47.23,0.0,23899383.0,92.17,0.0,2429.0,461.0,275.0,202.0,1491.0,89.87,0.0,452.5,0.0
2020-11-09,458.0,460.0,454.0,458.5,429.6707763671875,39245881.0,425.45375569661456,422.2675354003906,34425482.8,421.23670196533203,416.87908325195315,0.1400241277080943,7.403240966796886,12.791693115234352,8.434074401855469,4.217020670572936,4.3576187133788835,-1.0308334350585824,-5.388452148437466,-8.574672444661417,-4.217053731282533,-3.1862202962239508,25930380.0,549055.0,0.0,47.23,0.0,23899383.0,92.17,0.0,2429.0,461.0,275.0,202.0,1491.0,89.87,0.0,452.5,0.0
2020-11-10,452.0,454.5,448.5,451.0,422.64239501953125,34820499.0,425.45375569661456,424.14177856445315,35323883.6,420.7212875366211,417.2539306640625,-0.014250545203359279,-1.4993835449218977,5.388464355468727,1.9211074829101449,-2.8113606770833144,3.4673568725585824,-3.4204910278320426,-6.887847900390625,-8.199825032552042,-4.732468159993459,-1.3119771321614166,25930380.0,549055.0,0.0,47.23,0.0,23899383.0,92.17,0.0,2429.0,461.0,275.0,202.0,1491.0,89.87,0.0,452.5,0.0
2020-11-11,448.5,457.0,448.5,457.0,428.2651672363281,36765561.0,426.8594462076823,425.4537658691406,35174437.8,420.62757873535156,418.4721954345703,0.045235213396928924,2.8114013671875,9.792971801757801,7.6375885009765625,1.4057210286458144,2.1553833007812386,-4.8261871337890625,-6.981570434570301,-8.387250773111987,-6.231867472330748,-1.4056803385416856,25930380.0,549055.0,0.0,47.23,0.0,23899383.0,92.17,0.0,2429.0,461.0,275.0,202.0,1491.0,89.87,0.0,452.5,0.0
2020-11-12,463.0,463.5,457.5,458.0,429.2022705078125,40100880.0,426.7032775878906,426.7657409667969,36217392.2,420.8618591308594,420.4401580810547,0.1072271514899407,2.4365295410156023,8.762112426757824,8.340411376953114,2.498992919921875,0.42170104980471024,-5.903881835937511,-6.325582885742222,-6.263119506835949,-5.841418457031239,0.06246337890627274,25930380.0,549055.0,0.0,47.23,0.0,23899383.0,92.17,0.0,2429.0,461.0,275.0,202.0,1491.0,89.87,0.0,452.5,0.0
2020-11-13,459.0,462.0,456.5,462.0,432.95068359375,31037438.0,430.1393737792969,428.5462585449219,36394051.8,421.4709869384766,423.25151977539065,-0.14718377138760894,4.404425048828102,9.699163818359352,11.479696655273415,2.811309814453125,-1.7805328369140625,-7.0752716064453125,-5.29473876953125,-6.887854003906227,-8.66838684082029,-1.5931152343749773,25930380.0,541219.0,-7836.0,47.91,0.6799999999999997,23927829.0,92.28,0.10999999999999943,2426.0,458.0,279.0,197.0,1492.0,89.99,0.11999999999999034,462.0,0.020994475138121547
2020-11-16,470.0,484.5,469.0,484.0,453.5675048828125,81994937.0,438.573486328125,433.3256042480469,44943863.0,422.7126770019531,427.79656982421875,0.8243856118909939,20.241900634765614,25.77093505859375,30.854827880859375,14.9940185546875,-5.083892822265625,-10.612927246093761,-5.529034423828136,-10.77691650390625,-15.860809326171875,-5.247882080078114,25930380.0,541219.0,-7836.0,47.91,0.6799999999999997,23927829.0,92.28,0.10999999999999943,2426.0,458.0,279.0,197.0,1492.0,89.99,0.11999999999999034,462.0,0.020994475138121547
2020-11-17,502.0,506.0,485.5,485.5,454.97314453125,72413868.0,447.1637776692708,439.7917541503906,52462536.8,424.32921447753904,431.9667663574219,0.3802967301421079,15.181390380859398,23.006378173828125,30.64393005371096,7.809366861979186,-7.637551879882835,-15.462539672851562,-7.824987792968727,-15.19701131184894,-22.834563191731775,-7.372023518880212,25930380.0,541219.0,-7836.0,47.91,0.6799999999999997,23927829.0,92.28,0.10999999999999943,2426.0,458.0,279.0,197.0,1492.0,89.99,0.11999999999999034,462.0,0.020994475138121547
2020-11-18,490.0,497.0,486.5,497.0,465.7500305175781,50387727.0,458.0968933105469,447.2887268066406,55186970.0,426.39088287353513,436.3712463378906,-0.08696333572943034,18.4613037109375,29.3787841796875,39.35914764404299,7.65313720703125,-9.980363464355491,-20.89784393310549,-10.91748046875,-21.72564697265625,-31.70601043701174,-10.80816650390625,25930380.0,541219.0,-7836.0,47.91,0.6799999999999997,23927829.0,92.28,0.10999999999999943,2426.0,458.0,279.0,197.0,1492.0,89.99,0.11999999999999034,462.0,0.020994475138121547
2020-11-19,499.0,499.0,490.0,490.0,459.1901550292969,44220053.0,459.9711100260417,453.2863037109375,56010804.6,428.03084564208984,440.02602233886716,-0.2105085203507325,5.903851318359386,19.16413269042971,31.15930938720703,-0.7809549967448106,-11.995176696777321,-25.255458068847645,-13.260281372070324,-19.94508768717452,-31.940264383951842,-6.684806315104197,25930380.0,541219.0,-7836.0,47.91,0.6799999999999997,23927829.0,92.28,0.10999999999999943,2426.0,458.0,279.0,197.0,1492.0,89.99,0.11999999999999034,462.0,0.020994475138121547
