Date,open,high,low,close,adj close,volume,MA3,MA5,MA5volume,MA20,MA10,volume_chage,adj close-MA5 distance,adj close-MA10 distance,adj close-MA20 distance,adj close-MA3 distance,MA20-MA10 distance,MA20-MA5 distance,MA10-MA5 distance,MA10-MA3 distance,MA20-MA3 distance,MA5-MA3 distance
2015-11-04,141.5,144.5,141.0,144.5,113.3698959350586,75144000.0,110.2316411336263,108.97632904052735,35632200.0,108.4859806060791,108.97633285522461,1.1088790476030108,4.393566894531247,4.3935630798339815,4.883915328979498,3.1382548014322964,-0.49035224914551634,-0.4903484344482507,3.814697265625e-06,-1.2553082784016851,-1.7456605275472015,-1.2553120930989508
2015-11-05,144.0,144.5,142.5,142.5,111.80078125,35773000.0,111.53924814860027,109.91781311035156,38701200.0,108.78019332885742,109.3686149597168,-0.07566173658697921,1.8829681396484403,2.432166290283206,3.020587921142578,0.26153310139973485,-0.5884216308593722,-1.1376197814941378,-0.5491981506347656,-2.170633188883471,-2.7590548197428433,-1.6214350382487055
2015-11-06,144.0,144.0,139.0,140.0,109.83936309814453,45683000.0,111.67001342773438,110.46701354980469,42269000.0,108.93710632324219,109.3686149597168,0.08076841183846317,-0.6276504516601591,0.4707481384277372,0.9022567749023409,-1.8306503295898438,-0.4315086364746037,-1.5299072265625,-1.0983985900878963,-2.301398468017581,-2.7329071044921847,-1.2029998779296847
2015-11-09,141.0,143.0,140.5,142.0,111.40848541259766,24833000.0,111.01620992024739,111.1731185913086,42903000.0,109.07440528869628,109.52552719116211,-0.4211826678787031,0.2353668212890625,1.882958221435544,2.334080123901373,0.39227549235026515,-0.45112190246582884,-2.0987133026123104,-1.6475914001464815,-1.4906827290852789,-1.9418046315511077,0.15690867106120265
2015-11-10,141.5,141.5,139.0,139.5,109.44706726074219,23307000.0,110.2316385904948,111.1731185913086,40948000.0,109.15286064147949,109.56475372314453,-0.43081469180423954,-1.7260513305664062,-0.11768646240234659,0.2942066192626953,-0.7845713297526089,-0.4118930816650419,-2.0202579498291016,-1.6083648681640597,-0.6668848673502623,-1.0787779490153042,0.9414800008137973
2015-11-11,140.5,140.5,136.5,137.5,107.87796020507812,29412000.0,109.57783762613933,110.0747314453125,31801600.0,109.19209060668945,109.52553024291993,-0.07514087341517407,-2.1967712402343693,-1.6475700378418026,-1.3141304016113224,-1.6998774210612027,-0.3334396362304801,-0.8826408386230469,-0.5492012023925668,-0.052307383219400094,-0.3857470194498802,0.49689381917316666
2015-11-12,138.5,139.0,138.0,138.5,108.66250610351562,16474000.0,108.66251118977864,109.44707641601562,27941800.0,109.13324775695801,109.6824447631836,-0.4104173675282194,-0.7845703124999943,-1.0199386596679716,-0.4707416534423885,-5.086263016096382e-06,-0.5491970062255831,-0.3138286590576058,0.23536834716797728,1.0199335734049555,0.4707365671793724,0.7845652262369782
2015-11-13,137.5,139.0,136.0,136.0,106.70110321044922,21639000.0,107.74718983968098,108.81942443847656,23133000.0,109.07440490722657,109.64321899414062,-0.06458306315652963,-2.118321228027341,-2.9421157836914062,-2.3733016967773466,-1.046086629231766,-0.5688140869140597,0.2549804687500057,0.8237945556640653,1.8960291544596402,1.3272150675455805,1.0722345987955748
2015-11-16,134.0,135.5,134.0,135.0,105.9165267944336,32110000.0,107.09337870279948,107.72103271484374,24588400.0,108.95672149658203,109.44707565307617,0.30590034325128923,-1.8045059204101506,-3.5305488586425753,-3.0401947021484403,-1.1768519083658902,-0.49035415649413494,1.2356887817382898,1.7260429382324247,2.353696950276685,1.8633427937825502,0.6276540120442604
2015-11-17,138.0,140.0,137.5,138.5,108.66250610351562,28188000.0,107.09337870279948,107.56412048339844,25564600.0,108.93710670471191,109.36861953735351,0.10261846459557357,1.0983856201171847,-0.7061134338378849,-0.2746006011962834,1.569127400716141,-0.43151283264160156,1.372986221313468,1.8044990539550696,2.275240834554026,1.8437280019124245,0.47074178059895644
2015-11-18,139.5,140.0,136.5,137.0,107.48564910888672,29074000.0,107.35489400227864,107.48565826416015,25497000.0,108.87826385498047,108.78019485473632,0.14029101462917207,-9.155273431815658e-06,-1.2945457458496037,-1.3926147460937557,0.13075510660807765,0.098069000244152,1.3926055908203239,1.2945365905761719,1.4253008524576813,1.5233698527018333,0.13076426188150947
2015-11-19,138.5,140.5,138.0,140.5,110.23165130615234,27426000.0,108.79326883951823,107.7994873046875,27687400.0,108.99594841003417,108.62328186035157,-0.009441117620289374,2.432164001464841,1.6083694458007756,1.2357028961181697,1.4383824666341098,0.3726665496826058,1.1964611053466712,0.8237945556640653,-0.16998697916666572,0.2026795705159401,-0.9937815348307311
2015-11-20,140.5,141.0,140.0,141.0,110.62393951416016,20271000.0,109.44707997639973,108.58405456542968,27413800.0,109.03517723083496,108.70173950195313,-0.26055490300505585,2.0398849487304744,1.9222000122070284,1.5887622833251953,1.1768595377604214,0.3334377288818331,0.4511226654052791,0.11768493652344603,-0.745340474446607,-0.4119027455647739,-0.863025410970053
2015-11-23,141.0,141.5,140.0,141.0,110.62393951416016,17170000.0,110.49317677815755,109.525537109375,24425800.0,109.07440605163575,108.62328491210937,-0.29705475358023076,1.098402404785162,2.000654602050787,1.5495334625244084,0.1307627360026089,0.45112113952637856,-0.45113105773924644,-0.902252197265625,-1.869891866048178,-1.4187707265217995,-0.967639668782553
2015-11-24,140.0,141.5,139.5,139.5,109.44706726074219,21843000.0,110.23164876302083,109.68244934082031,23156800.0,109.09401931762696,108.62328491210937,-0.056734954743315136,-0.235382080078125,0.8237823486328182,0.3530479431152287,-0.7845815022786411,0.4707344055175895,-0.5884300231933537,-1.0591644287109432,-1.6083638509114593,-1.1376294453938698,-0.5491994222005161
2015-11-25,139.5,141.0,138.5,141.0,110.62393951416016,27099000.0,110.23164876302083,110.310107421875,22761800.0,109.21170654296876,108.89788284301758,0.19054732051068018,0.3138320922851534,1.7260566711425724,1.4122329711914006,0.39229075113932765,0.3138236999511719,-1.0984008789062472,-1.412224578857419,-1.3337659200032448,-1.019942220052073,0.07845865885417425
2015-11-26,141.0,142.5,140.0,142.5,111.80078125,31976000.0,110.62392934163411,110.62393341064453,23671800.0,109.4470775604248,109.21171035766602,0.3508055999121317,1.1768478393554744,2.5890708923339787,2.353703689575198,1.1768519083658902,0.23536720275878054,-1.1768558502197237,-1.4122230529785043,-1.4122189839680885,-1.176851781209308,4.069010415719276e-06
