年月日,open_y,high_y,low_y,close_y,open_y_2day,high_y_2day,low_y_2day,close_y_2day,open_y_5day,high_y_5day,low_y_5day,close_y_5day
2020-11-06,1.2154562999350729,1.6574451920745275,0.3314785156561635,1.3259535229699333,-0.11050111089934028,0.44198505552267364,-0.8839817438901733,-0.33149557746814584,1.4364455063147796,2.0994288102776153,0.883959419679072,2.0994288102776153
2020-11-09,-1.4176571588281561,-0.8724008378039785,-2.181016008262018,-1.6357596872378273,-2.1810079559299296,-0.32713631183940967,-2.1810079559299296,-0.32713631183940967,2.508201137420772,5.670688193788012,2.2900985818092323,5.561636915982241
2020-11-10,-0.5543155388161523,1.3303852815184416,-0.5543155388161523,1.3303852815184416,2.660757635214377,2.7716223842804832,1.4412453954872115,1.5521101445533176,11.308206921269765,12.195124904706176,7.649670239594557,7.649670239594557
2020-11-11,1.3129056501659042,1.4223148355332538,0.10940461112505971,0.21881379649240923,0.43761398906944143,1.094068982462046,-0.1094318387577402,1.094068982462046,7.220994389074403,8.752722880346898,6.455130143438151,8.752722880346898
2020-11-12,0.2183224728855153,0.873344188394565,-0.3275289567053704,0.873344188394565,2.6200963816142635,5.786035525302366,2.401755751015078,5.676865210002773,8.951953903766276,8.951953903766276,6.986888602896737,6.986888602896737
2020-11-13,1.7316291110141089,4.870158094226248,1.5151788363098169,4.7619329568741025,8.658027210039796,9.523828223665612,5.086598028833303,5.086598028833303,5.194829445210079,6.060630510602752,5.194829445210079,5.627729977906422
2020-11-16,3.718998058931907,4.545444258604672,0.30990748528174933,0.30990748528174933,1.2396536324760987,2.6859343986543314,0.5165132493869762,2.6859343986543314,2.1693976455880772,2.9958437337222548,1.6528688405042216,2.5826206896551724
2020-11-17,0.9268736962306231,2.368686177605349,0.20596745554325382,2.368686177605349,2.780629041165563,2.780629041165563,0.9268702007437337,0.9268702007437337,2.8836137533428077,2.9866003536965122,1.2358281476836648,1.338814748037369
2020-11-18,0.4024110095986881,0.4024110095986881,-1.408454118830953,-1.408454118830953,-2.2132682026464465,-1.4084391343554734,-2.2132682026464465,-1.8108536685009538,-0.4023985136719522,-0.30179487580697273,-2.012056719511598,-2.012056719511598
2020-11-19,-0.8163114561420146,1.5198539941646097e-05,-0.8163114561420146,-0.4081481288010302,0.9183630309597766,1.7346895266601559,0.4081589711470444,1.3265262788099723,-0.2040840333353205,0.714283291511276,-0.4081656610790113,-0.2040840333353205
2020-11-20,1.3319474784707979,2.1516194499852195,0.819652496274289,1.741783464228015,2.3565399399637146,2.4589989389026248,0.7171959569412739,0.8196549558801841,-0.10247660248532926,0.8196543827224999,-0.3073945991981802,0.20490039258394707
2020-11-23,0.6042320616011663,0.7049369985997737,-1.0070469303764287,-0.9063419933778214,-0.302091097583387,-0.2013861390960959,-1.91337043338002,-1.91337043338002,-0.7049197407858391,-0.6042147912328868,-3.222543479609732,-3.222543479609732
