資料日期,集保總張數,總股東人數,平均張數/人,>400張大股東持有張數,>400張大股東持有百分比,>400張大股東人數,400~600張人數,600~800張人數,800~1000張人數,>1000張人數,>1000張大股東持有百分比,收盤價
20240223,"167,042","16,483",10.13,"110,125",65.93,52,14,6,6,26,56.15,28.25
20240216,"167,042","16,767",9.96,"105,829",63.35,51,12,7,7,25,53.02,19.50
20240205,"167,042","16,878",9.90,"105,617",63.23,50,11,6,8,25,52.98,17.50
20240202,"167,042","17,010",9.82,"104,726",62.69,50,13,6,7,24,52.38,17.55
20240126,"167,042","17,404",9.60,"104,410",62.51,51,14,7,5,25,52.49,17.10
20240119,"167,042","18,507",9.03,"97,131",58.15,46,11,6,9,20,47.54,16.35
20240112,"167,042","18,526",9.02,"96,061",57.51,45,10,8,7,20,47.60,15.20
20240105,"167,042","18,537",9.01,"95,395",57.11,44,10,7,7,20,47.48,15.35
20231229,"167,042","18,383",9.09,"96,274",57.63,45,12,6,5,22,48.80,15.75
20231222,"167,042","18,394",9.08,"96,384",57.70,46,14,4,7,21,48.23,15.80
20231215,"167,042","19,109",8.74,"91,864",54.99,42,13,7,4,18,46.05,16.45
20231208,"167,042","19,601",8.52,"90,520",54.19,40,12,6,4,18,46.05,15.55
20231201,"167,042","19,694",8.48,"89,900",53.82,39,12,4,5,18,46.05,15.40
20231124,"167,042","19,247",8.68,"90,486",54.17,40,13,4,5,18,46.05,15.65
20231117,"167,042","19,436",8.59,"89,456",53.55,37,9,5,5,18,46.24,15.00
20231110,"167,042","19,620",8.51,"89,037",53.30,36,8,5,5,18,46.24,14.80
20231103,"167,042","19,312",8.65,"89,184",53.39,36,7,6,5,18,46.24,14.20
20231027,"167,042","19,355",8.63,"88,725",53.12,35,6,7,4,18,46.24,14.10
20231020,"167,042","19,391",8.61,"88,927",53.24,35,6,6,5,18,46.24,14.00
20231013,"167,042","19,434",8.60,"88,943",53.25,35,6,6,5,18,46.25,14.40
20231006,"167,042","19,468",8.58,"89,194",53.40,35,6,5,5,19,46.86,14.75
20230928,"167,042","19,535",8.55,"88,967",53.26,35,6,6,5,18,46.25,15.00
20230922,"167,042","19,709",8.48,"89,130",53.36,35,7,4,6,18,46.25,15.55
20230915,"167,042","19,251",8.68,"91,153",54.57,36,8,3,6,19,47.67,14.85
20230908,"167,042","18,702",8.93,"91,847",54.98,37,8,4,6,19,47.77,14.25
20230901,"167,042","18,697",8.93,"91,709",54.90,37,9,3,6,19,47.77,14.55
20230825,"167,042","18,642",8.96,"90,694",54.29,35,7,3,6,19,47.76,14.00
20230818,"167,042","18,692",8.94,"91,743",54.92,37,8,4,6,19,47.73,13.90
20230811,"167,042","18,666",8.95,"92,149",55.17,37,7,4,7,19,47.77,14.55
20230804,"167,042","18,680",8.94,"93,161",55.77,38,7,6,6,19,47.90,15.25
20230728,"167,042","18,280",9.14,"93,791",56.15,40,8,7,6,19,47.74,14.95
20230721,"167,042","18,055",9.25,"91,902",55.02,37,8,5,5,19,47.80,14.85
20230714,"167,042","18,084",9.24,"92,894",55.61,39,9,7,4,19,47.83,15.25
20230707,"167,042","17,872",9.35,"93,491",55.97,41,10,5,6,20,47.85,16.35
20230630,"167,042","18,057",9.25,"91,078",54.52,40,12,5,5,18,46.25,14.55
20230621,"167,042","18,107",9.23,"91,255",54.63,40,10,8,4,18,46.25,15.10
20230616,"167,042","18,131",9.21,"90,591",54.23,39,10,7,4,18,46.25,15.15
20230609,"167,042","18,124",9.22,"92,042",55.10,40,11,5,5,19,47.12,15.15
20230602,"167,042","18,419",9.07,"90,669",54.28,38,11,4,4,19,47.24,15.25
20230526,"167,042","18,450",9.05,"91,892",55.01,41,14,4,5,18,46.35,15.35
20230519,"167,042","18,537",9.01,"87,651",52.47,34,9,3,4,18,46.35,14.30
20230512,"167,042","18,471",9.04,"87,560",52.42,34,9,3,4,18,46.35,14.35
