年月日,open,high,low,close,adj close,volume,MA3,MA5,MA5volume,MA20,MA10,adj close-MA5 distance,adj close-MA10 distance,adj close-MA20 distance,adj close-MA3 distance,MA20-MA10 distance,MA20-MA5 distance,MA10-MA5 distance,MA10-MA3 distance,MA20-MA3 distance,MA5-MA3 distance,Total Shares,Number of Shareholders,NoS Change,Shares per Shareholders,SpS Change,>400 Shares Held,>400 Holding Percentage,FHHP Change,>400 NoS,400-600 NoS,600-800 NoS,800-1000 NoS,>1000 NoS,>1000 Holding Percentage,OTHP Change,Closing Price,Price Change Percentage
2020-11-13,11.350000381469727,11.699999809265137,11.350000381469727,11.550000190734863,10.959245681762695,1547447.0,10.943431536356607,10.987711143493652,1829896.6,11.075479316711426,10.9829665184021,-0.02846546173095632,-0.02372083663940394,-0.11623363494873118,0.01581414540608783,0.09251279830932724,0.08776817321777486,-0.004744625091552379,0.03953498204549177,0.132047780354819,0.04427960713704415,167042.0,16657.0,0.0,10.03,0.0,93644.0,56.06,0.0,37.0,9.0,3.0,4.0,21.0,50.19,0.0,11.55,0.0
2020-11-16,11.699999809265137,11.699999809265137,11.5,11.5,10.911803245544434,931100.0,10.927617390950521,10.94026870727539,1685705.0,11.068362998962403,11.01143217086792,-0.02846546173095632,-0.09962892532348633,-0.15655975341796946,-0.01581414540608783,0.05693082809448313,0.12809429168701314,0.07116346359253001,0.0838147799173985,0.14074560801188163,0.012651316324868489,167042.0,16657.0,0.0,10.03,0.0,93644.0,56.06,0.0,37.0,9.0,3.0,4.0,21.0,50.19,0.0,11.55,0.0
2020-11-17,11.550000190734863,11.699999809265137,11.5,11.649999618530273,11.054129600524902,944556.0,10.975059509277344,10.959245491027833,1084596.2,11.063618707656861,11.025664806365967,0.0948841094970696,0.028464794158935547,-0.009489107131958718,0.0790700912475586,0.037953901290894265,0.10437321662902832,0.06641931533813406,0.05060529708862305,0.08855919837951731,-0.015814018249511008,167042.0,16657.0,0.0,10.03,0.0,93644.0,56.06,0.0,37.0,9.0,3.0,4.0,21.0,50.19,0.0,11.55,0.0
2020-11-18,11.75,11.850000381469727,11.699999809265137,11.699999809265137,11.10157299041748,844188.0,11.022501945495605,10.987710952758789,1054485.6,11.054130220413208,11.04938621520996,0.1138620376586914,0.05218677520752024,0.047442770004272106,0.079071044921875,0.004744005203248136,0.0664192676544193,0.061675262451171164,0.026884269714354758,0.031628274917602894,-0.034790992736816406,167042.0,16657.0,0.0,10.03,0.0,93644.0,56.06,0.0,37.0,9.0,3.0,4.0,21.0,50.19,0.0,11.55,0.0
2020-11-19,11.699999809265137,12.100000381469727,11.699999809265137,11.75,11.149015426635742,2174656.0,11.101572672526041,11.03515338897705,1288389.4,11.05887451171875,11.03989772796631,0.1138620376586914,0.10911769866943288,0.09014091491699183,0.04744275410970111,0.01897678375244105,0.023721122741699574,0.004744338989258523,-0.06167494455973177,-0.04269816080729072,-0.0664192835489903,167042.0,16657.0,0.0,10.03,0.0,93644.0,56.06,0.0,37.0,9.0,3.0,4.0,21.0,50.19,0.0,11.55,0.0
2020-11-20,11.850000381469727,11.899999618530273,11.75,11.850000381469727,11.243900299072266,729513.0,11.16482957204183,11.092084312438965,1124802.6,11.05175814628601,11.03989772796631,0.15181598663330043,0.20400257110595632,0.19214215278625524,0.0790707270304356,0.011860418319701083,-0.04032616615295481,-0.052186584472655895,-0.12493184407552071,-0.11307142575581963,-0.07274525960286482,167042.0,16543.0,-114.0,10.1,0.07000000000000028,93372.0,55.9,-0.1600000000000037,36.0,7.0,4.0,4.0,21.0,50.19,0.0,11.85,0.02597402597402588
2020-11-23,12.0,12.050000190734863,11.850000381469727,11.949999809265137,11.338785171508789,1393178.0,11.243900299072266,11.177480697631836,1217218.2,11.049386024475098,11.058874702453613,0.16130447387695312,0.27991046905517614,0.2893991470336914,0.09488487243652344,-0.00948867797851527,-0.12809467315673828,-0.11860599517822301,-0.1850255966186527,-0.19451427459716797,-0.06641960144042969,167042.0,16543.0,-114.0,10.1,0.07000000000000028,93372.0,55.9,-0.1600000000000037,36.0,7.0,4.0,4.0,21.0,50.19,0.0,11.85,0.02597402597402588
2020-11-24,12.199999809265137,12.350000381469727,11.949999809265137,12.100000381469727,11.481114387512207,3503950.0,11.354599952697754,11.262877655029296,1729097.0,11.054130363464356,11.111061573028564,0.21823673248291087,0.3700528144836426,0.42698402404785085,0.12651443481445312,-0.056931209564208274,-0.20874729156493999,-0.1518160820007317,-0.24353837966918945,-0.3004695892333977,-0.09172229766845774,167042.0,16543.0,-114.0,10.1,0.07000000000000028,93372.0,55.9,-0.1600000000000037,36.0,7.0,4.0,4.0,21.0,50.19,0.0,11.85,0.02597402597402588
2020-11-25,12.100000381469727,12.399999618530273,12.050000190734863,12.199999809265137,11.575998306274414,2459326.0,11.465299288431803,11.357762718200684,2052124.6,11.077851629257202,11.172736835479736,0.2182355880737301,0.40326147079467844,0.49814667701721227,0.11069901784261127,-0.09488520622253382,-0.27991108894348216,-0.18502588272094833,-0.2925624529520672,-0.387447659174601,-0.10753657023111884,167042.0,16543.0,-114.0,10.1,0.07000000000000028,93372.0,55.9,-0.1600000000000037,36.0,7.0,4.0,4.0,21.0,50.19,0.0,11.85,0.02597402597402588
2020-11-26,12.25,12.350000381469727,12.199999809265137,12.300000190734863,11.670884132385254,1610221.0,11.575998942057291,11.462136459350585,1939237.6,11.106317186355591,11.248644924163818,0.20874767303466868,0.4222392082214359,0.5645669460296627,0.09488519032796283,-0.14232773780822683,-0.35581927299499405,-0.21349153518676722,-0.32735401789347307,-0.4696817557016999,-0.11386248270670585,167042.0,16543.0,-114.0,10.1,0.07000000000000028,93372.0,55.9,-0.1600000000000037,36.0,7.0,4.0,4.0,21.0,50.19,0.0,11.85,0.02597402597402588
2020-11-27,12.399999618530273,12.449999809265137,12.199999809265137,12.25,11.623441696166992,1801200.0,11.623441378275553,11.538044738769532,2153575.0,11.149015522003173,11.315064525604248,0.08539695739746023,0.3083771705627445,0.4744261741638187,3.178914393942023e-07,-0.16604900360107422,-0.3890292167663585,-0.22298021316528427,-0.3083768526713051,-0.4744258562723793,-0.08539663950602083,167042.0,16381.0,-162.0,10.2,0.09999999999999964,94155.0,56.37,0.46999999999999886,36.0,6.0,4.0,4.0,22.0,50.84,0.6500000000000057,12.25,0.03375527426160341
2020-11-30,12.399999618530273,12.649999618530273,12.300000190734863,12.350000381469727,11.718326568603516,3589352.0,11.670884132385254,11.613953018188477,2592809.8,11.203574514389038,11.395716857910156,0.10437355041503871,0.3226097106933601,0.5147520542144779,0.04744243621826172,-0.1921423435211178,-0.4103785037994392,-0.21823616027832138,-0.27516727447509837,-0.4673096179962162,-0.05693111419677699,167042.0,16381.0,-162.0,10.2,0.09999999999999964,94155.0,56.37,0.46999999999999886,36.0,6.0,4.0,4.0,22.0,50.84,0.6500000000000057,12.25,0.03375527426160341
2020-12-01,12.899999618530273,13.550000190734863,12.75,13.550000190734863,12.856949806213379,28169765.0,12.066239356994629,11.889120101928711,7525972.8,11.300831842422486,11.575998878479004,0.967829704284668,1.2809509277343754,1.5561179637908928,0.79071044921875,-0.2751670360565175,-0.5882882595062249,-0.3131212234497074,-0.49024047851562536,-0.7654075145721428,-0.17711925506591797,167042.0,16381.0,-162.0,10.2,0.09999999999999964,94155.0,56.37,0.46999999999999886,36.0,6.0,4.0,4.0,22.0,50.84,0.6500000000000057,12.25,0.03375527426160341
2020-12-02,13.5,13.550000190734863,12.649999618530273,12.699999809265137,12.050424575805664,14659407.0,12.208566983540853,11.984005355834961,9965989.0,11.360135126113892,11.670884037017823,0.06641921997070277,0.37954053878784144,0.6902894496917718,-0.1581424077351894,-0.3107489109039303,-0.623870229721069,-0.31312131881713867,-0.5376829465230308,-0.8484318574269611,-0.22456162770589216,167042.0,16381.0,-162.0,10.2,0.09999999999999964,94155.0,56.37,0.46999999999999886,36.0,6.0,4.0,4.0,22.0,50.84,0.6500000000000057,12.25,0.03375527426160341
2020-12-03,12.699999809265137,13.0,12.449999809265137,12.699999809265137,12.050424575805664,7968398.0,12.319266319274902,12.059913444519044,11237624.4,11.400461339950562,11.761024951934814,-0.009488868713379617,0.2893996238708496,0.6499632358551022,-0.2688417434692383,-0.3605636119842526,-0.6594521045684818,-0.2988884925842292,-0.5582413673400879,-0.9188049793243405,-0.25935287475585866,167042.0,16381.0,-162.0,10.2,0.09999999999999964,94155.0,56.37,0.46999999999999886,36.0,6.0,4.0,4.0,22.0,50.84,0.6500000000000057,12.25,0.03375527426160341
2020-12-04,12.75,12.850000381469727,12.399999618530273,12.550000190734863,11.908097267150879,4127393.0,12.002982139587402,12.11684455871582,11702863.0,11.433671188354491,11.827444648742675,-0.20874729156494176,0.08065261840820348,0.47442607879638743,-0.09488487243652344,-0.39377346038818395,-0.6831733703613292,-0.28939990997314524,-0.17553749084472692,-0.5693109512329109,0.11386241912841832,167042.0,16592.0,211.0,10.07,-0.129999999999999,95742.0,57.32,0.9500000000000028,38.0,8.0,5.0,3.0,22.0,51.38,0.5399999999999991,12.55,0.024489795918367405
2020-12-07,12.600000381469727,12.850000381469727,12.300000190734863,12.600000381469727,11.955540657043457,5748906.0,11.971354166666666,12.16428737640381,12134773.8,11.473997449874878,11.889120197296142,-0.20874671936035227,0.06642045974731481,0.48154320716857946,-0.015813509623209043,-0.41512274742126465,-0.6902899265289317,-0.2751671791076671,-0.08223396937052385,-0.4973567167917885,0.19293320973714323,167042.0,16592.0,211.0,10.07,-0.129999999999999,95742.0,57.32,0.9500000000000028,38.0,8.0,5.0,3.0,22.0,51.38,0.5399999999999991,12.55,0.024489795918367405
2020-12-08,12.699999809265137,12.699999809265137,12.300000190734863,12.399999618530273,11.765769004821777,1880160.0,11.876468976338705,11.946051216125488,6876852.8,11.514323616027832,11.9175856590271,-0.18028221130371058,-0.15181665420532298,0.25144538879394496,-0.11069997151692768,-0.40326204299926793,-0.43172760009765554,-0.028465557098387606,0.0411166826883953,-0.36214536031087263,0.0695822397867829,167042.0,16592.0,211.0,10.07,-0.129999999999999,95742.0,57.32,0.9500000000000028,38.0,8.0,5.0,3.0,22.0,51.38,0.5399999999999991,12.55,0.024489795918367405
2020-12-09,12.449999809265137,12.550000190734863,12.300000190734863,12.300000190734863,11.670884132385254,1136368.0,11.79739793141683,11.870143127441406,4172245.0,11.54990553855896,11.927074241638184,-0.19925899505615163,-0.2561901092529304,0.12097859382629395,-0.1265137990315761,-0.37716870307922434,-0.3202375888824456,0.056931114196778765,0.12967631022135429,-0.24749239285787006,0.07274519602457552,167042.0,16592.0,211.0,10.07,-0.129999999999999,95742.0,57.32,0.9500000000000028,38.0,8.0,5.0,3.0,22.0,51.38,0.5399999999999991,12.55,0.024489795918367405
2020-12-10,12.25,12.699999809265137,12.199999809265137,12.350000381469727,11.718326568603516,2963010.0,11.718326568603516,11.803723526000976,3171167.4,11.590231704711915,11.93181848526001,-0.08539695739746023,-0.21349191665649414,0.12809486389160085,0.0,-0.341586780548095,-0.21349182128906108,0.1280949592590339,0.21349191665649414,-0.12809486389160085,0.08539695739746023,167042.0,16592.0,211.0,10.07,-0.129999999999999,95742.0,57.32,0.9500000000000028,38.0,8.0,5.0,3.0,22.0,51.38,0.5399999999999991,12.55,0.024489795918367405
2020-12-11,12.350000381469727,12.449999809265137,11.800000190734863,12.0,11.38622760772705,2090210.0,11.59181276957194,11.69934959411621,2763730.8,11.611580801010131,11.908097076416016,-0.31312198638915945,-0.5218694686889656,-0.22535319328308034,-0.20558516184488873,-0.2965162754058852,-0.0877687931060791,0.2087474822998061,0.3162843068440768,0.019768031438191613,0.10753682454427071,167042.0,16385.0,-207.0,10.19,0.11999999999999922,94852.0,56.78,-0.5399999999999991,37.0,8.0,4.0,3.0,22.0,51.38,0.0,12.0,-0.043824701195219175
2020-12-14,12.0,12.350000381469727,11.949999809265137,12.25,11.623441696166992,4530012.0,11.575998624165853,11.632929801940918,2519952.0,11.64716272354126,11.898608589172364,-0.009488105773925781,-0.27516689300537145,-0.02372102737426829,0.04744307200113873,-0.25144586563110316,0.014232921600342507,0.26567878723144567,0.3226099650065102,0.07116409937540702,0.05693117777506451,167042.0,16385.0,-207.0,10.19,0.11999999999999922,94852.0,56.78,-0.5399999999999991,37.0,8.0,4.0,3.0,22.0,51.38,0.0,12.0,-0.043824701195219175
2020-12-15,12.25,12.300000190734863,11.850000381469727,11.949999809265137,11.338785171508789,1096165.0,11.449484825134277,11.54753303527832,2363153.0,11.661395502090453,11.746792125701905,-0.20874786376953125,-0.40800695419311594,-0.32261033058166433,-0.11069965362548828,-0.08539662361145162,0.11386246681213308,0.1992590904235847,0.29730730056762766,0.21191067695617605,0.09804821014404297,167042.0,16385.0,-207.0,10.19,0.11999999999999922,94852.0,56.78,-0.5399999999999991,37.0,8.0,4.0,3.0,22.0,51.38,0.0,12.0,-0.043824701195219175
2020-12-16,12.050000190734863,12.199999809265137,12.0,12.199999809265137,11.575998306274414,830599.0,11.512741724650065,11.528555870056152,2301999.2,11.6851167678833,11.699349498748779,0.04744243621826172,-0.12335119247436488,-0.10911846160888672,0.06325658162434955,-0.01423273086547816,0.15656089782714844,0.1707936286926266,0.18660777409871443,0.17237504323323627,0.01581414540608783,167042.0,16385.0,-207.0,10.19,0.11999999999999922,94852.0,56.78,-0.5399999999999991,37.0,8.0,4.0,3.0,22.0,51.38,0.0,12.0,-0.043824701195219175
2020-12-17,12.25,12.350000381469727,12.0,12.300000190734863,11.670884132385254,3929620.0,11.528555870056152,11.5190673828125,2495321.2,11.711210203170776,11.661395454406739,0.15181674957275426,0.00948867797851527,-0.04032607078552175,0.14232826232910156,0.04981474876403702,0.192142820358276,0.142328071594239,0.1328395843505863,0.1826543331146233,-0.009488487243652699,167042.0,16385.0,-207.0,10.19,0.11999999999999922,94852.0,56.78,-0.5399999999999991,37.0,8.0,4.0,3.0,22.0,51.38,0.0,12.0,-0.043824701195219175
