open,high,low,close,adj close,volume,MA3,MA5,MA5volume,MA20,MA10,adj close-MA5 distance,adj close-MA10 distance,adj close-MA20 distance,adj close-MA3 distance,MA20-MA10 distance,MA20-MA5 distance,MA10-MA5 distance,MA10-MA3 distance,MA20-MA3 distance,MA5-MA3 distance,Total Shares,Number of Shareholders,NoS Change,Shares per Shareholders,SpS Change,>400 Shares Held,>400 Holding Percentage,FHHP Change,>400 NoS,400-600 NoS,600-800 NoS,800-1000 NoS,>1000 NoS,>1000 Holding Percentage,OTHP Change,Closing Price,Price Change Percentage
26.399999618530273,28.25,26.25,28.25,28.25,13855705.0,26.0,24.270000076293947,17799905.2,19.02499990463257,21.154999923706054,3.9799999237060533,7.095000076293946,9.225000095367431,2.25,-2.130000019073485,-5.245000171661378,-3.1150001525878928,-4.845000076293946,-6.975000095367431,-1.7299999237060533,167042.0,16483.0,-284.0,10.13,0.16999999999999993,110125.0,65.93,2.5800000000000054,52.0,14.0,6.0,6.0,26.0,56.15,3.1299999999999955,28.25,0.44871794871794873
