Date,open,high,low,close,adj close,volume,MA3,MA5,MA5volume,MA20,MA10,adj close-MA5 distance,adj close-MA10 distance,adj close-MA20 distance,adj close-MA3 distance,MA20-MA10 distance,MA20-MA5 distance,MA10-MA5 distance,MA10-MA3 distance,MA20-MA3 distance,MA5-MA3 distance
2015-11-04,12.329545021057129,12.38636302947998,12.102272033691406,12.159090042114258,10.500993728637695,134640.0,10.53370730082194,10.432296180725098,249920.0,10.30716805458069,10.574599361419677,0.0686975479125973,-0.07360563278198207,0.19382567405700613,-0.0327135721842442,-0.2674313068389882,-0.12512812614440882,0.14230318069457937,0.04089206059773787,-0.22653924624125032,-0.1014111200968415
2015-11-05,12.159090042114258,12.5,12.159090042114258,12.443181037902832,10.746345520019531,424160.0,10.615491231282553,10.530436515808105,296032.0,10.343970584869385,10.584413528442383,0.21590900421142578,0.16193199157714844,0.4023749351501458,0.13085428873697857,-0.24044294357299734,-0.18646593093872,0.053977012634277344,-0.031077702840169863,-0.2715206464131672,-0.0850547154744472
2015-11-06,12.443181037902832,12.443181037902832,12.045454025268555,12.159090042114258,10.500993728637695,183040.0,10.582777659098307,10.569692230224609,314864.0,10.361145067214967,10.564785385131836,-0.06869850158691371,-0.06379165649414098,0.13984866142272878,-0.08178393046061139,-0.20364031791686976,-0.2085471630096425,-0.004906845092772727,-0.017992273966470407,-0.22163259188334017,-0.01308542887369768
2015-11-09,12.159090042114258,12.159090042114258,11.875,11.931818008422852,10.304715156555176,192720.0,10.517351468404135,10.530436515808105,220000.0,10.375866079330445,10.496087455749512,-0.2257213592529297,-0.1913722991943363,-0.07115092277526891,-0.21263631184895893,-0.12022137641906738,-0.15457043647766078,-0.034349060058593395,-0.021264012654622633,-0.14148538907369002,0.013085047403970762
2015-11-10,11.875,11.931818008422852,11.818181037902832,11.818181037902832,10.206573486328125,59840.0,10.337427457173666,10.451924324035645,198880.0,10.388133525848389,10.44211025238037,-0.24535083770751953,-0.23553676605224538,-0.18156003952026367,-0.13085397084554096,-0.05397672653198171,-0.06379079818725586,-0.009814071655274148,0.10468279520670443,0.050706068674722715,0.11449686686197857
2015-11-11,11.931818008422852,11.931818008422852,11.590909004211426,11.704545021057129,10.10843563079834,158400.0,10.20657475789388,10.373412704467773,203632.0,10.390587091445923,10.402854442596436,-0.26497707366943324,-0.2944188117980957,-0.282151460647583,-0.09813912709554096,-0.012267351150512695,0.01717438697814977,0.029441738128662465,0.19627968470255475,0.18401233355204205,0.16683794657389228
2015-11-12,11.704545021057129,11.931818008422852,11.534090042114258,11.590909004211426,10.010294914245605,61600.0,10.108434677124023,10.226202583312988,131120.0,10.38813362121582,10.378319549560548,-0.21590766906738246,-0.3680246353149421,-0.3778387069702145,-0.09813976287841797,0.009814071655272372,0.16193103790283203,0.15211696624755966,0.26988487243652415,0.2796989440917965,0.11776790618896449
2015-11-13,11.590909004211426,11.590909004211426,11.26136302947998,11.272727012634277,9.735501289367676,170720.0,9.951410611470541,10.073104095458984,128656.0,10.376847457885741,10.321398162841797,-0.3376028060913079,-0.5858968734741214,-0.6413461685180657,-0.21590932210286518,0.05544929504394425,0.3037433624267578,0.24829406738281357,0.3699875513712563,0.4254368464152005,0.12169348398844271
2015-11-16,11.227272033691406,11.284090042114258,11.102272033691406,11.159090042114258,9.637358665466309,88880.0,9.794384956359863,9.939632797241211,107888.0,10.35329360961914,10.235034656524657,-0.3022741317749027,-0.5976759910583489,-0.7159349441528313,-0.1570262908935547,0.11825895309448242,0.4136608123779286,0.2954018592834462,0.4406497001647942,0.5589086532592766,0.145247840881348
2015-11-17,11.26136302947998,11.477272033691406,11.26136302947998,11.420454025268555,9.863083839416504,52800.0,9.745314598083496,9.870934867858887,106480.0,10.341026020050048,10.161429595947265,-0.007851028442383168,-0.298345756530761,-0.4779421806335442,0.11776924133300781,0.1795964241027832,0.47009115219116104,0.29049472808837784,0.4161149978637688,0.595711421966552,0.12562026977539098
