Date,Total Shares,Number of Shareholders,NoS Change,Shares per Shareholders,SpS Change,>400 Shares Held,>400 Holding Percentage,FHHP Change,>400 NoS,400-600 NoS,600-800 NoS,800-1000 NoS,>1000 NoS,>1000 Holding Percentage,OTHP Change,Closing Price,Price Change Percentage
2020-11-13,271364.0,16628.0,0.0,16.32,0.0,187413.0,69.06,0.0,59.0,17.0,8.0,4.0,30.0,62.52,0.0,175.0,0.0
2020-11-20,271364.0,16787.0,159.0,16.17,-0.14999999999999858,190149.0,70.07,1.009999999999991,63.0,22.0,10.0,5.0,26.0,61.64,-0.8800000000000026,187.0,0.06857142857142857
2020-11-27,271364.0,19104.0,2317.0,14.2,-1.9700000000000024,187431.0,69.07,-1.0,59.0,19.0,9.0,7.0,24.0,61.1,-0.5399999999999991,177.0,-0.053475935828877004
2020-12-04,271364.0,19780.0,676.0,13.72,-0.47999999999999865,186441.0,68.71,-0.35999999999999943,56.0,19.0,8.0,5.0,24.0,61.42,0.3200000000000003,176.5,-0.002824858757062147
2020-12-11,271364.0,20671.0,891.0,13.13,-0.5899999999999999,184060.0,67.83,-0.8799999999999955,60.0,20.0,12.0,2.0,26.0,60.32,-1.1000000000000014,188.0,0.06515580736543909
2020-12-18,271364.0,27816.0,7145.0,9.76,-3.370000000000001,169949.0,62.63,-5.199999999999996,47.0,13.0,9.0,3.0,22.0,57.0,-3.3200000000000003,171.5,-0.08776595744680851
2020-12-25,271364.0,30436.0,2620.0,8.92,-0.8399999999999999,162962.0,60.05,-2.5800000000000054,44.0,17.0,5.0,2.0,20.0,54.94,-2.0600000000000023,169.0,-0.014577259475218658
2020-12-31,271364.0,29902.0,-534.0,9.08,0.16000000000000014,163835.0,60.37,0.3200000000000003,47.0,18.0,5.0,3.0,21.0,54.83,-0.10999999999999943,183.5,0.08579881656804733
2021-01-08,271364.0,29225.0,-677.0,9.29,0.20999999999999908,163924.0,60.41,0.03999999999999915,52.0,20.0,9.0,4.0,19.0,53.18,-1.6499999999999986,196.0,0.0681198910081744
2021-01-15,271364.0,30383.0,1158.0,8.93,-0.35999999999999943,165089.0,60.84,0.4300000000000068,53.0,22.0,7.0,5.0,19.0,53.32,0.14000000000000057,193.0,-0.015306122448979591
2021-01-22,271364.0,31078.0,695.0,8.73,-0.1999999999999993,164857.0,60.75,-0.09000000000000341,55.0,23.0,8.0,7.0,17.0,52.16,-1.1600000000000037,203.0,0.05181347150259067
2021-01-29,271364.0,32136.0,1058.0,8.44,-0.2900000000000009,162052.0,59.72,-1.0300000000000011,51.0,26.0,4.0,4.0,17.0,52.64,0.480000000000004,185.5,-0.08620689655172414
2021-02-05,271364.0,37228.0,5092.0,7.29,-1.1499999999999995,150194.0,55.35,-4.369999999999997,43.0,21.0,7.0,0.0,15.0,49.84,-2.799999999999997,174.5,-0.05929919137466307
2021-02-09,271364.0,38000.0,772.0,7.14,-0.15000000000000036,148108.0,54.58,-0.7700000000000031,40.0,18.0,8.0,2.0,12.0,48.62,-1.220000000000006,174.5,0.0
