資料日期,集保總張數,總股東人數,平均張數/人,>400張大股東持有張數,>400張大股東持有百分比,>400張大股東人數,400~600張人數,600~800張人數,800~1000張人數,>1000張人數,>1000張大股東持有百分比,收盤價
20230707,"271,364","40,783",6.65,"142,639",52.56,30,13,3,4,10,48.00,134.00
20230630,"271,364","41,408",6.55,"139,460",51.39,28,13,3,3,9,47.31,128.50
20230621,"271,364","41,111",6.60,"139,197",51.30,28,12,5,3,8,46.82,123.00
20230616,"271,364","40,161",6.76,"142,510",52.52,31,13,4,3,11,48.12,127.00
20230609,"271,364","38,089",7.12,"145,537",53.63,34,15,4,4,11,48.64,128.00
20230602,"271,364","39,031",6.95,"141,591",52.18,28,12,3,1,12,49.03,105.00
20230526,"271,364","39,072",6.95,"141,268",52.06,28,14,1,1,12,49.02,104.50
20230519,"271,364","39,138",6.93,"141,590",52.18,28,13,2,1,12,49.09,99.70
20230512,"271,364","39,270",6.91,"141,408",52.11,28,13,3,1,11,48.73,98.00
20230505,"271,364","39,227",6.92,"141,468",52.13,28,13,2,2,11,48.71,99.90
20230428,"271,364","39,075",6.94,"141,016",51.97,26,10,3,0,13,49.47,98.00
20230421,"271,364","39,038",6.95,"141,940",52.31,28,11,4,2,11,48.72,102.00
20230414,"271,364","38,447",7.06,"143,693",52.95,28,9,4,1,14,50.09,106.50
20230407,"271,364","38,329",7.08,"143,896",53.03,29,9,5,2,13,49.60,107.00
20230331,"271,364","38,318",7.08,"143,901",53.03,29,9,5,2,13,49.59,108.00
20230324,"271,364","38,005",7.14,"144,593",53.28,30,10,4,3,13,49.54,110.50
20230317,"271,364","38,299",7.09,"144,087",53.10,30,11,3,5,11,48.75,106.50
20230310,"271,364","38,192",7.11,"144,465",53.24,31,12,3,3,13,49.42,110.00
20230303,"271,364","37,870",7.17,"144,379",53.20,32,13,4,3,12,48.98,103.00
20230224,"271,364","37,799",7.18,"143,384",52.84,30,12,3,2,13,49.35,103.00
20230217,"271,364","37,601",7.22,"143,373",52.83,30,11,5,2,12,49.04,104.00
20230210,"271,364","37,095",7.32,"145,446",53.60,31,11,4,2,14,50.01,107.00
20230203,"271,364","37,368",7.26,"144,716",53.33,27,9,3,2,13,50.33,107.50
20230117,"271,364","37,532",7.23,"144,162",53.12,29,9,5,2,13,49.56,104.50
20230113,"271,364","37,493",7.24,"144,631",53.30,31,10,5,2,14,49.59,101.50
20230106,"271,364","37,475",7.24,"144,574",53.28,31,10,5,2,14,49.59,102.00
20221230,"271,364","37,437",7.25,"144,306",53.18,30,9,5,2,14,49.56,96.30
20221223,"271,364","37,369",7.26,"145,416",53.59,31,8,7,3,13,49.36,99.50
20221216,"271,364","37,483",7.24,"144,907",53.40,31,9,4,4,14,49.47,102.50
20221209,"271,364","37,643",7.21,"144,324",53.18,30,8,4,3,15,49.66,105.00
20221202,"271,364","37,660",7.21,"145,278",53.54,31,8,3,7,13,48.97,108.50
20221125,"271,364","37,471",7.24,"146,716",54.07,30,7,2,5,16,50.66,104.00
20221118,"271,364","36,953",7.34,"148,716",54.80,29,6,1,5,17,51.84,106.00
20221111,"271,364","35,618",7.62,"150,826",55.58,30,5,3,5,17,52.20,97.80
20221104,"271,364","35,273",7.69,"152,060",56.04,29,6,4,4,15,52.48,96.70
20221028,"271,364","35,281",7.69,"153,026",56.39,30,6,4,6,14,52.21,91.40
20221021,"271,364","35,455",7.65,"152,669",56.26,30,6,4,5,15,52.40,89.60
20221014,"271,364","35,619",7.62,"152,660",56.26,31,8,3,6,14,51.93,90.50
20221007,"271,364","35,784",7.58,"151,914",55.98,31,6,3,8,14,51.49,94.60
20220930,"271,364","35,659",7.61,"151,861",55.96,28,6,4,7,11,51.43,96.00
20220923,"271,364","35,176",7.71,"152,683",56.27,29,10,1,4,14,52.80,113.00
20220916,"271,364","35,210",7.71,"154,192",56.82,32,11,4,4,13,52.38,122.00
20220908,"271,364","35,403",7.67,"153,971",56.74,32,9,6,5,12,52.05,124.50
20220902,"271,364","35,291",7.69,"154,738",57.02,33,10,6,6,11,51.68,128.50
20220826,"271,364","35,373",7.67,"154,261",56.85,34,12,6,6,10,51.12,128.00
20220819,"271,364","35,518",7.64,"153,625",56.61,33,11,5,6,11,51.39,129.50
20220812,"271,364","35,879",7.56,"150,550",55.48,28,9,2,7,10,51.01,122.50
20220805,"271,364","34,774",7.80,"149,851",55.22,26,7,2,5,12,51.90,129.50
20220729,"271,364","35,327",7.68,"151,118",55.69,27,7,2,5,13,52.30,129.00
20220722,"271,365","35,324",7.68,"151,546",55.85,29,9,3,6,11,51.47,125.00
20220715,"271,364","35,541",7.64,"151,729",55.91,33,11,5,6,11,50.76,122.00
20220708,"271,364","35,413",7.66,"152,704",56.27,33,9,5,8,11,50.59,111.00
20220701,"271,364","35,042",7.74,"152,590",56.23,34,10,6,8,10,50.28,122.00
20220624,"271,364","35,537",7.64,"151,489",55.82,34,11,6,6,11,50.28,128.50
20220617,"271,364","35,657",7.61,"152,020",56.02,37,7,12,7,11,49.37,129.50
20220610,"271,364","35,810",7.58,"153,455",56.55,40,10,11,5,14,50.13,148.50
20220602,"271,364","36,065",7.52,"152,845",56.32,38,9,8,6,15,50.51,146.00
20220527,"271,364","37,547",7.23,"148,504",54.72,35,13,4,2,16,50.65,143.50
20220520,"271,364","37,677",7.20,"147,669",54.42,32,7,4,6,15,50.21,144.00
20220513,"271,364","38,990",6.96,"145,016",53.44,33,11,5,3,14,49.29,135.50
20220506,"271,364","39,247",6.91,"143,325",52.82,30,9,5,3,13,48.97,134.50
20220429,"271,364","39,470",6.88,"142,852",52.64,31,11,5,2,13,48.79,138.00
20220422,"271,364","39,583",6.86,"144,642",53.30,33,11,5,6,11,48.11,138.00
20220415,"271,364","40,979",6.62,"139,481",51.40,27,6,7,4,10,47.30,119.50
20220408,"271,364","41,115",6.60,"139,686",51.48,28,8,7,3,10,47.30,123.00
20220401,"271,364","41,232",6.58,"140,371",51.73,29,10,5,4,10,47.32,128.50
20220325,"271,364","41,170",6.59,"141,984",52.32,30,12,5,2,11,48.21,120.50
20220318,"271,364","41,372",6.56,"141,311",52.07,29,10,5,3,11,48.05,121.00
20220311,"271,364","41,621",6.52,"140,516",51.78,30,12,5,3,10,47.37,119.50
20220304,"271,364","41,863",6.48,"139,606",51.45,28,10,4,4,10,47.40,120.50
20220225,"271,364","42,008",6.46,"139,172",51.29,27,9,5,3,10,47.38,118.50
20220218,"271,364","41,566",6.53,"140,456",51.76,29,9,7,3,10,47.31,124.50
20220211,"271,364","41,873",6.48,"139,093",51.26,28,11,5,2,10,47.29,128.50
20220126,"271,364","41,995",6.46,"138,244",50.94,26,9,6,1,10,47.39,125.50
20220121,"271,364","42,278",6.42,"138,775",51.14,27,9,6,2,10,47.31,131.00
20220114,"271,364","42,073",6.45,"140,635",51.83,29,11,5,2,11,48.01,136.00
20220107,"271,364","42,310",6.41,"139,437",51.38,27,9,4,3,11,47.84,138.00
20211230,"271,364","41,573",6.53,"141,472",52.13,29,11,4,3,11,48.07,143.00
20211224,"271,364","41,426",6.55,"140,824",51.89,28,10,3,4,11,48.07,137.50
20211217,"271,364","41,551",6.53,"140,616",51.82,28,10,4,3,11,48.04,137.00
20211210,"271,364","41,611",6.52,"140,929",51.93,30,12,4,3,11,47.77,140.50
20211203,"271,364","41,383",6.56,"141,092",51.99,31,13,4,3,11,47.74,144.50
20211126,"271,364","41,705",6.51,"140,177",51.66,29,10,8,0,11,47.85,134.50
20211119,"271,364","41,946",6.47,"139,245",51.31,28,10,7,0,11,47.74,143.00
20211112,"271,364","42,209",6.43,"138,628",51.09,27,9,5,0,13,48.16,143.50
20211105,"271,364","41,195",6.59,"140,170",51.65,29,11,5,0,13,48.33,138.50
20211029,"271,364","41,208",6.59,"141,145",52.01,31,13,4,1,13,48.32,135.00
20211022,"271,364","41,491",6.54,"140,894",51.92,30,12,3,2,13,48.36,134.50
20211015,"271,364","40,122",6.76,"143,899",53.03,33,13,4,1,15,49.29,131.00
20211008,"271,364","40,084",6.77,"143,132",52.75,31,10,5,1,15,49.27,125.00
20211001,"271,364","40,452",6.71,"143,980",53.06,34,14,5,1,14,48.94,121.50
20210924,"271,364","40,301",6.73,"144,486",53.24,33,12,5,2,14,49.14,136.50
20210917,"271,364","40,345",6.73,"145,166",53.49,34,13,5,2,14,49.24,136.00
20210910,"271,364","39,881",6.80,"146,050",53.82,35,15,6,1,13,49.27,144.50
20210903,"271,364","40,161",6.76,"143,590",52.91,30,8,7,1,14,49.43,148.50
20210827,"271,364","39,714",6.83,"148,600",54.76,37,14,8,1,14,49.95,142.50
20210820,"271,364","39,220",6.92,"148,047",54.56,36,13,7,2,14,49.77,136.00
20210813,"271,364","37,977",7.15,"148,209",54.62,35,10,9,4,12,49.18,143.00
20210806,"271,364","37,860",7.17,"150,417",55.43,39,14,8,3,14,49.97,165.50
20210730,"271,364","37,576",7.22,"150,686",55.53,37,10,10,3,14,50.27,168.00
20210723,"271,364","37,899",7.16,"151,249",55.74,38,12,10,3,13,50.10,172.50
20210716,"271,364","34,545",7.86,"158,308",58.34,39,11,9,2,17,53.29,184.50
20210709,"271,364","38,554",7.04,"147,913",54.51,34,12,7,2,13,49.82,170.50
20210702,"271,364","38,824",6.99,"146,827",54.11,32,8,9,1,14,49.95,168.50
20210625,"271,364","38,136",7.12,"149,366",55.04,34,11,7,1,15,50.89,174.00
20210618,"271,364","38,722",7.01,"149,009",54.91,35,13,5,3,14,50.44,177.00
20210611,"271,364","40,463",6.71,"142,116",52.37,28,9,6,1,12,48.79,167.00
20210604,"271,364","41,433",6.55,"140,218",51.67,26,5,7,4,10,47.53,151.50
20210528,"271,364","41,191",6.59,"140,555",51.80,27,8,6,1,12,48.39,154.00
20210521,"271,364","40,340",6.73,"142,185",52.40,29,7,7,2,13,48.71,130.50
20210514,"271,364","40,151",6.76,"144,265",53.16,30,7,8,1,14,49.44,127.00
20210507,"271,364","41,919",6.47,"139,486",51.40,24,4,7,3,10,47.84,151.50
20210429,"271,364","42,866",6.33,"139,302",51.33,26,8,7,0,11,48.16,156.00
20210423,"271,364","42,985",6.31,"138,570",51.06,25,7,7,0,11,48.17,159.50
20210416,"271,364","42,967",6.32,"140,825",51.90,29,11,6,2,10,47.88,161.00
20210409,"271,364","41,075",6.61,"146,926",54.14,34,15,5,2,12,49.47,175.00
20210401,"271,364","40,274",6.74,"149,465",55.08,37,12,11,2,12,49.46,179.00
20210326,"271,364","41,486",6.54,"147,273",54.27,36,15,7,3,11,48.88,173.00
20210319,"271,364","41,579",6.53,"146,925",54.14,34,13,8,1,12,49.45,174.50
20210312,"271,364","41,163",6.59,"146,612",54.03,37,16,8,1,12,48.64,174.00
20210305,"271,364","41,537",6.53,"145,118",53.48,36,17,6,0,13,48.83,170.00
20210226,"271,364","41,022",6.62,"145,157",53.49,38,18,6,2,12,48.10,173.00
20210219,"271,364","39,187",6.92,"145,783",53.72,37,17,5,2,13,48.77,183.50
20210209,"271,364","38,000",7.14,"148,108",54.58,40,18,8,2,12,48.62,174.50
20210205,"271,364","37,228",7.29,"150,194",55.35,43,21,7,0,15,49.84,174.50
20210129,"271,364","32,136",8.44,"162,052",59.72,51,26,4,4,17,52.64,185.50
20210122,"271,364","31,078",8.73,"164,857",60.75,55,23,8,7,17,52.16,203.00
20210115,"271,364","30,383",8.93,"165,089",60.84,53,22,7,5,19,53.32,193.00
20210108,"271,364","29,225",9.29,"163,924",60.41,52,20,9,4,19,53.18,196.00
20201231,"271,364","29,902",9.08,"163,835",60.37,47,18,5,3,21,54.83,183.50
20201225,"271,364","30,436",8.92,"162,962",60.05,44,17,5,2,20,54.94,169.00
20201218,"271,364","27,816",9.76,"169,949",62.63,47,13,9,3,22,57.00,171.50
20201211,"271,364","20,671",13.13,"184,060",67.83,60,20,12,2,26,60.32,188.00
20201204,"271,364","19,780",13.72,"186,441",68.71,56,19,8,5,24,61.42,176.50
20201127,"271,364","19,104",14.20,"187,431",69.07,59,19,9,7,24,61.10,177.00
20201120,"271,364","16,787",16.17,"190,149",70.07,63,22,10,5,26,61.64,187.00
20201113,"271,364","16,628",16.32,"187,413",69.06,59,17,8,4,30,62.52,175.00
,
